ac_id,name_ru,profession_ids,prev_ref,next_ref,season_scope,duration_estimate,observable_text_ru,source_refs,confidence
ac_act01317,Торговец кожами и шкурами: разместить и показать товар,"[""PRO0264""]","[""ACT01316""]","[""ACT01318""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}","Торговец кожами и шкурами ставит прилавок, выкладывает часть товара и сохраняет остальное. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT01317,A
ac_act01318,"Торговец кожами и шкурами: торговаться, мерить и взвешивать","[""PRO0264""]","[""ACT01317""]","[""ACT01319""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":5,""max_minutes"":45,""basis"":""gameplay_estimate""}","Торговец кожами и шкурами обсуждает цену, мерит объём/длину и взвешивает. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT01318,A
ac_act01319,Торговец кожами и шкурами: зафиксировать расчёт,"[""PRO0264""]","[""ACT01318""]","[""ACT01320""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":5,""max_minutes"":45,""basis"":""gameplay_estimate""}","Торговец кожами и шкурами передаёт серебро или товар, делает запись/бирку и пломбирует при необходимости. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT01319,A
ac_act01320,Торговец кожами и шкурами: убрать и хранить,"[""PRO0264""]","[""ACT01319""]",[],"[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}","Торговец кожами и шкурами собирает остаток, закрывает сундук/склад и организует перевозку. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT01320,A
ac_act01551,Лучник: проверить оружие и снаряжение,"[""PRO0311""]",[],"[""ACT01552""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}","Лучник осматривает оружие, щит, доспех, ремни и запас. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT01551,A
ac_act01552,Лучник: тренироваться или готовиться к выходу,"[""PRO0311""]","[""ACT01551""]","[""ACT01553""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":45,""max_minutes"":300,""basis"":""gameplay_estimate""}","Лучник упражняется, надевает допустимое снаряжение и собирает дорожный запас. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT01552,A
ac_act01553,"Лучник: нести караул, идти или ехать","[""PRO0311""]","[""ACT01552""]","[""ACT01554""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":45,""max_minutes"":300,""basis"":""gameplay_estimate""}","Лучник выполняет конкретную службу без постоянного ношения полного доспеха. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT01553,A
ac_act01554,Лучник: выполнить боевую попытку,"[""PRO0311""]","[""ACT01553""]","[""ACT01555""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":45,""max_minutes"":300,""basis"":""gameplay_estimate""}","Лучник применяет оружие в рамках положения, доступа и боевой механики. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT01554,A
ac_act01555,Лучник: очистить и починить,"[""PRO0311""]","[""ACT01554""]",[],"[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}","Лучник снимает, сушит, точит и ремонтирует снаряжение. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT01555,A
ac_act02116,"Кормилица: проверить огонь, воду и запасы","[""PRO0424""]",[],"[""ACT02117""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}","Кормилица осматривает дом, печь, воду, пищу, животных и срочные нужды. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT02116,C
ac_act02117,Кормилица: выполнить утреннюю работу,"[""PRO0424""]","[""ACT02116""]","[""ACT02118""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}","Кормилица топит печь, готовит еду, носит воду или кормит животных. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT02117,C
ac_act02118,Кормилица: заниматься производящей домашней работой,"[""PRO0424""]","[""ACT02117""]","[""ACT02119""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}","Кормилица прядёт, шьёт, ремонтирует, работает в огороде или со складом. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT02118,C
ac_act02119,Кормилица: сходить за покупкой или поручением,"[""PRO0424""]","[""ACT02118""]","[""ACT02120""]","[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}","Кормилица идёт к колодцу, на Торг, в мастерскую либо к соседу. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT02119,C
ac_act02120,Кормилица: убрать и подготовить ночлег,"[""PRO0424""]","[""ACT02119""]",[],"[""spring"",""summer"",""autumn"",""winter""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}","Кормилица закрывает двор, раскладывает вещи, кормит семью и готовит спальные места. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.",gb:sources/master-archive-v1/data/normalized_source_tables/occupations/activities.csv#ACT02120,C
