sc_id,source_scene_id,name_ru,scene_type,scene_kind,pf_ids,bt_ids,location_scope,required_items,allowed_items,forbidden_items,furniture,quantity_rules,placement_rules,condition,season_variants,light,smoke,smell,sound,ambience_refs,source_refs,confidence,status
sc_scn057,SCN057,Музыкальное собрание,music,activity,dwelling_interior|town_courtyard,,дом/двор/пир,MUS0033|MUS0030,MUS0032|MUS0029|MUS0001|FUR0002,AP001|AP003|AP052,FUR0002,1–4 музыканта; 1 инструмент на музыканта,Инструменты разного размера и не оркестр нового времени; волынка только с референсом новгородской находки.,"Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",по месту,,,"гусли, гудок, пение",matcult_scene:SCN057,matcult_scene:SCN057|matcult_src:SRC058|matcult_src:SRC059|matcult_src:SRC060|matcult_src:SRC005|matcult_src:SRC006|matcult_src:SRC008|matcult_src:SRC089|matcult_src:SRC001,A,candidate
sc_scn058,SCN058,Домашняя кладовая бедного дома,storage_domestic,interior,cellar_granary|dwelling_interior,bt_klet_dwelling|bt_seni|bt_podklet,дом/клеть,POT0019|POT0001|POT0002|FOD0051|FOD0037,FUR0007|FUR0006|HOU0016,AP001|AP003|AP052,FUR0007|FUR0006,3–10 ёмкостей; малые запасы пищи,"Небольшой запас, повторно используемая тара, штопка и смешанные материалы; без изобилия импортов.","Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов","темно, свет от двери",,"квашеное, зерно, сырость",мыши,matcult_scene:SCN058|wk:claim:reconstructed-dwelling-shelter-food-and-care-shape-small-life-opportunity,matcult_scene:SCN058|matcult_src:SRC024|matcult_src:SRC080|matcult_src:SRC005|matcult_src:SRC008|matcult_src:SRC066|matcult_src:SRC001|matcult_src:SRC028|matcult_src:SRC040|matcult_src:SRC041|matcult_src:SRC044,A,candidate
sc_scn059,SCN059,Кладовая богатого дома,storage_domestic,interior,cellar_granary,bt_podklet|bt_klet_ambar|bt_cellar_log,зажиточная усадьба,FUR0026|FUR0006|FUR0007|POT0020|POT0001|POT0002,TRD0050|TRD0053|FOD0025|FOD0039|FOD0051,AP001|AP003|AP052,FUR0026|FUR0006|FUR0007,8–25 ёмкостей/ларей; 0–3 импортных предмета,"Больше запаса и разнообразия, но дорогие импорты остаются единичными; никакой дворцовой сокровищницы.","Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов","темно, свет от двери",,"квашеное, зерно, сырость",мыши,matcult_scene:SCN058|wk:claim:reconstructed-dwelling-shelter-food-and-care-shape-small-life-opportunity,matcult_scene:SCN059|matcult_src:SRC005|matcult_src:SRC006|matcult_src:SRC008|matcult_src:SRC089|matcult_src:SRC032|matcult_src:SRC001|matcult_src:SRC024|matcult_src:SRC080|matcult_src:SRC066|matcult_src:SRC009,C,candidate
sc_scn060,SCN060,Голодный Новгород 1230 года: рынок,crisis_trade,exterior,market_square,bt_market_stall,Торг,TRD0017|TRD0019|FOD0051|FOD0050,LTR0028|FRN0001,AP001|AP003|AP052,,меньше товара обычного; очереди/спор по narrative layer,"Сцена-variant кризиса: дефицит и напряжение, а не универсальный вид любого года; избегать апокалиптической карикатуры.","Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",открытая площадь,,мало запахов еды,"споры, тишина пустых рядов",matcult_scene:SCN060|nov1230db:S01,matcult_scene:SCN060|matcult_src:SRC009|matcult_src:SRC027|matcult_src:SRC028|matcult_src:SRC049|matcult_src:SRC053|matcult_src:SRC089|matcult_src:SRC040|matcult_src:SRC041|matcult_src:SRC044|matcult_src:SRC075,B,candidate
sc_scn061,SCN061,Весенний разлив у прибрежной усадьбы,seasonal_waterfront,exterior,riverbank|river_wharf|town_courtyard,bt_river_steps,берег Волхова,STR0011|STR0001|WTR0038|MSC0022|MSC0016,TRD0047,AP001|AP003|AP052|AP036|AP037|AP038,,1 усадебный подход; 1–2 лодки; локальные плавающие/мокрые props,"Уровень воды высок, дерево мокро, часть берега недоступна; не современная набережная.","Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",отражения на разливе,,"талая вода, ил","журчание, плеск",matcult_scene:SCN061|wk:claim:research-flood-can-leave-high-water-mark-types,matcult_scene:SCN061|matcult_src:SRC001|matcult_src:SRC003|matcult_src:SRC013|matcult_src:SRC083|matcult_src:SRC089|matcult_src:SRC011|matcult_src:SRC031|matcult_src:SRC039|matcult_src:SRC005|matcult_src:SRC029,B,candidate
sc_scn062,SCN062,Уличная ремонтная зона мостовой,street_work,exterior,town_street,bt_street_pavement,городская улица,STR0007|STR0008|CON0012|CON0035|CRF0020|CRF0102,MSC0035|MSC0004,AP001|AP003|AP052,,1 участок ремонта; 3–8 работников/брёвен; 3–8 инструментов,Старый уровень и новый ремонт видны рядом; проход частично перекрыт материалами.,"Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",открытая улица,,"сырое дерево, грязь","стук, команды",matcult_scene:SCN062,matcult_scene:SCN062|matcult_src:SRC001|matcult_src:SRC003|matcult_src:SRC013|matcult_src:SRC083|matcult_src:SRC089|matcult_src:SRC005|matcult_src:SRC017|matcult_src:SRC078|matcult_src:SRC032|matcult_src:SRC033,A,candidate
sc_scn063,SCN063,Усадебный колодец,infrastructure_domestic,exterior,town_courtyard,bt_well_log,городской двор,ARC0027|HOU0031|HOU0018,MSC0023|MSC0022|FUR0001,AP001|AP003|AP052,FUR0001,1 колодец; 1–2 ведра; 1 верёвочный механизм,"Колодец связан с проходом и бытовой зоной, но защищён от навоза/мусора насколько возможно.","Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",двор,,сырость у колодца,"скрип верёвки, плеск ведра",matcult_scene:SCN063,matcult_scene:SCN063|matcult_src:SRC001|matcult_src:SRC003|matcult_src:SRC005|matcult_src:SRC012|matcult_src:SRC089|matcult_src:SRC017|matcult_src:SRC006|matcult_src:SRC061|matcult_src:SRC025|matcult_src:SRC067,A,candidate
sc_scn064,SCN064,Городская мусорная и производственная зона,refuse,exterior,town_courtyard,,край двора,MSC0011|MSC0025|MSC0001|MSC0002,MSC0003|MSC0035,AP001|AP003|AP052,,1 локальная яма/участок; несколько функционально связанных отходов,Состав зависит от хозяйства: не складывать все виды отходов в одну универсальную свалку.,"Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",край двора,,"гниль, зола, кости",мухи летом,matcult_scene:SCN064,matcult_scene:SCN064|matcult_src:SRC001|matcult_src:SRC003|matcult_src:SRC005|matcult_src:SRC025|matcult_src:SRC067|matcult_src:SRC089,B,candidate
sc_scn065,SCN065,Карельский/финно-угорский промысловый контакт,foreign_contact,activity,fishing_camp|hunting_ground|riverbank,,Новгородская земля/Ладога,FRN0001|FRN0002,FSH0027|FSH0001|WTR0038|TRD0051,AP001|AP003|AP052|AP050,,малый промысловый/торговый контакт; 2–8 характерных предметов только по refs,Указывать конкретную группу и место; местные и приезжие вещи могут смешиваться; без «племенного» декора по фантазии.,"Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",по месту,дым костра,"мех, рыба",чужая речь,matcult_scene:SCN065,matcult_scene:SCN065|matcult_src:SRC048|matcult_src:SRC049|matcult_src:SRC050|matcult_src:SRC051|matcult_src:SRC075|matcult_src:SRC076|matcult_src:SRC035|matcult_src:SRC025|matcult_src:SRC039|matcult_src:SRC005,C,candidate
sc_scn066,SCN066,Двор приезжего русского купца,interregional_contact,exterior,town_courtyard|market_square,bt_klet_ambar,Новгород,FRN0025|TRD0052|TRD0037,LTR0017|POT0020,AP001|AP003|AP052,,1 малая торговая группа; 3–15 товаров/тары,Различия региональны и умеренны; не изображать отдельный национальный костюм/архитектуру без evidence.,"Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",двор,,товар,разговор о товаре,matcult_scene:SCN066,matcult_scene:SCN066|matcult_src:SRC048|matcult_src:SRC049|matcult_src:SRC050|matcult_src:SRC051|matcult_src:SRC075|matcult_src:SRC008|matcult_src:SRC009|matcult_src:SRC027|matcult_src:SRC028|matcult_src:SRC053,B,candidate
sc_x001_bathhouse,,Чёрная баня при топке и мытье,authored,interior,bathhouse,bt_bathhouse,,INT0042|HOU0036|HOU0001,HOU0040|INT0035|HOU0017|MSC0046|MSC0025,AP001,INT0042|INT0035,1 каменка; 1 кадка воды; 1–2 ведра; 1–2 лавки/полка; 0–1 лохань,каменка в углу у входа; вода и лавка у противоположной стены; дрова снаружи или у порога,"копоть на стенах и потолке, мокрые доски пола",,"темно, свет из двери и малого волока","при топке помещение полно дыма, мыться после протопки и проветривания","сажа, мокрое дерево, зола","шипение воды на камнях, плеск",master:spawn:SPN021|matcult:INT0042|nov1230db:B032|wk:claim:bathing-house-heating-before-washing|ref:wiki_banya,master:spawn:SPN021|matcult:INT0042|nov1230db:B032|wk:claim:bathing-house-heating-before-washing|ref:wiki_banya,C,candidate
sc_x002_ovin,,Овин при сушке снопов,authored,interior,grain_drying_shed_ovin,bt_ovin,,AGR0039|MSC0046,AGR0016|AGR0003|MSC0030|MSC0005,AP001,,1 топочная яма; снопы на колосниках одним ярусом; запас дров,топка ниже снопов; снопы не касаются огня; проход к топке свободен,"закопчённые колосники, солома и зёрна на полу",,"темно, отсвет огня из ямы",тёплый дым проходит сквозь снопы,"дым, сохнущая рожь, солома","потрескивание топки, шорох снопов",wk:claim:place-thermal-ovin-can-relate-a-furnace-to-sheaves-held-on-grates|wk:claim:reconstructed-place-work-grain-drying-and-threshing-are-different-work-contexts,wk:claim:place-thermal-ovin-can-relate-a-furnace-to-sheaves-held-on-grates|wk:claim:reconstructed-place-work-grain-drying-and-threshing-are-different-work-contexts,C,candidate
sc_x003_podklet_cold_store,,Подклет: холодное хранение под жилым этажом,authored,interior,cellar_granary|outbuildings,bt_podklet,,FUR0006|HOU0036,HOU0015|HOU0024|POT0018|HOU0022|FUR0026,AP001,FUR0006|FUR0026,2–8 ёмкостей; 0–2 ларя,"ёмкости вдоль стен, проход от двери; сыпучее выше пола","прохладно, пыль, следы мышей",,"темно, свет из двери",,"зерно, кожа, дерево",шаги сверху по полу жилья,wk:claim:settlement-underfloor-storage|wk:claim:settlement-underfloor-utility|matcult:ARC0022,wk:claim:settlement-underfloor-storage|wk:claim:settlement-underfloor-utility|matcult:ARC0022,C,candidate
