ingredient_id,slug,name_ru,historical_name,ingredient_type,item_id,item_source_catalog,description_ru,period_from,period_to,valid_for_1230,region_scope,local_or_imported,historical_confidence,recipe_evidence_type,evidence_basis,source_ids,season_profile,social_scope,fasting_status,rarity,relative_cost,storage_container_ids,storage_location_ids,estimated_shelf_life,shelf_life_basis,spoilage_signs,anachronism_risk,notes
ING0097,butter_fresh,Сливочное масло,unknown,processed_product,FOD0004,material_culture_v1,Сливочное масло: молочный продукт или стадия переработки; современная стандартизированная терминология используется только пояснительно.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,A,archaeological,Сливочное масло: молочный продукт или стадия переработки; современная стандартизированная терминология используется только пояснительно.,"[""SRC040"",""SRC045"",""SRC046"",""FSRC010""]",stored_cool,"[""common""]",fasting_forbidden,common,medium,"[""AGR0001"",""HOU0001"",""POT0018"",""HOU0025""]","[""ARC0026""]",hours to days fresh; longer for butter/cheese in cool storage,reconstruction_estimate,"[""over_soured"",""moldy"",""putrid"",""rancid""]",low,
ING0098,butter_washed,Промытое масло,unknown,processed_product,OMI01356,other_material_entities_v1,Промытое масло: молочный продукт или стадия переработки; современная стандартизированная терминология используется только пояснительно.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,ingredient_based_reconstruction,Промытое масло: молочный продукт или стадия переработки; современная стандартизированная терминология используется только пояснительно.,"[""SRC040"",""SRC045"",""SRC046"",""FSRC010""]",stored_cool,"[""common""]",fasting_forbidden,common,medium,"[""AGR0001"",""HOU0001"",""POT0018"",""HOU0025""]","[""ARC0026""]",hours to days fresh; longer for butter/cheese in cool storage,reconstruction_estimate,"[""over_soured"",""moldy"",""putrid"",""rancid""]",low,
ING0099,buttermilk,Пахта,unknown,processed_product,OMI01358,other_material_entities_v1,Пахта: молочный продукт или стадия переработки; современная стандартизированная терминология используется только пояснительно.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,ingredient_based_reconstruction,Пахта: молочный продукт или стадия переработки; современная стандартизированная терминология используется только пояснительно.,"[""SRC040"",""SRC045"",""SRC046"",""FSRC010""]",milk_summer,"[""common""]",fasting_forbidden,common,medium,"[""AGR0001"",""HOU0001"",""POT0018"",""HOU0025""]","[""ARC0026""]",hours to days fresh; longer for butter/cheese in cool storage,reconstruction_estimate,"[""over_soured"",""moldy"",""putrid"",""rancid""]",low,
ING0100,fresh_cheese,Свежий сырный продукт,unknown,processed_product,FOD0007,material_culture_v1,Свежий сырный продукт: молочный продукт или стадия переработки; современная стандартизированная терминология используется только пояснительно.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,ingredient_based_reconstruction,Свежий сырный продукт: молочный продукт или стадия переработки; современная стандартизированная терминология используется только пояснительно.,"[""SRC040"",""SRC045"",""SRC046"",""FSRC010""]",stored_cool,"[""common""]",fasting_forbidden,common,medium,"[""AGR0001"",""HOU0001"",""POT0018"",""HOU0025""]","[""ARC0026""]",hours to days fresh; longer for butter/cheese in cool storage,reconstruction_estimate,"[""over_soured"",""moldy"",""putrid"",""rancid""]",low,
ING0101,pressed_fresh_cheese,Свежий сырный круг без выдержки,unknown,processed_product,OMI01360,other_material_entities_v1,Свежий сырный круг без выдержки: молочный продукт или стадия переработки; современная стандартизированная терминология используется только пояснительно.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,ingredient_based_reconstruction,Свежий сырный круг без выдержки: молочный продукт или стадия переработки; современная стандартизированная терминология используется только пояснительно.,"[""SRC040"",""SRC045"",""SRC046"",""FSRC010""]",stored_cool,"[""common""]",fasting_forbidden,common,medium,"[""AGR0001"",""HOU0001"",""POT0018"",""HOU0025""]","[""ARC0026""]",hours to days fresh; longer for butter/cheese in cool storage,reconstruction_estimate,"[""over_soured"",""moldy"",""putrid"",""rancid""]",low,
ING0102,aged_cheese_uncertain,Выдержанный сыр — осторожная категория,unknown,processed_product,FOD0006,material_culture_v1,Выдержанный сыр — осторожная категория: молочный продукт или стадия переработки; современная стандартизированная терминология используется только пояснительно.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,C,ingredient_based_reconstruction,Выдержанный сыр — осторожная категория: молочный продукт или стадия переработки; современная стандартизированная терминология используется только пояснительно.,"[""SRC040"",""SRC045"",""SRC046"",""FSRC010""]",stored_cool,"[""common""]",fasting_forbidden,uncommon,medium,"[""AGR0001"",""HOU0001"",""POT0018"",""HOU0025""]","[""ARC0026""]",hours to days fresh; longer for butter/cheese in cool storage,reconstruction_estimate,"[""over_soured"",""moldy"",""putrid"",""rancid""]",medium,
ING0103,egg_chicken,Куриное яйцо,unknown,raw_product,FOD0008,material_culture_v1,"Куриное яйцо; доступность сезонна, отдельное современное яичное блюдо не предполагается автоматически.",1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,A,archaeological,"Куриное яйцо; доступность сезонна, отдельное современное яичное блюдо не предполагается автоматически.","[""SRC040"",""FSRC010"",""SRC045""]",egg_spring_summer,"[""common""]",fasting_forbidden,common,medium,"[""HOU0016"",""HOU0021""]",[],days to weeks in cool conditions; modern safety stricter,reconstruction_estimate,"[""cracked"",""rotten""]",low,
ING0104,egg_goose,Гусиное яйцо,unknown,raw_product,FMA0021,food_related_material_additions,"Гусиное яйцо; доступность сезонна, отдельное современное яичное блюдо не предполагается автоматически.",1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,archaeological,"Гусиное яйцо; доступность сезонна, отдельное современное яичное блюдо не предполагается автоматически.","[""SRC040"",""FSRC010"",""SRC045""]",egg_spring_summer,"[""common""]",fasting_forbidden,seasonal,medium,"[""HOU0016"",""HOU0021""]",[],days to weeks in cool conditions; modern safety stricter,reconstruction_estimate,"[""cracked"",""rotten""]",low,
ING0105,egg_duck,Утиное яйцо,unknown,raw_product,FMA0022,food_related_material_additions,"Утиное яйцо; доступность сезонна, отдельное современное яичное блюдо не предполагается автоматически.",1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,archaeological,"Утиное яйцо; доступность сезонна, отдельное современное яичное блюдо не предполагается автоматически.","[""SRC040"",""FSRC010"",""SRC045""]",egg_spring_summer,"[""common""]",fasting_forbidden,seasonal,medium,"[""HOU0016"",""HOU0021""]",[],days to weeks in cool conditions; modern safety stricter,reconstruction_estimate,"[""cracked"",""rotten""]",low,
ING0106,beef,Говядина,unknown,raw_product,FOD0030,material_culture_v1,Говядина: вид или категория мяса подтверждается зооархеологией либо осторожно выводится из неё; конкретное блюдо требует отдельной реконструкции.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,A,archaeological,Говядина: вид или категория мяса подтверждается зооархеологией либо осторожно выводится из неё; конкретное блюдо требует отдельной реконструкции.,"[""SRC040"",""SRC041"",""SRC042"",""FSRC010""]",slaughter_autumn_winter,"[""common""]",fasting_forbidden,common,low,"[""HOU0019"",""HOU0036"",""HOU0024""]","[""ARC0026""]",same day fresh; longer only after preservation or cold storage,reconstruction_estimate,"[""slimy"",""putrid"",""moldy""]",low,
ING0107,veal,Телятина — ограниченная социальная категория,unknown,raw_product,FMA0023,food_related_material_additions,Телятина — ограниченная социальная категория: вид или категория мяса подтверждается зооархеологией либо осторожно выводится из неё; конкретное блюдо требует отдельной реконструкции.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,archaeological,Телятина — ограниченная социальная категория: вид или категория мяса подтверждается зооархеологией либо осторожно выводится из неё; конкретное блюдо требует отдельной реконструкции.,"[""SRC040"",""SRC041"",""SRC042"",""FSRC010""]",slaughter_variable,"[""common""]",fasting_forbidden,uncommon,medium,"[""HOU0019"",""HOU0036"",""HOU0024""]","[""ARC0026""]",same day fresh; longer only after preservation or cold storage,reconstruction_estimate,"[""slimy"",""putrid"",""moldy""]",low,
ING0108,pork,Свинина,unknown,raw_product,FOD0031,material_culture_v1,Свинина: вид или категория мяса подтверждается зооархеологией либо осторожно выводится из неё; конкретное блюдо требует отдельной реконструкции.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,A,archaeological,Свинина: вид или категория мяса подтверждается зооархеологией либо осторожно выводится из неё; конкретное блюдо требует отдельной реконструкции.,"[""SRC040"",""SRC041"",""SRC042"",""FSRC010""]",slaughter_autumn_winter,"[""common""]",fasting_forbidden,common,low,"[""HOU0019"",""HOU0036"",""HOU0024""]","[""ARC0026""]",same day fresh; longer only after preservation or cold storage,reconstruction_estimate,"[""slimy"",""putrid"",""moldy""]",low,
ING0109,mutton_goat,Баранина или козлятина,unknown,raw_product,FOD0029,material_culture_v1,Баранина или козлятина: вид или категория мяса подтверждается зооархеологией либо осторожно выводится из неё; конкретное блюдо требует отдельной реконструкции.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,A,archaeological,Баранина или козлятина: вид или категория мяса подтверждается зооархеологией либо осторожно выводится из неё; конкретное блюдо требует отдельной реконструкции.,"[""SRC040"",""SRC041"",""SRC042"",""FSRC010""]",slaughter_autumn_winter,"[""common""]",fasting_forbidden,common,low,"[""HOU0019"",""HOU0036"",""HOU0024""]","[""ARC0026""]",same day fresh; longer only after preservation or cold storage,reconstruction_estimate,"[""slimy"",""putrid"",""moldy""]",low,
ING0110,horsemeat_emergency,Конина — чрезвычайный или отдельный контекст,unknown,raw_product,FMA0024,food_related_material_additions,Конина — чрезвычайный или отдельный контекст: вид или категория мяса подтверждается зооархеологией либо осторожно выводится из неё; конкретное блюдо требует отдельной реконструкции.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,C,archaeological,Конина — чрезвычайный или отдельный контекст: вид или категория мяса подтверждается зооархеологией либо осторожно выводится из неё; конкретное блюдо требует отдельной реконструкции.,"[""SRC040"",""SRC041"",""SRC042"",""FSRC010""]",famine_or_specific_context,"[""common""]",fasting_forbidden,rare,high,"[""HOU0019"",""HOU0036"",""HOU0024""]","[""ARC0026""]",same day fresh; longer only after preservation or cold storage,reconstruction_estimate,"[""slimy"",""putrid"",""moldy""]",high,
ING0111,chicken_meat,Куриное мясо,unknown,raw_product,FMA0025,food_related_material_additions,Куриное мясо: вид или категория мяса подтверждается зооархеологией либо осторожно выводится из неё; конкретное блюдо требует отдельной реконструкции.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,archaeological,Куриное мясо: вид или категория мяса подтверждается зооархеологией либо осторожно выводится из неё; конкретное блюдо требует отдельной реконструкции.,"[""SRC040"",""SRC041"",""SRC042"",""FSRC010""]",year_round,"[""common""]",fasting_forbidden,uncommon,medium,"[""HOU0019"",""HOU0036"",""HOU0024""]","[""ARC0026""]",same day fresh; longer only after preservation or cold storage,reconstruction_estimate,"[""slimy"",""putrid"",""moldy""]",low,
ING0112,goose_meat,Гусиное мясо,unknown,raw_product,FMA0026,food_related_material_additions,Гусиное мясо: вид или категория мяса подтверждается зооархеологией либо осторожно выводится из неё; конкретное блюдо требует отдельной реконструкции.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,archaeological,Гусиное мясо: вид или категория мяса подтверждается зооархеологией либо осторожно выводится из неё; конкретное блюдо требует отдельной реконструкции.,"[""SRC040"",""SRC041"",""SRC042"",""FSRC010""]",autumn,"[""common""]",fasting_forbidden,uncommon,medium,"[""HOU0019"",""HOU0036"",""HOU0024""]","[""ARC0026""]",same day fresh; longer only after preservation or cold storage,reconstruction_estimate,"[""slimy"",""putrid"",""moldy""]",low,
ING0113,duck_meat,Утиное мясо,unknown,raw_product,FMA0027,food_related_material_additions,Утиное мясо: вид или категория мяса подтверждается зооархеологией либо осторожно выводится из неё; конкретное блюдо требует отдельной реконструкции.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,archaeological,Утиное мясо: вид или категория мяса подтверждается зооархеологией либо осторожно выводится из неё; конкретное блюдо требует отдельной реконструкции.,"[""SRC040"",""SRC041"",""SRC042"",""FSRC010""]",autumn,"[""common""]",fasting_forbidden,uncommon,medium,"[""HOU0019"",""HOU0036"",""HOU0024""]","[""ARC0026""]",same day fresh; longer only after preservation or cold storage,reconstruction_estimate,"[""slimy"",""putrid"",""moldy""]",low,
ING0114,hare_meat,Заячина,unknown,raw_product,FMA0028,food_related_material_additions,Заячина: вид или категория мяса подтверждается зооархеологией либо осторожно выводится из неё; конкретное блюдо требует отдельной реконструкции.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,archaeological,Заячина: вид или категория мяса подтверждается зооархеологией либо осторожно выводится из неё; конкретное блюдо требует отдельной реконструкции.,"[""SRC040"",""SRC041"",""SRC042"",""FSRC010""]",hunting_autumn_winter,"[""common""]",fasting_forbidden,uncommon,medium,"[""HOU0019"",""HOU0036"",""HOU0024""]","[""ARC0026""]",same day fresh; longer only after preservation or cold storage,reconstruction_estimate,"[""slimy"",""putrid"",""moldy""]",low,
ING0115,elk_meat,Лосятина,unknown,raw_product,FMA0029,food_related_material_additions,Лосятина: вид или категория мяса подтверждается зооархеологией либо осторожно выводится из неё; конкретное блюдо требует отдельной реконструкции.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,archaeological,Лосятина: вид или категория мяса подтверждается зооархеологией либо осторожно выводится из неё; конкретное блюдо требует отдельной реконструкции.,"[""SRC040"",""SRC041"",""SRC042"",""FSRC010""]",hunting_autumn_winter,"[""common""]",fasting_forbidden,uncommon,medium,"[""HOU0019"",""HOU0036"",""HOU0024""]","[""ARC0026""]",same day fresh; longer only after preservation or cold storage,reconstruction_estimate,"[""slimy"",""putrid"",""moldy""]",low,
ING0116,beaver_meat,Мясо бобра — ограниченная категория,unknown,raw_product,FMA0030,food_related_material_additions,Мясо бобра — ограниченная категория: вид или категория мяса подтверждается зооархеологией либо осторожно выводится из неё; конкретное блюдо требует отдельной реконструкции.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,C,archaeological,Мясо бобра — ограниченная категория: вид или категория мяса подтверждается зооархеологией либо осторожно выводится из неё; конкретное блюдо требует отдельной реконструкции.,"[""SRC040"",""SRC041"",""SRC042"",""FSRC010""]",hunting_autumn_winter,"[""common""]",fasting_forbidden,rare,high,"[""HOU0019"",""HOU0036"",""HOU0024""]","[""ARC0026""]",same day fresh; longer only after preservation or cold storage,reconstruction_estimate,"[""slimy"",""putrid"",""moldy""]",high,
ING0117,wild_boar_meat,Мясо дикого кабана,unknown,raw_product,FMA0031,food_related_material_additions,Мясо дикого кабана: вид или категория мяса подтверждается зооархеологией либо осторожно выводится из неё; конкретное блюдо требует отдельной реконструкции.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,archaeological,Мясо дикого кабана: вид или категория мяса подтверждается зооархеологией либо осторожно выводится из неё; конкретное блюдо требует отдельной реконструкции.,"[""SRC040"",""SRC041"",""SRC042"",""FSRC010""]",hunting_autumn_winter,"[""common""]",fasting_forbidden,rare,high,"[""HOU0019"",""HOU0036"",""HOU0024""]","[""ARC0026""]",same day fresh; longer only after preservation or cold storage,reconstruction_estimate,"[""slimy"",""putrid"",""moldy""]",low,
ING0118,capercaillie_meat,Мясо глухаря,unknown,raw_product,FMA0032,food_related_material_additions,Мясо глухаря: вид или категория мяса подтверждается зооархеологией либо осторожно выводится из неё; конкретное блюдо требует отдельной реконструкции.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,archaeological,Мясо глухаря: вид или категория мяса подтверждается зооархеологией либо осторожно выводится из неё; конкретное блюдо требует отдельной реконструкции.,"[""SRC040"",""SRC041"",""SRC042"",""FSRC010""]",hunting_autumn_winter,"[""common""]",fasting_forbidden,uncommon,medium,"[""HOU0019"",""HOU0036"",""HOU0024""]","[""ARC0026""]",same day fresh; longer only after preservation or cold storage,reconstruction_estimate,"[""slimy"",""putrid"",""moldy""]",low,
ING0119,waterfowl_meat,Мясо дикой водоплавающей птицы,unknown,raw_product,FMA0033,food_related_material_additions,Мясо дикой водоплавающей птицы: вид или категория мяса подтверждается зооархеологией либо осторожно выводится из неё; конкретное блюдо требует отдельной реконструкции.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,archaeological,Мясо дикой водоплавающей птицы: вид или категория мяса подтверждается зооархеологией либо осторожно выводится из неё; конкретное блюдо требует отдельной реконструкции.,"[""SRC040"",""SRC041"",""SRC042"",""FSRC010""]",hunting_season,"[""common""]",fasting_forbidden,uncommon,medium,"[""HOU0019"",""HOU0036"",""HOU0024""]","[""ARC0026""]",same day fresh; longer only after preservation or cold storage,reconstruction_estimate,"[""slimy"",""putrid"",""moldy""]",low,
ING0120,meat_cut_large,Крупный мясной отруб на кости,unknown,raw_product,OMI01372,other_material_entities_v1,Крупный мясной отруб на кости: продукт разделки или сохранения; наличие части туши не означает доказанность позднего блюда из неё.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,A,archaeological,Крупный мясной отруб на кости: продукт разделки или сохранения; наличие части туши не означает доказанность позднего блюда из неё.,"[""SRC040"",""SRC041"",""SRC042"",""FSRC010""]",slaughter_autumn_winter,"[""common""]",fasting_forbidden,common,low,"[""HOU0019"",""HOU0036"",""HOU0024""]","[""ARC0026""]",same day fresh; preserved form varies,reconstruction_estimate,"[""putrid"",""moldy"",""rancid""]",low,
ING0121,meat_cut_small,Малый мясной отруб,unknown,raw_product,OMI01373,other_material_entities_v1,Малый мясной отруб: продукт разделки или сохранения; наличие части туши не означает доказанность позднего блюда из неё.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,A,archaeological,Малый мясной отруб: продукт разделки или сохранения; наличие части туши не означает доказанность позднего блюда из неё.,"[""SRC040"",""SRC041"",""SRC042"",""FSRC010""]",slaughter_autumn_winter,"[""common""]",fasting_forbidden,common,low,"[""HOU0019"",""HOU0036"",""HOU0024""]","[""ARC0026""]",same day fresh; preserved form varies,reconstruction_estimate,"[""putrid"",""moldy"",""rancid""]",low,
ING0122,meat_strip,Полоса мяса без кости,unknown,raw_product,OMI01374,other_material_entities_v1,Полоса мяса без кости: продукт разделки или сохранения; наличие части туши не означает доказанность позднего блюда из неё.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,A,archaeological,Полоса мяса без кости: продукт разделки или сохранения; наличие части туши не означает доказанность позднего блюда из неё.,"[""SRC040"",""SRC041"",""SRC042"",""FSRC010""]",slaughter_autumn_winter,"[""common""]",fasting_forbidden,common,low,"[""HOU0019"",""HOU0036"",""HOU0024""]","[""ARC0026""]",same day fresh; preserved form varies,reconstruction_estimate,"[""putrid"",""moldy"",""rancid""]",low,
ING0123,liver,Печень,unknown,raw_product,OMI01380,other_material_entities_v1,Печень: продукт разделки или сохранения; наличие части туши не означает доказанность позднего блюда из неё.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,archaeological,Печень: продукт разделки или сохранения; наличие части туши не означает доказанность позднего блюда из неё.,"[""SRC040"",""SRC041"",""SRC042"",""FSRC010""]",slaughter_autumn_winter,"[""common""]",fasting_forbidden,common,low,"[""HOU0019"",""HOU0036"",""HOU0024""]","[""ARC0026""]",same day fresh; preserved form varies,reconstruction_estimate,"[""putrid"",""moldy"",""rancid""]",low,
ING0124,kidney,Почки,unknown,raw_product,OMI01381,other_material_entities_v1,Почки: продукт разделки или сохранения; наличие части туши не означает доказанность позднего блюда из неё.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,archaeological,Почки: продукт разделки или сохранения; наличие части туши не означает доказанность позднего блюда из неё.,"[""SRC040"",""SRC041"",""SRC042"",""FSRC010""]",slaughter_autumn_winter,"[""common""]",fasting_forbidden,common,low,"[""HOU0019"",""HOU0036"",""HOU0024""]","[""ARC0026""]",same day fresh; preserved form varies,reconstruction_estimate,"[""putrid"",""moldy"",""rancid""]",low,
ING0125,heart,Сердце,unknown,raw_product,OMI01382,other_material_entities_v1,Сердце: продукт разделки или сохранения; наличие части туши не означает доказанность позднего блюда из неё.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,archaeological,Сердце: продукт разделки или сохранения; наличие части туши не означает доказанность позднего блюда из неё.,"[""SRC040"",""SRC041"",""SRC042"",""FSRC010""]",slaughter_autumn_winter,"[""common""]",fasting_forbidden,common,low,"[""HOU0019"",""HOU0036"",""HOU0024""]","[""ARC0026""]",same day fresh; preserved form varies,reconstruction_estimate,"[""putrid"",""moldy"",""rancid""]",low,
ING0126,tongue,Язык животного,unknown,raw_product,OMI01379,other_material_entities_v1,Язык животного: продукт разделки или сохранения; наличие части туши не означает доказанность позднего блюда из неё.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,archaeological,Язык животного: продукт разделки или сохранения; наличие части туши не означает доказанность позднего блюда из неё.,"[""SRC040"",""SRC041"",""SRC042"",""FSRC010""]",slaughter_autumn_winter,"[""common""]",fasting_forbidden,common,low,"[""HOU0019"",""HOU0036"",""HOU0024""]","[""ARC0026""]",same day fresh; preserved form varies,reconstruction_estimate,"[""putrid"",""moldy"",""rancid""]",low,
ING0127,stomach_cleaned,Очищенный желудок животного,unknown,raw_product,OMI01384,other_material_entities_v1,Очищенный желудок животного: продукт разделки или сохранения; наличие части туши не означает доказанность позднего блюда из неё.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,C,comparative_reconstruction,Очищенный желудок животного: продукт разделки или сохранения; наличие части туши не означает доказанность позднего блюда из неё.,"[""SRC040"",""SRC041"",""SRC042"",""FSRC010""]",slaughter_autumn_winter,"[""common""]",fasting_forbidden,uncommon,low,"[""HOU0019"",""HOU0036"",""HOU0024""]","[""ARC0026""]",same day fresh; preserved form varies,reconstruction_estimate,"[""putrid"",""moldy"",""rancid""]",high,
ING0128,blood_animal,Кровь после забоя — осторожная пищевая категория,unknown,raw_product,OMI01386,other_material_entities_v1,Кровь после забоя — осторожная пищевая категория: продукт разделки или сохранения; наличие части туши не означает доказанность позднего блюда из неё.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,C,comparative_reconstruction,Кровь после забоя — осторожная пищевая категория: продукт разделки или сохранения; наличие части туши не означает доказанность позднего блюда из неё.,"[""SRC040"",""SRC041"",""SRC042"",""FSRC010""]",slaughter_autumn_winter,"[""common""]",fasting_forbidden,uncommon,low,"[""HOU0019"",""HOU0036"",""HOU0024""]","[""ARC0026""]",same day fresh; preserved form varies,reconstruction_estimate,"[""putrid"",""moldy"",""rancid""]",high,
ING0129,salted_meat,Солёное мясо,unknown,processed_product,FOD0032,material_culture_v1,Солёное мясо: продукт разделки или сохранения; наличие части туши не означает доказанность позднего блюда из неё.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,archaeological,Солёное мясо: продукт разделки или сохранения; наличие части туши не означает доказанность позднего блюда из неё.,"[""SRC040"",""SRC041"",""SRC042"",""FSRC010""]",stored_year_round,"[""common""]",fasting_forbidden,common,low,"[""HOU0019"",""HOU0036"",""HOU0024""]","[""ARC0026""]",same day fresh; preserved form varies,reconstruction_estimate,"[""putrid"",""moldy"",""rancid""]",low,
ING0130,dried_meat,Сушёное мясо,unknown,processed_product,FOD0033,material_culture_v1,Сушёное мясо: продукт разделки или сохранения; наличие части туши не означает доказанность позднего блюда из неё.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,C,comparative_reconstruction,Сушёное мясо: продукт разделки или сохранения; наличие части туши не означает доказанность позднего блюда из неё.,"[""SRC040"",""SRC041"",""SRC042"",""FSRC010""]",stored_year_round,"[""common""]",fasting_forbidden,uncommon,low,"[""HOU0019"",""HOU0036"",""HOU0024""]","[""ARC0026""]",same day fresh; preserved form varies,reconstruction_estimate,"[""putrid"",""moldy"",""rancid""]",high,
ING0131,fish_generic,"Речная рыба, вид не уточнён",unknown,raw_product,FOD0010,material_culture_v1,"Речная рыба, вид не уточнён: свежий рыбный продукт. Видовая уверенность и вероятность встречи различаются; рыба не появляется в сцене только по желанию игрока.",1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,A,archaeological,"Речная рыба, вид не уточнён: свежий рыбный продукт. Видовая уверенность и вероятность встречи различаются; рыба не появляется в сцене только по желанию игрока.","[""SRC025"",""FSRC002""]",fish_year_round_variable,"[""common""]",conditional,common,low,"[""FSH0017"",""FSH0024"",""HOU0036""]",[],same day fresh; modern food safety stricter,reconstruction_estimate,"[""slimy"",""strong_off_odor"",""putrid""]",low,
ING0132,pike,Щука,unknown,raw_product,FMA0034,food_related_material_additions,Щука: свежий рыбный продукт. Видовая уверенность и вероятность встречи различаются; рыба не появляется в сцене только по желанию игрока.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,A,archaeological,Щука: свежий рыбный продукт. Видовая уверенность и вероятность встречи различаются; рыба не появляется в сцене только по желанию игрока.,"[""SRC040"",""FSRC010"",""FSRC002""]",fish_year_round_variable,"[""common""]",conditional,common,low,"[""FSH0017"",""FSH0024"",""HOU0036""]",[],same day fresh; modern food safety stricter,reconstruction_estimate,"[""slimy"",""strong_off_odor"",""putrid""]",low,
ING0133,zander,Судак,unknown,raw_product,FMA0035,food_related_material_additions,Судак: свежий рыбный продукт. Видовая уверенность и вероятность встречи различаются; рыба не появляется в сцене только по желанию игрока.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,A,archaeological,Судак: свежий рыбный продукт. Видовая уверенность и вероятность встречи различаются; рыба не появляется в сцене только по желанию игрока.,"[""SRC040"",""FSRC010"",""FSRC002""]",fish_year_round_variable,"[""common""]",conditional,common,low,"[""FSH0017"",""FSH0024"",""HOU0036""]",[],same day fresh; modern food safety stricter,reconstruction_estimate,"[""slimy"",""strong_off_odor"",""putrid""]",low,
ING0134,cyprinid,"Карповая рыба, вид не уточнён",unknown,raw_product,FMA0036,food_related_material_additions,"Карповая рыба, вид не уточнён: свежий рыбный продукт. Видовая уверенность и вероятность встречи различаются; рыба не появляется в сцене только по желанию игрока.",1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,A,archaeological,"Карповая рыба, вид не уточнён: свежий рыбный продукт. Видовая уверенность и вероятность встречи различаются; рыба не появляется в сцене только по желанию игрока.","[""SRC040"",""FSRC010""]",fish_year_round_variable,"[""common""]",conditional,common,low,"[""FSH0017"",""FSH0024"",""HOU0036""]",[],same day fresh; modern food safety stricter,reconstruction_estimate,"[""slimy"",""strong_off_odor"",""putrid""]",low,
ING0135,bream,Лещ,unknown,raw_product,FMA0037,food_related_material_additions,Лещ: свежий рыбный продукт. Видовая уверенность и вероятность встречи различаются; рыба не появляется в сцене только по желанию игрока.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,archaeological,Лещ: свежий рыбный продукт. Видовая уверенность и вероятность встречи различаются; рыба не появляется в сцене только по желанию игрока.,"[""SRC040"",""FSRC010""]",fish_year_round_variable,"[""common""]",conditional,common,low,"[""FSH0017"",""FSH0024"",""HOU0036""]",[],same day fresh; modern food safety stricter,reconstruction_estimate,"[""slimy"",""strong_off_odor"",""putrid""]",low,
