scene_id,name_ru,scene_type,period_scope,location_scope,description_ru,required_item_ids,allowed_item_ids,forbidden_item_ids,object_counts,layout_rules,condition_ru,season_variants,source_ids,image_refs,confidence,prompt_hint
SCN047,Новгородский ополченец,military_character_equipment,около 1230 года; рабочий диапазон 1200–1240,городская оборона,"Исторически ограниченная композиция «Новгородский ополченец». Обязательные объекты задают конструктивный каркас; допустимые используются выборочно, а не все одновременно.",WPN0049 | WPN0006 | SHD0002,HLM0001 | ARM0001 | MIL0011,AP001 | AP003 | AP052 | AP017 | AP018 | AP022 | AP023,1 воин; 1 основное оружие; 0–1 доспех; 1 щит,Неполный и разнородный комплект; дорогой меч/полная кольчуга не обязательны.,"Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",SRC034 | SRC035 | SRC037 | SRC032 | SRC036 | SRC008 | SRC061 | SRC084 | SRC038,IMG_SHEET_SPEARS_01 | IMG_SHEET_AXES_01 | IMG_SHEET_SHIELDS_01 | IMG_SHEET_HELMETS_01 | IMG_SHEET_ARMOR_01,B,"Historically grounded Новгородский ополченец in Novgorod around 1230. Use required item IDs exactly; select only a few allowed objects. Неполный и разнородный комплект; дорогой меч/полная кольчуга не обязательны. No fantasy, no later Russian folk styling."
SCN048,Конный воин и конское снаряжение,military_mounted,около 1230 года; рабочий диапазон 1200–1240,поход/бой,"Исторически ограниченная композиция «Конный воин и конское снаряжение». Обязательные объекты задают конструктивный каркас; допустимые используются выборочно, а не все одновременно.",LIV0001 | HRS0034 | HRS0035 | HRS0001 | HRS0002 | WPN0049,ARM0019 | HLM0017 | SHD0002,AP001 | AP003 | AP052 | AP017 | AP018 | AP022 | AP023,1 всадник; 1 лошадь; 1 комплект упряжи; 1–3 оружейных элемента,"Лошадь небольшая, посадка и упряжь исторические; конская броня только D/C и не по умолчанию.","Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",SRC040 | SRC041 | SRC042 | SRC043 | SRC038 | SRC039 | SRC061 | SRC077 | SRC084 | SRC034,IMG_SHEET_LIVESTOCK_01 | IMG_SHEET_HARNESS_01 | IMG_SHEET_SPEARS_01 | IMG_SHEET_ARMOR_01 | IMG_SHEET_HELMETS_01 | IMG_SHEET_SHIELDS_01,B,"Historically grounded Конный воин и конское снаряжение in Novgorod around 1230. Use required item IDs exactly; select only a few allowed objects. Лошадь небольшая, посадка и упряжь исторические; конская броня только D/C и не по умолчанию. No fantasy, no later Russian folk styling."
SCN049,Монастырская келья,religious_interior,около 1230 года; рабочий диапазон 1200–1240,монастырь,"Исторически ограниченная композиция «Монастырская келья». Обязательные объекты задают конструктивный каркас; допустимые используются выборочно, а не все одновременно.",FUR0002 | FUR0008 | FUR0006 | REL0008 | REL0001 | WRT0022,HOU0011 | HOU0001 | POT0019,AP001 | AP003 | AP052,1 спальное/рабочее место; 1–3 предмета мебели; 1–3 религиозных предмета,Сдержанное помещение без позднего барокко; книга и металлическая утварь статусно ограничены.,"Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",SRC005 | SRC006 | SRC008 | SRC089 | SRC001 | SRC017 | SRC018 | SRC019 | SRC020 | SRC062,IMG_SHEET_FURNITURE_01 | IMG_SHEET_RELIGIOUS_01 | IMG_SHEET_WRITING_MUSIC_01 | IMG_SHEET_HOUSEHOLD_01 | IMG_SHEET_POTTERY_01,B,"Historically grounded Монастырская келья in Novgorod around 1230. Use required item IDs exactly; select only a few allowed objects. Сдержанное помещение без позднего барокко; книга и металлическая утварь статусно ограничены. No fantasy, no later Russian folk styling."
SCN050,Малая городская каменная церковь,religious_architecture,около 1230 года; рабочий диапазон 1200–1240,Новгород,"Исторически ограниченная композиция «Малая городская каменная церковь». Обязательные объекты задают конструктивный каркас; допустимые используются выборочно, а не все одновременно.",ARC0001 | REL0018 | REL0001,REL0015,AP001 | AP003 | AP052,1 храм; ограниченная внутренняя утварь,"Объём простой, без поздних пристроек; план, апсиды и окна по домонгольскому аналогу.","Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",SRC001 | SRC003 | SRC005 | SRC012 | SRC089 | SRC017 | SRC018 | SRC019 | SRC020 | SRC062,IMG_SHEET_OUTBUILDINGS_01 | IMG_SHEET_RELIGIOUS_01,B,"Historically grounded Малая городская каменная церковь in Novgorod around 1230. Use required item IDs exactly; select only a few allowed objects. Объём простой, без поздних пристроек; план, апсиды и окна по домонгольскому аналогу. No fantasy, no later Russian folk styling."
SCN051,Софийский собор около 1230,religious_architecture,около 1230 года; рабочий диапазон 1200–1240,Детинец,"Исторически ограниченная композиция «Софийский собор около 1230». Обязательные объекты задают конструктивный каркас; допустимые используются выборочно, а не все одновременно.",ARC0005 | REL0004 | REL0018,REL0013 | REL0015 | REL0001,AP001 | AP003 | AP052,1 собор; interior props только по подтверждённому контексту,"Использовать план и домонгольское состояние; исключить поздние главы, пристройки и барочный интерьер, если они не относятся к 1230.","Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",SRC017 | SRC001 | SRC003 | SRC005 | SRC012 | SRC089 | SRC018 | SRC019 | SRC020 | SRC062,IMG_SHEET_CHURCHES_01 | IMG_SHEET_RELIGIOUS_01,B,"Historically grounded Софийский собор около 1230 in Novgorod around 1230. Use required item IDs exactly; select only a few allowed objects. Использовать план и домонгольское состояние; исключить поздние главы, пристройки и барочный интерьер, если они не относятся к 1230. No fantasy, no later Russian folk styling."
SCN052,Спас на Нередице: интерьер 1199–1230,religious_architecture,около 1230 года; рабочий диапазон 1200–1240,Нередица,"Исторически ограниченная композиция «Спас на Нередице: интерьер 1199–1230». Обязательные объекты задают конструктивный каркас; допустимые используются выборочно, а не все одновременно.",ARC0001 | REL0001 | REL0002,REL0018 | REL0015,AP001 | AP003 | AP052,1 храм; роспись по реальному размещению,Фресковый ансамбль — главный визуальный источник; не восстанавливать утраченные детали фантазией.,"Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",SRC001 | SRC003 | SRC005 | SRC012 | SRC089 | SRC017 | SRC018 | SRC019 | SRC020 | SRC062,IMG_SHEET_OUTBUILDINGS_01 | IMG_SHEET_RELIGIOUS_01,B,"Historically grounded Спас на Нередице: интерьер 1199–1230 in Novgorod around 1230. Use required item IDs exactly; select only a few allowed objects. Фресковый ансамбль — главный визуальный источник; не восстанавливать утраченные детали фантазией. No fantasy, no later Russian folk styling."
SCN053,Строительство каменного храма,construction,около 1230 года; рабочий диапазон 1200–1240,город/монастырь,"Исторически ограниченная композиция «Строительство каменного храма». Обязательные объекты задают конструктивный каркас; допустимые используются выборочно, а не все одновременно.",CON0041 | CON0036 | CON0024 | CON0044 | CRF0001 | CRF0002,LTR0017 | MSC0010 | MSC0007,AP001 | AP003 | AP052,1 строительный участок; десятки единиц материала; 4–15 работников,"Ручной подъём, деревянные леса и материалы; никаких современных блоков, бетона и кранов.","Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",SRC001 | SRC003 | SRC005 | SRC017 | SRC078 | SRC089 | SRC032 | SRC033 | SRC061 | SRC039,IMG_SHEET_CONSTRUCTION_01 | IMG_SHEET_TOOLS_01 | IMG_SHEET_CARTS_01 | IMG_SHEET_HOUSEHOLD_01,B,"Historically grounded Строительство каменного храма in Novgorod around 1230. Use required item IDs exactly; select only a few allowed objects. Ручной подъём, деревянные леса и материалы; никаких современных блоков, бетона и кранов. No fantasy, no later Russian folk styling."
SCN054,Письмо на бересте,writing,около 1230 года; рабочий диапазон 1200–1240,дом/торг/административное место,"Исторически ограниченная композиция «Письмо на бересте». Обязательные объекты задают конструктивный каркас; допустимые используются выборочно, а не все одновременно.",WRT0028 | WRT0001,FUR0008 | FUR0002 | TRD0054,AP001 | AP003 | AP052,1–5 берестяных листов; 1 писало,Береста небольшая и неровная; текст процарапан; содержание не генерировать как authoritative fact без задания.,"Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",SRC026 | SRC027 | SRC068 | SRC073 | SRC009 | SRC005 | SRC006 | SRC008 | SRC089 | SRC001,IMG_SHEET_WRITING_MUSIC_01 | IMG_SHEET_FURNITURE_01 | IMG_SHEET_TRADE_01,C,"Historically grounded Письмо на бересте in Novgorod around 1230. Use required item IDs exactly; select only a few allowed objects. Береста небольшая и неровная; текст процарапан; содержание не генерировать как authoritative fact без задания. No fantasy, no later Russian folk styling."
SCN055,Купеческий счёт и взвешивание,writing_trade,около 1230 года; рабочий диапазон 1200–1240,лавка/склад,"Исторически ограниченная композиция «Купеческий счёт и взвешивание». Обязательные объекты задают конструктивный каркас; допустимые используются выборочно, а не все одновременно.",TRD0037 | TRD0001 | WRT0028 | WRT0001 | TRD0019,TRD0028 | TRD0046,AP001 | AP003 | AP052,1 весовой комплект; 1–3 записи; 3–10 гирь/мер,"Счёт, взвешивание и маркировка связаны с конкретным товаром; серебро контролируется.","Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",SRC009 | SRC027 | SRC028 | SRC049 | SRC053 | SRC089 | SRC087 | SRC026 | SRC068 | SRC073,IMG_SHEET_TRADE_01 | IMG_SHEET_WRITING_MUSIC_01,C,"Historically grounded Купеческий счёт и взвешивание in Novgorod around 1230. Use required item IDs exactly; select only a few allowed objects. Счёт, взвешивание и маркировка связаны с конкретным товаром; серебро контролируется. No fantasy, no later Russian folk styling."
SCN056,Детская игра во дворе,childhood,около 1230 года; рабочий диапазон 1200–1240,городской двор/улица,"Исторически ограниченная композиция «Детская игра во дворе». Обязательные объекты задают конструктивный каркас; допустимые используются выборочно, а не все одновременно.",MUS0016 | MUS0019 | MUS0017,MUS0012 | MUS0001 | MSC0035,AP001 | AP003 | AP052,2–6 детей; 2–5 игрушек,"Игрушки малые, потертые и простые; не современная детская площадка; безопасность/надзор по сцене.","Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",SRC058 | SRC059 | SRC060 | SRC005 | SRC006 | SRC061 | SRC084 | SRC008 | SRC001 | SRC003,IMG_SHEET_MUSIC_01 | IMG_SHEET_HOUSEHOLD_01,A,"Historically grounded Детская игра во дворе in Novgorod around 1230. Use required item IDs exactly; select only a few allowed objects. Игрушки малые, потертые и простые; не современная детская площадка; безопасность/надзор по сцене. No fantasy, no later Russian folk styling."
SCN057,Музыкальное собрание,music,около 1230 года; рабочий диапазон 1200–1240,дом/двор/пир,"Исторически ограниченная композиция «Музыкальное собрание». Обязательные объекты задают конструктивный каркас; допустимые используются выборочно, а не все одновременно.",MUS0033 | MUS0030,MUS0032 | MUS0029 | MUS0001 | FUR0002,AP001 | AP003 | AP052,1–4 музыканта; 1 инструмент на музыканта,Инструменты разного размера и не оркестр нового времени; волынка только с референсом новгородской находки.,"Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",SRC058 | SRC059 | SRC060 | SRC005 | SRC006 | SRC008 | SRC089 | SRC001,IMG_SHEET_MUSIC_01 | IMG_SHEET_FURNITURE_01,A,"Historically grounded Музыкальное собрание in Novgorod around 1230. Use required item IDs exactly; select only a few allowed objects. Инструменты разного размера и не оркестр нового времени; волынка только с референсом новгородской находки. No fantasy, no later Russian folk styling."
SCN058,Домашняя кладовая бедного дома,storage_domestic,около 1230 года; рабочий диапазон 1200–1240,дом/клеть,"Исторически ограниченная композиция «Домашняя кладовая бедного дома». Обязательные объекты задают конструктивный каркас; допустимые используются выборочно, а не все одновременно.",POT0019 | POT0001 | POT0002 | FOD0051 | FOD0037,FUR0007 | FUR0006 | HOU0016,AP001 | AP003 | AP052,3–10 ёмкостей; малые запасы пищи,"Небольшой запас, повторно используемая тара, штопка и смешанные материалы; без изобилия импортов.","Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",SRC024 | SRC080 | SRC005 | SRC008 | SRC066 | SRC001 | SRC028 | SRC040 | SRC041 | SRC044,IMG_SHEET_POTTERY_01 | IMG_SHEET_FOOD_01 | IMG_SHEET_FURNITURE_01 | IMG_SHEET_HOUSEHOLD_01,A,"Historically grounded Домашняя кладовая бедного дома in Novgorod around 1230. Use required item IDs exactly; select only a few allowed objects. Небольшой запас, повторно используемая тара, штопка и смешанные материалы; без изобилия импортов. No fantasy, no later Russian folk styling."
SCN059,Кладовая богатого дома,storage_domestic,около 1230 года; рабочий диапазон 1200–1240,зажиточная усадьба,"Исторически ограниченная композиция «Кладовая богатого дома». Обязательные объекты задают конструктивный каркас; допустимые используются выборочно, а не все одновременно.",FUR0026 | FUR0006 | FUR0007 | POT0020 | POT0001 | POT0002,TRD0050 | TRD0053 | FOD0025 | FOD0039 | FOD0051,AP001 | AP003 | AP052,8–25 ёмкостей/ларей; 0–3 импортных предмета,"Больше запаса и разнообразия, но дорогие импорты остаются единичными; никакой дворцовой сокровищницы.","Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",SRC005 | SRC006 | SRC008 | SRC089 | SRC032 | SRC001 | SRC024 | SRC080 | SRC066 | SRC009,IMG_SHEET_FURNITURE_01 | IMG_SHEET_POTTERY_01 | IMG_SHEET_TRADE_01 | IMG_SHEET_FOOD_01,C,"Historically grounded Кладовая богатого дома in Novgorod around 1230. Use required item IDs exactly; select only a few allowed objects. Больше запаса и разнообразия, но дорогие импорты остаются единичными; никакой дворцовой сокровищницы. No fantasy, no later Russian folk styling."
SCN060,Голодный Новгород 1230 года: рынок,crisis_trade,около 1230 года; рабочий диапазон 1200–1240,Торг,"Исторически ограниченная композиция «Голодный Новгород 1230 года: рынок». Обязательные объекты задают конструктивный каркас; допустимые используются выборочно, а не все одновременно.",TRD0017 | TRD0019 | FOD0051 | FOD0050,LTR0028 | FRN0001,AP001 | AP003 | AP052,меньше товара обычного; очереди/спор по narrative layer,"Сцена-variant кризиса: дефицит и напряжение, а не универсальный вид любого года; избегать апокалиптической карикатуры.","Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",SRC009 | SRC027 | SRC028 | SRC049 | SRC053 | SRC089 | SRC040 | SRC041 | SRC044 | SRC075,IMG_SHEET_TRADE_01 | IMG_SHEET_FOOD_01 | IMG_SHEET_CARTS_01 | IMG_SHEET_FOREIGN_01,B,"Historically grounded Голодный Новгород 1230 года: рынок in Novgorod around 1230. Use required item IDs exactly; select only a few allowed objects. Сцена-variant кризиса: дефицит и напряжение, а не универсальный вид любого года; избегать апокалиптической карикатуры. No fantasy, no later Russian folk styling."
SCN061,Весенний разлив у прибрежной усадьбы,seasonal_waterfront,около 1230 года; рабочий диапазон 1200–1240,берег Волхова,"Исторически ограниченная композиция «Весенний разлив у прибрежной усадьбы». Обязательные объекты задают конструктивный каркас; допустимые используются выборочно, а не все одновременно.",STR0011 | STR0001 | WTR0038 | MSC0022 | MSC0016,TRD0047,AP001 | AP003 | AP052 | AP036 | AP037 | AP038,1 усадебный подход; 1–2 лодки; локальные плавающие/мокрые props,"Уровень воды высок, дерево мокро, часть берега недоступна; не современная набережная.","Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",SRC001 | SRC003 | SRC013 | SRC083 | SRC089 | SRC011 | SRC031 | SRC039 | SRC005 | SRC029,IMG_SHEET_STREETS_01 | IMG_SHEET_BOATS_01 | IMG_SHEET_HOUSEHOLD_01 | IMG_SHEET_TRADE_01,B,"Historically grounded Весенний разлив у прибрежной усадьбы in Novgorod around 1230. Use required item IDs exactly; select only a few allowed objects. Уровень воды высок, дерево мокро, часть берега недоступна; не современная набережная. No fantasy, no later Russian folk styling."
SCN062,Уличная ремонтная зона мостовой,street_work,около 1230 года; рабочий диапазон 1200–1240,городская улица,"Исторически ограниченная композиция «Уличная ремонтная зона мостовой». Обязательные объекты задают конструктивный каркас; допустимые используются выборочно, а не все одновременно.",STR0007 | STR0008 | CON0012 | CON0035 | CRF0020 | CRF0102,MSC0035 | MSC0004,AP001 | AP003 | AP052,1 участок ремонта; 3–8 работников/брёвен; 3–8 инструментов,Старый уровень и новый ремонт видны рядом; проход частично перекрыт материалами.,"Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",SRC001 | SRC003 | SRC013 | SRC083 | SRC089 | SRC005 | SRC017 | SRC078 | SRC032 | SRC033,IMG_SHEET_STREETS_01 | IMG_SHEET_CONSTRUCTION_01 | IMG_SHEET_TOOLS_01 | IMG_SHEET_HOUSEHOLD_01,A,"Historically grounded Уличная ремонтная зона мостовой in Novgorod around 1230. Use required item IDs exactly; select only a few allowed objects. Старый уровень и новый ремонт видны рядом; проход частично перекрыт материалами. No fantasy, no later Russian folk styling."
SCN063,Усадебный колодец,infrastructure_domestic,около 1230 года; рабочий диапазон 1200–1240,городской двор,"Исторически ограниченная композиция «Усадебный колодец». Обязательные объекты задают конструктивный каркас; допустимые используются выборочно, а не все одновременно.",ARC0027 | HOU0031 | HOU0018,MSC0023 | MSC0022 | FUR0001,AP001 | AP003 | AP052,1 колодец; 1–2 ведра; 1 верёвочный механизм,"Колодец связан с проходом и бытовой зоной, но защищён от навоза/мусора насколько возможно.","Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",SRC001 | SRC003 | SRC005 | SRC012 | SRC089 | SRC017 | SRC006 | SRC061 | SRC025 | SRC067,IMG_SHEET_ARCHITECTURE_01 | IMG_SHEET_HOUSEHOLD_01 | IMG_SHEET_FURNITURE_01,A,"Historically grounded Усадебный колодец in Novgorod around 1230. Use required item IDs exactly; select only a few allowed objects. Колодец связан с проходом и бытовой зоной, но защищён от навоза/мусора насколько возможно. No fantasy, no later Russian folk styling."
SCN064,Городская мусорная и производственная зона,refuse,около 1230 года; рабочий диапазон 1200–1240,край двора,"Исторически ограниченная композиция «Городская мусорная и производственная зона». Обязательные объекты задают конструктивный каркас; допустимые используются выборочно, а не все одновременно.",MSC0011 | MSC0025 | MSC0001 | MSC0002,MSC0003 | MSC0035,AP001 | AP003 | AP052,1 локальная яма/участок; несколько функционально связанных отходов,Состав зависит от хозяйства: не складывать все виды отходов в одну универсальную свалку.,"Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",SRC001 | SRC003 | SRC005 | SRC025 | SRC067 | SRC089,IMG_SHEET_HOUSEHOLD_01,B,"Historically grounded Городская мусорная и производственная зона in Novgorod around 1230. Use required item IDs exactly; select only a few allowed objects. Состав зависит от хозяйства: не складывать все виды отходов в одну универсальную свалку. No fantasy, no later Russian folk styling."
SCN065,Карельский/финно-угорский промысловый контакт,foreign_contact,около 1230 года; рабочий диапазон 1200–1240,Новгородская земля/Ладога,"Исторически ограниченная композиция «Карельский/финно-угорский промысловый контакт». Обязательные объекты задают конструктивный каркас; допустимые используются выборочно, а не все одновременно.",FRN0001 | FRN0002,FSH0027 | FSH0001 | WTR0038 | TRD0051,AP001 | AP003 | AP052 | AP050,малый промысловый/торговый контакт; 2–8 характерных предметов только по refs,Указывать конкретную группу и место; местные и приезжие вещи могут смешиваться; без «племенного» декора по фантазии.,"Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",SRC048 | SRC049 | SRC050 | SRC051 | SRC075 | SRC076 | SRC035 | SRC025 | SRC039 | SRC005,IMG_SHEET_FOREIGN_01 | IMG_SHEET_FISHING_01 | IMG_SHEET_BOATS_01 | IMG_SHEET_TRADE_01,C,"Historically grounded Карельский/финно-угорский промысловый контакт in Novgorod around 1230. Use required item IDs exactly; select only a few allowed objects. Указывать конкретную группу и место; местные и приезжие вещи могут смешиваться; без «племенного» декора по фантазии. No fantasy, no later Russian folk styling."
SCN066,Двор приезжего русского купца,interregional_contact,около 1230 года; рабочий диапазон 1200–1240,Новгород,"Исторически ограниченная композиция «Двор приезжего русского купца». Обязательные объекты задают конструктивный каркас; допустимые используются выборочно, а не все одновременно.",FRN0025 | TRD0052 | TRD0037,LTR0017 | POT0020,AP001 | AP003 | AP052,1 малая торговая группа; 3–15 товаров/тары,Различия региональны и умеренны; не изображать отдельный национальный костюм/архитектуру без evidence.,"Ручная работа, неодинаковость, функциональный износ и локальный ремонт; состояние зависит от достатка и ухода.","лето/осень/зима/весна меняют грязь, снег, влажность, свет и транспорт, но не типологию предметов",SRC048 | SRC049 | SRC050 | SRC051 | SRC075 | SRC008 | SRC009 | SRC027 | SRC028 | SRC053,IMG_SHEET_FOREIGN_01 | IMG_SHEET_TRADE_01 | IMG_SHEET_CARTS_01 | IMG_SHEET_POTTERY_01,B,"Historically grounded Двор приезжего русского купца in Novgorod around 1230. Use required item IDs exactly; select only a few allowed objects. Различия региональны и умеренны; не изображать отдельный национальный костюм/архитектуру без evidence. No fantasy, no later Russian folk styling."
