wp_id,name_ru,name_en,kind,group,parent_wp_id,tier,effective_tier,category_id,category_status,layer,region_id,period_from,period_to,material,mass_rule,freq_general,weight_general,freq_armed,weight_armed,freq_basis,status_access,expected_for_roles,legal_right_ref,condition_family,condition_states,source_wear_notes,mark_slots,attestation,source_refs,confidence,priority,status,note
wp_leg_guards,поножи пластинчатые,plate greaves,protection,limb_armour,,elite_war,elite_war,cat_item_object_greave_v1,proposed,universal_category+regional_permission,region_novgorod_land,1180,1260,"железные пластины, ремни",по голени,rare,1,rare,1,"MASTER ARM0007 (C, спорная реконструкция)",nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_city_elder | nov_role_princely_druzhinnik | nov_role_boyar | nov_role_merchant_guest | nov_role_foreign_guest,nov_role_prince | nov_role_princely_druzhinnik | nov_role_boyar,statusrules:status_weapon | items/weapon_status_access.csv#tier=elite_war | sqlite:law:L07,mail,целая | с разрывом колец | с заплатой | в поверхностной ржавчине | промасленная | с потёртой окантовкой,"ремонт колец, потёртые края, масло, поверхностная коррозия",repair_trace:след починки,reconstruction,master:mc:ARM0007,C,later,candidate,Спорно для 1230; не делать нормой.
wp_padded,"поддоспешная одежда (подкольчужник, стёганка)",under-armour garment,protection,body_armour,,elite_war,elite_war,cat_item_object_underarmour_v1,proposed,universal_category+regional_permission,region_novgorod_land,1180,1260,"лён, шерсть, умеренная набивка; кожаная подкладка — реконструкция",по телу; толщина умеренная,rare,1,contextual,2,"costume AR001 (B): кольчуга требует текстильного слоя; AR002, ARM0016, ARM0005 (C) — форма спорна",nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_city_elder | nov_role_princely_druzhinnik | nov_role_boyar | nov_role_merchant_guest | nov_role_foreign_guest,nov_role_prince | nov_role_princely_druzhinnik | nov_role_boyar,statusrules:status_weapon | items/weapon_status_access.csv#tier=elite_war | sqlite:law:L07,leather_textile,целое | потёртое | промокшее | порванное | чиненое | пересохшее,"ремонт колец, потёртые края, масло, поверхностная коррозия",repair_trace:след починки | wear_trace:след износа,reconstruction,master:mc:ARM0016 | master:mc:ARM0005 | costume:AR001 | costume:AR002 | wk:claim:military-world-protective-layers-need-fit-and-adjustment | bible:§11 Гражданский слой под доспехом,C,M3,candidate,Не изображать толстый поздний акетон; см. denylist.
wp_archer_bracer,кожаная защита предплечья лучника,archer's bracer,protection,archery,wp_bow_self,component,tool_weapon,cat_item_object_archer_bracer_v1,proposed,universal_category+regional_permission,region_novgorod_land,1180,1260,кожа,по предплечью,rare,1,rare,1,MASTER ARM0001 (C),nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_sotsky | nov_role_city_elder | nov_role_starosta | nov_role_toll_collector | nov_role_guard | nov_role_princely_man | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik | nov_role_bishop_man | nov_role_boyar_man | nov_role_boyar | nov_role_boyar_house_mistress | nov_role_merchant_guest | nov_role_local_merchant | nov_role_merchant_clerk | nov_role_trader | nov_role_foreign_guest | nov_role_craftsman_master | nov_role_journeyman | nov_role_apprentice | nov_role_householder | nov_role_household_mistress | nov_role_servant | nov_role_hired_worker | nov_role_port_worker | nov_role_smerd_householder | nov_role_ploughman | nov_role_pastoral_worker | nov_role_fisher | nov_role_hunter | nov_role_bortnik | nov_role_forest_promyslovik | nov_role_senokos_worker | nov_role_miller | nov_role_monastery_worker | nov_role_widow_householder | nov_role_youth_helper | nov_role_old_household_member | nov_role_archbishop | nov_role_igumen | nov_role_priest | nov_role_deacon | nov_role_monk | nov_role_novice | nov_role_ponomar | nov_role_church_guard | nov_role_church_scribe | nov_role_pilgrim | nov_role_guide | nov_role_ferryman | nov_role_boatman | nov_role_helmsman | nov_role_cart_driver | nov_role_winter_road_man | nov_role_portage_worker | nov_role_merchant_companion | nov_role_druzhina_companion | nov_role_debtor | nov_role_orphan | nov_role_sick_disabled,nov_role_hunter,statusrules:status_weapon | items/weapon_status_access.csv#tier=tool_weapon,leather_textile,целое | потёртое | промокшее | порванное | чиненое | пересохшее,"ремонт колец, потёртые края, масло, поверхностная коррозия",wear_trace:след износа,reconstruction,master:mc:ARM0001,C,M3,candidate,
wp_helmet_conical,шлем конический (тип I),conical helmet,protection,helmet,,common_war,common_war,cat_item_object_helmet_v1,existing_v5_candidate,universal_category+regional_permission,region_novgorod_land,1180,1260,железо; кожаная или текстильная подкладка,купол около 20–30 см (MASTER HLM0002); массу не нормировать,rare,1,contextual,2,"Кирпичников 1971: 37 шлемов и частей с территории Руси; библия: у ополченца шлем опционален, простой железный",nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_city_elder | nov_role_guard | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik | nov_role_boyar | nov_role_merchant_guest | nov_role_foreign_guest,nov_role_prince | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik,statusrules:status_weapon | items/weapon_status_access.csv#tier=common_war | sqlite:law:L07,helmet,исправный | с вмятинами | с царапинами | в ржавчине | без подкладки | чиненый,"вмятины, царапины, ремонт, масло","repair_trace:след починки | wear_trace:след износа | decoration:украшение, инкрустация",archaeological_rus,master:mc:HLM0002 | master:mc:HLM0016 | costume:AR008 | v5:cat_item_object_helmet_v1 | v5:item_tpl_nov_helmet_v1 | wk:claim:final-practical-protective-layers-and-shields-need-fit-and-clearance | lit:kirpichnikov_1971_shlemy | bible:§16 H04 — простой шлем ополченца | chbible:items.json#headwear_helmet,B,M3,candidate,
wp_helmet_spheroconical,шлем сфероконический (тип II),sphero-conical helmet,protection,helmet,,elite_war,elite_war,cat_item_object_helmet_v1,existing_v5_candidate,universal_category+regional_permission,region_novgorod_land,1180,1260,железо; медный или серебряный декор редко,высота купола около 18–30 см (MASTER HLM0007),rare,1,contextual,2,Кирпичников 1971: основная древнерусская форма; частота для Новгорода не установлена,nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_city_elder | nov_role_princely_druzhinnik | nov_role_boyar | nov_role_merchant_guest | nov_role_foreign_guest,nov_role_prince | nov_role_princely_druzhinnik | nov_role_boyar,statusrules:status_weapon | items/weapon_status_access.csv#tier=elite_war | sqlite:law:L07,helmet,исправный | с вмятинами | с царапинами | в ржавчине | без подкладки | чиненый,"вмятины, царапины, ремонт, масло","repair_trace:след починки | wear_trace:след износа | decoration:украшение, инкрустация",archaeological_rus,master:mc:HLM0007 | master:mc:HLM0008 | master:mc:HLM0011 | costume:AR009 | v5:cat_item_object_helmet_v1 | lit:kirpichnikov_1971_shlemy | bible:§16 H05 — хороший шлем дружинника,B,M3,candidate,
wp_helmet_nasal,наносник шлема,helmet nasal,component,helmet,wp_helmet_conical,component,common_war,cat_item_object_helmet_part_v1,proposed,universal_category+regional_permission,region_novgorod_land,1180,1260,железо,узкая пластина,rare,1,contextual,2,"MASTER HLM0017 (B), costume AR010 (B)",nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_city_elder | nov_role_guard | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik | nov_role_boyar | nov_role_merchant_guest | nov_role_foreign_guest,nov_role_prince | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik,statusrules:status_weapon | items/weapon_status_access.csv#tier=common_war | sqlite:law:L07,helmet,исправный | с вмятинами | с царапинами | в ржавчине | без подкладки | чиненый,"вмятины, царапины, ремонт, масло",repair_trace:след починки,archaeological_rus; iconographic,master:mc:HLM0017 | costume:AR010,B,M3,candidate,
wp_helmet_finial,навершие-втулка шлема (для еловца),helmet finial socket,component,helmet,wp_helmet_spheroconical,component,elite_war,cat_item_object_helmet_part_v1,proposed,universal_category+regional_permission,region_novgorod_land,1180,1260,железо или цветной металл,малое,rare,1,rare,1,MASTER HLM0004 (C),nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_city_elder | nov_role_princely_druzhinnik | nov_role_boyar | nov_role_merchant_guest | nov_role_foreign_guest,nov_role_prince | nov_role_princely_druzhinnik | nov_role_boyar,statusrules:status_weapon | items/weapon_status_access.csv#tier=elite_war | sqlite:law:L07,helmet,исправный | с вмятинами | с царапинами | в ржавчине | без подкладки | чиненый,"вмятины, царапины, ремонт, масло","decoration:украшение, инкрустация",reconstruction,master:mc:HLM0004,C,M3,candidate,
wp_helmet_halfmask,шлем с полумаской (тип IV),helmet with half-mask,protection,helmet,,elite_war,elite_war,cat_item_object_helmet_v1,existing_v5_candidate,universal_category+regional_permission,region_novgorod_land,1180,1260,железо; серебро и золото для инкрустации,"диаметр 19,5 см у шлема, связываемого с Ярославом (MASTER HLM0003); не нормировать",rare,1,rare,1,Кирпичников 1971: тип IV — XII–первая половина XIII в.; шлем Ярослава изготовлен во второй половине XII в.; единичные князья и бояре,nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_city_elder | nov_role_princely_druzhinnik | nov_role_boyar | nov_role_merchant_guest | nov_role_foreign_guest,nov_role_prince | nov_role_princely_druzhinnik | nov_role_boyar,statusrules:status_weapon | items/weapon_status_access.csv#tier=elite_war | sqlite:law:L07,helmet,исправный | с вмятинами | с царапинами | в ржавчине | без подкладки | чиненый,"вмятины, царапины, ремонт, масло","decoration:украшение, инкрустация | repair_trace:след починки | wear_trace:след износа",archaeological_rus; archaeological_novgorod (полумаска),master:mc:HLM0003 | costume:AR011 | v5:cat_item_object_helmet_v1 | wk:claim:candidate-novgorod-helmet-half-mask-find | lit:kirpichnikov_1971_shlemy,B,M3,candidate,"Новгородская полумаска из WK относится к XIII–XIV вв. (ср. MASTER HLM0006, 1260–1325); для 1230 опора — тип IV по Кирпичникову."
wp_helmet_western,куполовидный шлем западного типа с наносником,western domed nasal helmet,protection,helmet,,elite_war,elite_war,cat_item_object_helmet_v1,existing_v5_candidate,universal_category+regional_permission,region_novgorod_land,1180,1260,железо,не нормировать,rare,1,rare,1,MASTER HLM0009 (C): контактный или импортный комплекс,nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_city_elder | nov_role_princely_druzhinnik | nov_role_boyar | nov_role_merchant_guest | nov_role_foreign_guest,nov_role_prince | nov_role_princely_druzhinnik | nov_role_boyar,statusrules:status_weapon | items/weapon_status_access.csv#tier=elite_war | sqlite:law:L07,helmet,исправный | с вмятинами | с царапинами | в ржавчине | без подкладки | чиненый,"вмятины, царапины, ремонт, масло",repair_trace:след починки | wear_trace:след износа,analogy,master:mc:HLM0009 | v5:cat_item_object_helmet_v1,C,M3,candidate,"Только у иноземца (немецкий или готский гость, наёмник) по основанию."
wp_helmet_liner,подшлемник и подвеска шлема,helmet liner,component,helmet,wp_helmet_conical,component,common_war,cat_item_object_helmet_liner_v1,proposed,universal_category+regional_permission,region_novgorod_land,1180,1260,"кожа, лён, войлок, шерсть",по голове,rare,1,contextual,2,"функционально обязателен у каждого шлема (costume AR012, B)",nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_city_elder | nov_role_guard | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik | nov_role_boyar | nov_role_merchant_guest | nov_role_foreign_guest,nov_role_prince | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik,statusrules:status_weapon | items/weapon_status_access.csv#tier=common_war | sqlite:law:L07,leather_textile,целое | потёртое | промокшее | порванное | чиненое | пересохшее,"вмятины, царапины, ремонт, масло",wear_trace:след износа | repair_trace:след починки,reconstruction,master:mc:HLM0005 | master:mc:HLM0010 | costume:AR012 | costume:HW015,B,M3,candidate,
wp_shield_almond,щит миндалевидный (каплевидный),almond (kite) shield,protection,shield,,common_war,common_war,cat_item_object_shield_v1,existing_v5_candidate,universal_category+regional_permission,region_novgorod_land,1180,1260,"дощатая основа, обтянутая кожей или тканью, краска, железные детали",от трети до половины роста человека (Кирпичников 1971); переходный — около 80–110 см высотой (MASTER SHD0007),rare,1,common,4,Кирпичников 1971: миндалевидный — основная форма XI–XII вв.; библия: щит обязателен у ополченца и дружинника,nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_city_elder | nov_role_guard | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik | nov_role_boyar | nov_role_merchant_guest | nov_role_foreign_guest,nov_role_prince | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik,statusrules:status_weapon | items/weapon_status_access.csv#tier=common_war | sqlite:law:L07,shield,целый | иссечённый | с облупившейся краской | с отставшей обтяжкой | расколотый | чиненый,"вмятины, порезы, облупившаяся краска, починка",paint:окраска | owner_sign:знак собственности | repair_trace:след починки | wear_trace:след износа,archaeological_rus; iconographic,master:mc:SHD0010 | master:mc:SHD0007 | costume:AR014 | v5:cat_item_object_shield_v1 | v5:item_tpl_nov_shield_v1 | wk:claim:final-practical-protective-layers-and-shields-need-fit-and-clearance | wk:claim:public-world-weapons-shields-armour-have-distinct-tradeoffs | lit:kirpichnikov_1971_shchity | bible:§10 Щит,B,M3,candidate,
wp_shield_triangular,"щит треугольный (ранний, со скруглённым верхом)",early triangular shield,protection,shield,,common_war,common_war,cat_item_object_shield_v1,existing_v5_candidate,universal_category+regional_permission,region_novgorod_land,1200,1260,"дерево, кожа или ткань, краска","примерно 70–110 см высотой (MASTER SHD0008, SHD0011)",rare,1,contextual,2,Кирпичников 1971: со второй четверти XIII в. миндалевидные щиты приобретают треугольные очертания — к 1230 новинка,nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_city_elder | nov_role_guard | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik | nov_role_boyar | nov_role_merchant_guest | nov_role_foreign_guest,nov_role_prince | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik,statusrules:status_weapon | items/weapon_status_access.csv#tier=common_war | sqlite:law:L07,shield,целый | иссечённый | с облупившейся краской | с отставшей обтяжкой | расколотый | чиненый,"вмятины, порезы, облупившаяся краска, починка",paint:окраска | owner_sign:знак собственности | repair_trace:след починки | wear_trace:след износа,archaeological_rus; iconographic,master:mc:SHD0008 | master:mc:SHD0011 | costume:AR015 | v5:cat_item_object_shield_v1 | lit:kirpichnikov_1971_shchity,B,M3,candidate,
wp_shield_round,щит круглый,round shield,protection,shield,,common_war,common_war,cat_item_object_shield_v1,existing_v5_candidate,universal_category+regional_permission,region_novgorod_land,1180,1260,"дерево, кожа или ткань, умбон",примерно 70–100 см диаметром (MASTER SHD0001),rare,1,contextual,2,Кирпичников 1971: после X в. круглые щиты редки; costume AR013 и библия допускают у пехоты и ополчения — источники расходятся,nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_city_elder | nov_role_guard | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik | nov_role_boyar | nov_role_merchant_guest | nov_role_foreign_guest,nov_role_prince | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik,statusrules:status_weapon | items/weapon_status_access.csv#tier=common_war | sqlite:law:L07,shield,целый | иссечённый | с облупившейся краской | с отставшей обтяжкой | расколотый | чиненый,"вмятины, порезы, облупившаяся краска, починка",paint:окраска | owner_sign:знак собственности | repair_trace:след починки | wear_trace:след износа,archaeological_rus (ранний); iconographic,master:mc:SHD0001 | costume:AR013 | v5:cat_item_object_shield_v1 | lit:kirpichnikov_1971_shchity | bible:§10 Щит,C,M3,candidate,Источники расходятся; предпочитать миндалевидный.
wp_shield_umbo,умбон щита,shield boss,component,shield,wp_shield_round,component,common_war,cat_item_object_shield_part_v1,proposed,universal_category+regional_permission,region_novgorod_land,1180,1260,железо,по находке,rare,1,contextual,2,Кирпичников 1971: полусферические и сфероконические умбоны,nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_city_elder | nov_role_guard | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik | nov_role_boyar | nov_role_merchant_guest | nov_role_foreign_guest,nov_role_prince | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik,statusrules:status_weapon | items/weapon_status_access.csv#tier=common_war | sqlite:law:L07,helmet,исправный | с вмятинами | с царапинами | в ржавчине | без подкладки | чиненый,"вмятины, порезы, облупившаяся краска, починка",wear_trace:след износа,archaeological_rus,master:mc:SHD0002 | lit:kirpichnikov_1971_shchity,B,M3,candidate,
wp_shield_parts,"части щита: дощатая основа, окантовка, рукоять и плечевой ремень","shield board, rim, grip and strap",component,shield,wp_shield_almond,component,common_war,cat_item_object_shield_part_v1,proposed,universal_category+regional_permission,region_novgorod_land,1180,1260,"доски, сыромять, кожаные ремни",по щиту,rare,1,common,4,"MASTER SHD0003, SHD0005, SHD0012 (B), SHD0004 (C)",nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_city_elder | nov_role_guard | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik | nov_role_boyar | nov_role_merchant_guest | nov_role_foreign_guest,nov_role_prince | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik,statusrules:status_weapon | items/weapon_status_access.csv#tier=common_war | sqlite:law:L07,shield,целый | иссечённый | с облупившейся краской | с отставшей обтяжкой | расколотый | чиненый,"вмятины, порезы, облупившаяся краска, починка",repair_trace:след починки,reconstruction,master:mc:SHD0003 | master:mc:SHD0004 | master:mc:SHD0005 | master:mc:SHD0012,B,M3,candidate,
wp_shield_facing,обтяжка и окраска щита,shield facing and paint,component,shield,wp_shield_almond,component,common_war,cat_item_object_shield_part_v1,proposed,universal_category+regional_permission,region_novgorod_land,1180,1260,"кожа или лён, клей, краска (красная засвидетельствована)",по щиту,rare,1,common,4,"Кирпичников 1971: щиты из дерева, обтянутого кожей; известна красная окраска",nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_city_elder | nov_role_guard | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik | nov_role_boyar | nov_role_merchant_guest | nov_role_foreign_guest,nov_role_prince | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik,statusrules:status_weapon | items/weapon_status_access.csv#tier=common_war | sqlite:law:L07,shield,целый | иссечённый | с облупившейся краской | с отставшей обтяжкой | расколотый | чиненый,"вмятины, порезы, облупившаяся краска, починка",paint:окраска | owner_sign:знак собственности | repair_trace:след починки,archaeological_rus; iconographic,master:mc:SHD0009 | master:mc:SHD0006 | costume:AR016 | lit:kirpichnikov_1971_shchity,B,M3,candidate,
wp_maintenance_kit,"уход за оружием: точильный брусок, масло, ветошь, ремонтный набор, кольчужные клещи",weapon maintenance kit,accessory,maintenance,wp_mail_shirt,component,elite_war,cat_item_object_weapon_care_kit_v1,proposed,universal_category+regional_permission,region_novgorod_land,1180,1260,"камень, жир или масло, ткань, кожа, железо",поясной или карманный размер,contextual,2,common,4,"MASTER MIL0011 точильный брусок (A); MIL0012 (B); MIL0018, MIL0019, MIL0029 (C); WK: масляная плёнка временно уменьшает ржавление",nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_city_elder | nov_role_princely_druzhinnik | nov_role_boyar | nov_role_merchant_guest | nov_role_foreign_guest,nov_role_prince | nov_role_princely_druzhinnik | nov_role_boyar,statusrules:status_weapon | items/weapon_status_access.csv#tier=elite_war | sqlite:law:L07,leather_textile,целое | потёртое | промокшее | порванное | чиненое | пересохшее,"грязь, масло, ремонт, дорожная потёртость",wear_trace:след износа,archaeological_novgorod (бруски),master:mc:MIL0011 | master:mc:MIL0012 | master:mc:MIL0018 | master:mc:MIL0019 | master:mc:MIL0029 | costume:AR039 | wk:claim:candidate-v9-thin-oil-film-temporarily-reduces-iron-rusting | wk:claim:stone-grinding-metal-use | wk:claim:military-world-field-maintenance-is-conditional,B,M3,candidate,
wp_equipment_cover,"чехол для шлема, доспеха или щита",equipment cover,accessory,maintenance,wp_shield_almond,component,common_war,cat_item_object_equipment_cover_v1,proposed,universal_category+regional_permission,region_novgorod_land,1180,1260,"кожа, ткань",по предмету,rare,1,rare,1,"MASTER MIL0013, MIL0024 (C)",nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_city_elder | nov_role_guard | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik | nov_role_boyar | nov_role_merchant_guest | nov_role_foreign_guest,nov_role_prince | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik,statusrules:status_weapon | items/weapon_status_access.csv#tier=common_war | sqlite:law:L07,leather_textile,целое | потёртое | промокшее | порванное | чиненое | пересохшее,"грязь, масло, ремонт, дорожная потёртость",wear_trace:след износа,reconstruction,master:mc:MIL0013 | master:mc:MIL0024 | wk:claim:military-world-wet-equipment-benefits-from-inspection,C,M3,candidate,
wp_signal_horn,сигнальный рог,signal horn,accessory,signal,,tool_weapon,tool_weapon,cat_item_object_signal_horn_v1,proposed,universal_category+regional_permission,region_novgorod_land,1180,1260,рог; ремень,20–60 см (MASTER MIL0033),contextual,2,contextual,2,"MASTER MIL0033 (B), HNT0006 (B); costume AR040 (C); у дозорного и охотника",nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_sotsky | nov_role_city_elder | nov_role_starosta | nov_role_toll_collector | nov_role_guard | nov_role_princely_man | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik | nov_role_bishop_man | nov_role_boyar_man | nov_role_boyar | nov_role_boyar_house_mistress | nov_role_merchant_guest | nov_role_local_merchant | nov_role_merchant_clerk | nov_role_trader | nov_role_foreign_guest | nov_role_craftsman_master | nov_role_journeyman | nov_role_apprentice | nov_role_householder | nov_role_household_mistress | nov_role_servant | nov_role_hired_worker | nov_role_port_worker | nov_role_smerd_householder | nov_role_ploughman | nov_role_pastoral_worker | nov_role_fisher | nov_role_hunter | nov_role_bortnik | nov_role_forest_promyslovik | nov_role_senokos_worker | nov_role_miller | nov_role_monastery_worker | nov_role_widow_householder | nov_role_youth_helper | nov_role_old_household_member | nov_role_archbishop | nov_role_igumen | nov_role_priest | nov_role_deacon | nov_role_monk | nov_role_novice | nov_role_ponomar | nov_role_church_guard | nov_role_church_scribe | nov_role_pilgrim | nov_role_guide | nov_role_ferryman | nov_role_boatman | nov_role_helmsman | nov_role_cart_driver | nov_role_winter_road_man | nov_role_portage_worker | nov_role_merchant_companion | nov_role_druzhina_companion | nov_role_debtor | nov_role_orphan | nov_role_sick_disabled,nov_role_hunter,statusrules:status_weapon | items/weapon_status_access.csv#tier=tool_weapon,leather_textile,целое | потёртое | промокшее | порванное | чиненое | пересохшее,"грязь, масло, ремонт, дорожная потёртость | смола, снег, заточка, ремонт","decoration:украшение, инкрустация | wear_trace:след износа",reconstruction,master:mc:MIL0033 | master:mc:HNT0006 | costume:AR040 | wk:claim:military-world-message-needs-recipient-and-confirmation,B,M2c,candidate,
wp_military_gloves,кожаные или шерстяные воинские рукавицы (без пластин),leather/wool gloves,protection,limb_armour,wp_padded,component,elite_war,cat_item_object_military_gloves_v1,proposed,universal_category+regional_permission,region_novgorod_land,1180,1260,"кожа, шерсть",по руке,contextual,2,contextual,2,costume AR038 (C): климатическая реконструкция,nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_city_elder | nov_role_princely_druzhinnik | nov_role_boyar | nov_role_merchant_guest | nov_role_foreign_guest,nov_role_prince | nov_role_princely_druzhinnik | nov_role_boyar,statusrules:status_weapon | items/weapon_status_access.csv#tier=elite_war | sqlite:law:L07,leather_textile,целое | потёртое | промокшее | порванное | чиненое | пересохшее,,wear_trace:след износа | repair_trace:след починки,reconstruction,costume:AR038,C,M3,candidate,
