hh_id,household_type,wealth_band,pf_id,family_pattern_ru,household_pattern_ru,members_estimate_min,members_estimate_max,members_estimate_basis,servants_dependants_ref,kinship_terms_ref,customs_refs,source_refs,confidence,note
hh_role_nov_role_bortnik,role_linked,low,nov_role_bortnik,"родня, брак, дети и домочадцы учитываются по статусу; для монахов и сирот заменяется братией, опекуном или хозяином","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)",дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_bortnik (status=approved, confidence=medium_high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_forest_promyslovik,role_linked,low,nov_role_forest_promyslovik,"родня, брак, дети и домочадцы учитываются по статусу; для монахов и сирот заменяется братией, опекуном или хозяином","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)",дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_forest_promyslovik (status=approved, confidence=medium_high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_senokos_worker,role_linked,low,nov_role_senokos_worker,"родня, брак, дети и домочадцы учитываются по статусу; для монахов и сирот заменяется братией, опекуном или хозяином","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)",дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_senokos_worker (status=approved, confidence=medium_high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_miller,role_linked,middle,nov_role_miller,"родня, брак, дети и домочадцы учитываются по статусу; для монахов и сирот заменяется братией, опекуном или хозяином","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)",дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_miller (status=usable_with_caution, confidence=medium); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_monastery_worker,role_linked,low,nov_role_monastery_worker,"мирская семья не должна создаваться автоматически; значимы братия, духовная власть, приход, монастырь или церковный двор","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)",дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_monastery_worker (status=approved, confidence=medium_high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_widow_householder,role_linked,low,nov_role_widow_householder,"родня, брак, дети и домочадцы учитываются по статусу; для монахов и сирот заменяется братией, опекуном или хозяином","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)",дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_widow_householder (status=approved, confidence=medium_high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_youth_helper,role_linked,low,nov_role_youth_helper,"родня, брак, дети и домочадцы учитываются по статусу; для монахов и сирот заменяется братией, опекуном или хозяином","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)",дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_youth_helper (status=approved, confidence=medium_high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_old_household_member,role_linked,low,nov_role_old_household_member,"родня, брак, дети и домочадцы учитываются по статусу; для монахов и сирот заменяется братией, опекуном или хозяином","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)",дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_old_household_member (status=approved, confidence=medium_high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_archbishop,role_linked,elite,nov_role_archbishop,"мирская семья не должна создаваться автоматически; значимы братия, духовная власть, приход, монастырь или церковный двор","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",10,24,"boyar/elite household plot 2.5-4x an ordinary plot (book:622242 §519); ordinary ~6 people => ~15-24, lower bound widened to 10 for smaller elite households",дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_archbishop (status=approved, confidence=high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_igumen,role_linked,high,nov_role_igumen,"мирская семья не должна создаваться автоматически; значимы братия, духовная власть, приход, монастырь или церковный двор","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",10,24,same basis as elite (book:622242 §519); high-rank household treated as elite-scale for this estimate,дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_igumen (status=approved, confidence=medium_high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_priest,role_linked,middle,nov_role_priest,"мирская семья не должна создаваться автоматически; значимы братия, духовная власть, приход, монастырь или церковный двор","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)",дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_priest (status=approved, confidence=high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_deacon,role_linked,middle,nov_role_deacon,"мирская семья не должна создаваться автоматически; значимы братия, духовная власть, приход, монастырь или церковный двор","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)",дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_deacon (status=approved, confidence=medium_high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_monk,role_linked,middle,nov_role_monk,"мирская семья не должна создаваться автоматически; значимы братия, духовная власть, приход, монастырь или церковный двор","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)",дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_monk (status=approved, confidence=high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_novice,role_linked,low,nov_role_novice,"мирская семья не должна создаваться автоматически; значимы братия, духовная власть, приход, монастырь или церковный двор","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)",дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_novice (status=approved, confidence=medium_high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_ponomar,role_linked,low,nov_role_ponomar,"мирская семья не должна создаваться автоматически; значимы братия, духовная власть, приход, монастырь или церковный двор","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)",дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_ponomar (status=usable_with_caution, confidence=medium); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_church_guard,role_linked,low,nov_role_church_guard,"мирская семья не должна создаваться автоматически; значимы братия, духовная власть, приход, монастырь или церковный двор","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)",дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_church_guard (status=approved, confidence=medium_high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_church_scribe,role_linked,middle,nov_role_church_scribe,"мирская семья не должна создаваться автоматически; значимы братия, духовная власть, приход, монастырь или церковный двор","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)",дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_church_scribe (status=usable_with_caution, confidence=medium); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_pilgrim,role_linked,low,nov_role_pilgrim,"мирская семья не должна создаваться автоматически; значимы братия, духовная власть, приход, монастырь или церковный двор","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)",дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_pilgrim (status=usable_with_caution, confidence=medium); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_guide,role_linked,low,nov_role_guide,"родня, брак, дети и домочадцы учитываются по статусу; для монахов и сирот заменяется братией, опекуном или хозяином","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)",дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_guide (status=approved, confidence=medium_high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_ferryman,role_linked,low,nov_role_ferryman,"родня, брак, дети и домочадцы учитываются по статусу; для монахов и сирот заменяется братией, опекуном или хозяином","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)",дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_ferryman (status=approved, confidence=medium_high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_boatman,role_linked,low,nov_role_boatman,"родня, брак, дети и домочадцы учитываются по статусу; для монахов и сирот заменяется братией, опекуном или хозяином","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)",дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_boatman (status=approved, confidence=medium_high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_helmsman,role_linked,middle,nov_role_helmsman,"родня, брак, дети и домочадцы учитываются по статусу; для монахов и сирот заменяется братией, опекуном или хозяином","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)",дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_helmsman (status=usable_with_caution, confidence=medium); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_cart_driver,role_linked,low,nov_role_cart_driver,"родня, брак, дети и домочадцы учитываются по статусу; для монахов и сирот заменяется братией, опекуном или хозяином","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)",дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_cart_driver (status=approved, confidence=medium_high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_winter_road_man,role_linked,low,nov_role_winter_road_man,"родня, брак, дети и домочадцы учитываются по статусу; для монахов и сирот заменяется братией, опекуном или хозяином","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)",дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_winter_road_man (status=usable_with_caution, confidence=medium); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_portage_worker,role_linked,low,nov_role_portage_worker,"родня, брак, дети и домочадцы учитываются по статусу; для монахов и сирот заменяется братией, опекуном или хозяином","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)",дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_portage_worker (status=usable_with_caution, confidence=medium); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_merchant_companion,role_linked,low,nov_role_merchant_companion,"родня, брак, дети и домочадцы учитываются по статусу; для монахов и сирот заменяется братией, опекуном или хозяином","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)",дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_merchant_companion (status=approved, confidence=medium); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_druzhina_companion,role_linked,middle,nov_role_druzhina_companion,"родня, брак, дети и домочадцы учитываются по статусу; для монахов и сирот заменяется братией, опекуном или хозяином","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)",дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_druzhina_companion (status=usable_with_caution, confidence=medium); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_kholop,role_linked,dependent,nov_role_kholop,"родня может быть утрачена, зависима или опасна; поручитель и хозяин важнее декоративной семьи","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",1,3,"dependent/servant household unit, not a full family plot; no source gives a count (gap) — kept narrow and marked low-confidence rather than reusing the ordinary-family figure",дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_kholop (status=approved, confidence=high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_debtor,role_linked,low,nov_role_debtor,"родня может быть утрачена, зависима или опасна; поручитель и хозяин важнее декоративной семьи","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)",дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_debtor (status=approved, confidence=medium_high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_runaway,role_linked,outcast,nov_role_runaway,"родня может быть утрачена, зависима или опасна; поручитель и хозяин важнее декоративной семьи","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",unspecified,unspecified,no source for outcast/marginal household size (gap),дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_runaway (status=approved, confidence=medium_high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_orphan,role_linked,low,nov_role_orphan,"родня может быть утрачена, зависима или опасна; поручитель и хозяин важнее декоративной семьи","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)",дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_orphan (status=approved, confidence=medium_high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_role_nov_role_outsider,role_linked,variable,nov_role_outsider,"родня может быть утрачена, зависима или опасна; поручитель и хозяин важнее декоративной семьи","двор, семья, артель, братия или чужой дом задаются только при сценической необходимости",unspecified,unspecified,"social_rank=variable; no single band applies, size not estimated (gap)",дети; ученики; слуги; животные; младшие работники по статусу,"households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this role, not linked per-row)","novgorod_social_roles_v1_enriched.tsv#nov_role_outsider (status=approved, confidence=medium_high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
