id	slug	title	node_type	scale_level	parent_node_id	region_id	region_cell_code	g1_type	place_template_id	g4_location_type	default_edge_type_from_parent	base_time_minutes_from_parent	visibility_profile	access_profile	item_profile	npc_profile	evidence_status	game_use	limits	status	confidence	sources	audit_notes	scale_role	g5_materialization_hint	internal_connectivity_role
gn_nov_g1_03_04_g4_020_olshanik_posad_10_small_church_corner	olshanik_posad_small_church_corner	Ольшаник: посад: малый церковный или крестовый угол	location	G4	gn_nov_g1_03_04_g3_020_olshanik_posad	region_novgorod_land	nov_g1_03_04	urban_novgorod	pt_posad_suburb	small_church_corner	yard_passage	3	видимая игровая зона внутри «Ольшаник: посад»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: приход, клятва, сход	NPC возможны по функции зоны: приход, клятва, сход	historically_plausible_required_detail	G4-зона для сцены: приход, клятва, сход. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'приход, клятва, сход' вместо шаблонной заглушки; пригодно для G5-сцены.	приход, клятва, сход	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: приход, клятва, сход.	internal
gn_nov_g1_03_04_g4_020_olshanik_posad_11_garden_backyards	olshanik_posad_garden_backyards	Ольшаник: посад: огороды и задние дворы	location	G4	gn_nov_g1_03_04_g3_020_olshanik_posad	region_novgorod_land	nov_g1_03_04	urban_novgorod	pt_posad_suburb	garden_backyards	path	5	видимая игровая зона внутри «Ольшаник: посад»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: задний ход, пища	NPC возможны по функции зоны: задний ход, пища	historically_plausible_required_detail	G4-зона для сцены: задний ход, пища. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'задний ход, пища' вместо шаблонной заглушки; пригодно для G5-сцены.	задний ход, пища	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: задний ход, пища.	internal
gn_nov_g1_03_04_g4_020_olshanik_posad_12_river_or_market_exit	olshanik_posad_river_or_market_exit	Ольшаник: посад: выход к реке, торгу или мосту	location	G4	gn_nov_g1_03_04_g3_020_olshanik_posad	region_novgorod_land	nov_g1_03_04	urban_novgorod	pt_posad_suburb	river_or_market_exit	street	6	видимая игровая зона внутри «Ольшаник: посад»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: внешняя связь	NPC возможны по функции зоны: внешняя связь	historically_plausible_required_detail	G4-зона для сцены: внешняя связь. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'внешняя связь' вместо шаблонной заглушки; пригодно для G5-сцены.	внешняя связь	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: внешняя связь.	internal
gn_nov_g1_03_04_g4_020_olshanik_posad_13_outer_road_exit	olshanik_posad_outer_road_exit	Ольшаник: посад: выход к окраинной дороге	location	G4	gn_nov_g1_03_04_g3_020_olshanik_posad	region_novgorod_land	nov_g1_03_04	urban_novgorod	pt_posad_suburb	outer_road_exit	road	8	видимая игровая зона внутри «Ольшаник: посад»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: окружной выход	NPC возможны по функции зоны: окружной выход	historically_plausible_required_detail	G4-зона для сцены: окружной выход. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'окружной выход' вместо шаблонной заглушки; пригодно для G5-сцены.	окружной выход	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: окружной выход.	internal
gn_nov_g1_03_04_g4_020_olshanik_posad_14_hidden_passage	olshanik_posad_hidden_passage	Ольшаник: посад: задний проход между дворами	location	G4	gn_nov_g1_03_04_g3_020_olshanik_posad	region_novgorod_land	nov_g1_03_04	urban_novgorod	pt_posad_suburb	hidden_passage	yard_passage	3	видимая игровая зона внутри «Ольшаник: посад»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: обход, скрытность	NPC возможны по функции зоны: обход, скрытность	historically_plausible_required_detail	G4-зона для сцены: обход, скрытность. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'обход, скрытность' вместо шаблонной заглушки; пригодно для G5-сцены.	обход, скрытность	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: обход, скрытность.	internal
gn_nov_g1_03_04_g4_021_staryy_sled_gorod_01_entry_street	plotnitskiy_konets_entry_street	Плотницкий конец: входная посадская улица	location	G4	gn_nov_g1_03_04_g3_021_staryy_sled_gorod	region_novgorod_land	nov_g1_03_04	urban_novgorod	pt_posad_suburb	entry_street	street	5	видимая игровая зона внутри «Плотницкий конец»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: вход и уличный транзит	NPC возможны по функции зоны: вход и уличный транзит	source_backed_functional_anchor_detail	G4-зона для сцены: вход и уличный транзит. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	usable_with_caution	medium_high	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'вход и уличный транзит' вместо шаблонной заглушки; пригодно для G5-сцены.	вход и уличный транзит	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: вход и уличный транзит.	entry
gn_nov_g1_03_04_g4_021_staryy_sled_gorod_02_main_lane	plotnitskiy_konets_main_lane	Плотницкий конец: главная линия квартала	location	G4	gn_nov_g1_03_04_g3_021_staryy_sled_gorod	region_novgorod_land	nov_g1_03_04	urban_novgorod	pt_posad_suburb	main_lane	street	5	видимая игровая зона внутри «Плотницкий конец»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: внутренняя уличная ось	NPC возможны по функции зоны: внутренняя уличная ось	source_backed_functional_anchor_detail	G4-зона для сцены: внутренняя уличная ось. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	usable_with_caution	medium_high	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'внутренняя уличная ось' вместо шаблонной заглушки; пригодно для G5-сцены.	внутренняя уличная ось	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: внутренняя уличная ось.	internal
gn_nov_g1_03_04_g4_021_staryy_sled_gorod_03_dense_yards	plotnitskiy_konets_dense_yards	Плотницкий конец: плотные посадские дворы	location	G4	gn_nov_g1_03_04_g3_021_staryy_sled_gorod	region_novgorod_land	nov_g1_03_04	urban_novgorod	pt_posad_suburb	dense_yards	yard_passage	4	видимая игровая зона внутри «Плотницкий конец»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: жильё и свидетели	NPC возможны по функции зоны: жильё и свидетели	source_backed_functional_anchor_detail	G4-зона для сцены: жильё и свидетели. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	usable_with_caution	medium_high	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'жильё и свидетели' вместо шаблонной заглушки; пригодно для G5-сцены.	жильё и свидетели	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: жильё и свидетели.	internal
gn_nov_g1_03_04_g4_021_staryy_sled_gorod_04_rich_yards	plotnitskiy_konets_rich_yards	Плотницкий конец: зажиточные дворы	location	G4	gn_nov_g1_03_04_g3_021_staryy_sled_gorod	region_novgorod_land	nov_g1_03_04	urban_novgorod	pt_posad_suburb	rich_yards	gate	4	видимая игровая зона внутри «Плотницкий конец»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: статусные дворы и охрана	NPC возможны по функции зоны: статусные дворы и охрана	source_backed_functional_anchor_detail	G4-зона для сцены: статусные дворы и охрана. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	usable_with_caution	medium_high	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'статусные дворы и охрана' вместо шаблонной заглушки; пригодно для G5-сцены.	статусные дворы и охрана	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: статусные дворы и охрана.	internal
gn_nov_g1_03_04_g4_021_staryy_sled_gorod_05_craft_yards	plotnitskiy_konets_craft_yards	Плотницкий конец: ремесленные дворы	location	G4	gn_nov_g1_03_04_g3_021_staryy_sled_gorod	region_novgorod_land	nov_g1_03_04	urban_novgorod	pt_posad_suburb	craft_yards	yard_passage	4	видимая игровая зона внутри «Плотницкий конец»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: мастерские и заказы	NPC возможны по функции зоны: мастерские и заказы	source_backed_functional_anchor_detail	G4-зона для сцены: мастерские и заказы. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	usable_with_caution	medium_high	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'мастерские и заказы' вместо шаблонной заглушки; пригодно для G5-сцены.	мастерские и заказы	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: мастерские и заказы.	internal
gn_nov_g1_03_04_g4_021_staryy_sled_gorod_06_poor_edge	plotnitskiy_konets_poor_edge	Плотницкий конец: бедная окраина или задворки	location	G4	gn_nov_g1_03_04_g3_021_staryy_sled_gorod	region_novgorod_land	nov_g1_03_04	urban_novgorod	pt_posad_suburb	poor_edge	yard_passage	5	видимая игровая зона внутри «Плотницкий конец»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: бедность, скрытность, слухи	NPC возможны по функции зоны: бедность, скрытность, слухи	source_backed_functional_anchor_detail	G4-зона для сцены: бедность, скрытность, слухи. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	usable_with_caution	medium_high	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'бедность, скрытность, слухи' вместо шаблонной заглушки; пригодно для G5-сцены.	бедность, скрытность, слухи	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: бедность, скрытность, слухи.	internal
gn_nov_g1_03_04_g4_021_staryy_sled_gorod_07_well_place	plotnitskiy_konets_well_place	Плотницкий конец: колодец или водное место	location	G4	gn_nov_g1_03_04_g3_021_staryy_sled_gorod	region_novgorod_land	nov_g1_03_04	urban_novgorod	pt_posad_suburb	well_place	path	4	видимая игровая зона внутри «Плотницкий конец»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: вода и встречи	NPC возможны по функции зоны: вода и встречи	source_backed_functional_anchor_detail	G4-зона для сцены: вода и встречи. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	usable_with_caution	medium_high	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'вода и встречи' вместо шаблонной заглушки; пригодно для G5-сцены.	вода и встречи	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: вода и встречи.	internal
gn_nov_g1_03_04_g4_021_staryy_sled_gorod_08_storage_kleti	plotnitskiy_konets_storage_kleti	Плотницкий конец: клети и сараи	location	G4	gn_nov_g1_03_04_g3_021_staryy_sled_gorod	region_novgorod_land	nov_g1_03_04	urban_novgorod	pt_posad_suburb	storage_kleti	door	3	видимая игровая зона внутри «Плотницкий конец»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: имущество и риск	NPC возможны по функции зоны: имущество и риск	source_backed_functional_anchor_detail	G4-зона для сцены: имущество и риск. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	usable_with_caution	medium_high	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'имущество и риск' вместо шаблонной заглушки; пригодно для G5-сцены.	имущество и риск	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: имущество и риск.	internal
gn_nov_g1_03_04_g4_021_staryy_sled_gorod_09_work_sheds	plotnitskiy_konets_work_sheds	Плотницкий конец: навесы и рабочие места	location	G4	gn_nov_g1_03_04_g3_021_staryy_sled_gorod	region_novgorod_land	nov_g1_03_04	urban_novgorod	pt_posad_suburb	work_sheds	yard_passage	4	видимая игровая зона внутри «Плотницкий конец»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: дрова, инструмент, шум	NPC возможны по функции зоны: дрова, инструмент, шум	source_backed_functional_anchor_detail	G4-зона для сцены: дрова, инструмент, шум. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	usable_with_caution	medium_high	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'дрова, инструмент, шум' вместо шаблонной заглушки; пригодно для G5-сцены.	дрова, инструмент, шум	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: дрова, инструмент, шум.	internal
gn_nov_g1_03_04_g4_021_staryy_sled_gorod_10_small_church_corner	plotnitskiy_konets_small_church_corner	Плотницкий конец: малый церковный или крестовый угол	location	G4	gn_nov_g1_03_04_g3_021_staryy_sled_gorod	region_novgorod_land	nov_g1_03_04	urban_novgorod	pt_posad_suburb	small_church_corner	yard_passage	3	видимая игровая зона внутри «Плотницкий конец»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: приход, клятва, сход	NPC возможны по функции зоны: приход, клятва, сход	source_backed_functional_anchor_detail	G4-зона для сцены: приход, клятва, сход. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	usable_with_caution	medium_high	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'приход, клятва, сход' вместо шаблонной заглушки; пригодно для G5-сцены.	приход, клятва, сход	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: приход, клятва, сход.	internal
gn_nov_g1_03_04_g4_021_staryy_sled_gorod_11_garden_backyards	plotnitskiy_konets_garden_backyards	Плотницкий конец: огороды и задние дворы	location	G4	gn_nov_g1_03_04_g3_021_staryy_sled_gorod	region_novgorod_land	nov_g1_03_04	urban_novgorod	pt_posad_suburb	garden_backyards	path	5	видимая игровая зона внутри «Плотницкий конец»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: задний ход, пища	NPC возможны по функции зоны: задний ход, пища	source_backed_functional_anchor_detail	G4-зона для сцены: задний ход, пища. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	usable_with_caution	medium_high	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'задний ход, пища' вместо шаблонной заглушки; пригодно для G5-сцены.	задний ход, пища	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: задний ход, пища.	internal
gn_nov_g1_03_04_g4_021_staryy_sled_gorod_12_river_or_market_exit	plotnitskiy_konets_river_or_market_exit	Плотницкий конец: выход к реке, торгу или мосту	location	G4	gn_nov_g1_03_04_g3_021_staryy_sled_gorod	region_novgorod_land	nov_g1_03_04	urban_novgorod	pt_posad_suburb	river_or_market_exit	street	6	видимая игровая зона внутри «Плотницкий конец»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: внешняя связь	NPC возможны по функции зоны: внешняя связь	source_backed_functional_anchor_detail	G4-зона для сцены: внешняя связь. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	usable_with_caution	medium_high	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'внешняя связь' вместо шаблонной заглушки; пригодно для G5-сцены.	внешняя связь	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: внешняя связь.	internal
gn_nov_g1_03_04_g4_021_staryy_sled_gorod_13_outer_road_exit	plotnitskiy_konets_outer_road_exit	Плотницкий конец: выход к окраинной дороге	location	G4	gn_nov_g1_03_04_g3_021_staryy_sled_gorod	region_novgorod_land	nov_g1_03_04	urban_novgorod	pt_posad_suburb	outer_road_exit	road	8	видимая игровая зона внутри «Плотницкий конец»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: окружной выход	NPC возможны по функции зоны: окружной выход	source_backed_functional_anchor_detail	G4-зона для сцены: окружной выход. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	usable_with_caution	medium_high	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'окружной выход' вместо шаблонной заглушки; пригодно для G5-сцены.	окружной выход	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: окружной выход.	internal
gn_nov_g1_03_04_g4_021_staryy_sled_gorod_14_hidden_passage	plotnitskiy_konets_hidden_passage	Плотницкий конец: задний проход между дворами	location	G4	gn_nov_g1_03_04_g3_021_staryy_sled_gorod	region_novgorod_land	nov_g1_03_04	urban_novgorod	pt_posad_suburb	hidden_passage	yard_passage	3	видимая игровая зона внутри «Плотницкий конец»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: обход, скрытность	NPC возможны по функции зоны: обход, скрытность	source_backed_functional_anchor_detail	G4-зона для сцены: обход, скрытность. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	usable_with_caution	medium_high	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'обход, скрытность' вместо шаблонной заглушки; пригодно для G5-сцены.	обход, скрытность	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: обход, скрытность.	internal
gn_nov_g1_03_04_g4_022_kamenka_gorod_01_outer_gate	novgorodskiy_detinets_outer_gate	Новгородский детинец: ворота двора власти	location	G4	gn_nov_g1_03_04_g3_022_kamenka_gorod	region_novgorod_land	nov_g1_03_04	urban_novgorod	pt_administrative_court	outer_gate	gate	3	видимая игровая зона внутри «Новгородский детинец»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: контроль доступа	NPC возможны по функции зоны: контроль доступа	source_backed_functional_anchor_detail	G4-зона для сцены: контроль доступа. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	usable_with_caution	medium_high	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'контроль доступа' вместо шаблонной заглушки; пригодно для G5-сцены.	контроль доступа	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: контроль доступа.	entry
gn_nov_g1_03_04_g4_022_kamenka_gorod_02_front_yard	novgorodskiy_detinets_front_yard	Новгородский детинец: передний двор	location	G4	gn_nov_g1_03_04_g3_022_kamenka_gorod	region_novgorod_land	nov_g1_03_04	urban_novgorod	pt_administrative_court	front_yard	yard_passage	3	видимая игровая зона внутри «Новгородский детинец»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: ожидание, свидетели	NPC возможны по функции зоны: ожидание, свидетели	source_backed_functional_anchor_detail	G4-зона для сцены: ожидание, свидетели. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	usable_with_caution	medium_high	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'ожидание, свидетели' вместо шаблонной заглушки; пригодно для G5-сцены.	ожидание, свидетели	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: ожидание, свидетели.	internal
gn_nov_g1_03_04_g4_022_kamenka_gorod_03_judgement_hall	novgorodskiy_detinets_judgement_hall	Новгородский детинец: судная или приказная изба	location	G4	gn_nov_g1_03_04_g3_022_kamenka_gorod	region_novgorod_land	nov_g1_03_04	urban_novgorod	pt_administrative_court	judgement_hall	door	3	видимая игровая зона внутри «Новгородский детинец»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: разбирательство, власть	NPC возможны по функции зоны: разбирательство, власть	source_backed_functional_anchor_detail	G4-зона для сцены: разбирательство, власть. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	usable_with_caution	medium_high	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'разбирательство, власть' вместо шаблонной заглушки; пригодно для G5-сцены.	разбирательство, власть	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: разбирательство, власть.	internal
gn_nov_g1_03_04_g4_022_kamenka_gorod_04_clerks_corner	novgorodskiy_detinets_clerks_corner	Новгородский детинец: писцовый/счётный угол	location	G4	gn_nov_g1_03_04_g3_022_kamenka_gorod	region_novgorod_land	nov_g1_03_04	urban_novgorod	pt_administrative_court	clerks_corner	door	2	видимая игровая зона внутри «Новгородский детинец»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: память, записи, споры	NPC возможны по функции зоны: память, записи, споры	source_backed_functional_anchor_detail	G4-зона для сцены: память, записи, споры. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	usable_with_caution	medium_high	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'память, записи, споры' вместо шаблонной заглушки; пригодно для G5-сцены.	память, записи, споры	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: память, записи, споры.	internal
