name	region_cell_code	place_template_id	name_status	evidence_status	rationale
Софийская сторона	nov_g1_03_04	pt_posad_suburb	historical_or_functional_label	source_backed_functional_anchor	Исторический или функционально источниковый якорь; детали сцены и NPC материализуются отдельно. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Торговая сторона	nov_g1_03_04	pt_posad_suburb	historical_or_functional_label	source_backed_functional_anchor	Исторический или функционально источниковый якорь; детали сцены и NPC материализуются отдельно. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Неревский конец	nov_g1_03_04	pt_posad_suburb	historical_or_functional_label	source_backed_functional_anchor	Исторический или функционально источниковый якорь; детали сцены и NPC материализуются отдельно. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Верхний Рыбный Стан на Волхове: пристань	nov_g1_03_04	pt_river_landing	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Людин конец	nov_g1_03_04	pt_posad_suburb	historical_or_functional_label	source_backed_functional_anchor	Исторический или функционально источниковый якорь; детали сцены и NPC материализуются отдельно. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Кривой Ручей на Волхове: лодочная стоянка	nov_g1_03_04	pt_boat_landing	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Зимний Стан на Волхове: торг	nov_g1_03_04	pt_market_place	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Сухая Грива на Волхове: пристань	nov_g1_03_04	pt_river_landing	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Загородский конец	nov_g1_03_04	pt_posad_suburb	historical_or_functional_label	source_backed_functional_anchor	Исторический или функционально источниковый якорь; детали сцены и NPC материализуются отдельно. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Славенский конец	nov_g1_03_04	pt_posad_suburb	historical_or_functional_label	source_backed_functional_anchor	Исторический или функционально источниковый якорь; детали сцены и NPC материализуются отдельно. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Ольшаник: посад	nov_g1_03_04	pt_posad_suburb	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Плотницкий конец	nov_g1_03_04	pt_posad_suburb	historical_or_functional_label	source_backed_functional_anchor	Исторический или функционально источниковый якорь; детали сцены и NPC материализуются отдельно. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Новгородский детинец	nov_g1_03_04	pt_administrative_court	historical_or_functional_label	source_backed_functional_anchor	Исторический или функционально источниковый якорь; детали сцены и NPC материализуются отдельно. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Верхнее Заречье на Волхове: пристань	nov_g1_03_04	pt_river_landing	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Владычный двор у Софии	nov_g1_03_04	pt_administrative_court	historical_or_functional_label	source_backed_functional_anchor	Исторический или функционально источниковый якорь; детали сцены и NPC материализуются отдельно. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Ручьи: лодейная площадка	nov_g1_03_04	pt_shipyard_boatyard	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Малый Бор на Волхове: торг	nov_g1_03_04	pt_market_place	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Верхние Луга на Волхове: пристань	nov_g1_03_04	pt_river_landing	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Ярославово дворище	nov_g1_03_04	pt_market_place	historical_or_functional_label	source_backed_functional_anchor	Исторический или функционально источниковый якорь; детали сцены и NPC материализуются отдельно. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Березье: посад	nov_g1_03_04	pt_posad_suburb	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Лужицы: городище	nov_g1_03_04	pt_hillfort_gorodishche	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Готский двор у Торга	nov_g1_03_04	pt_market_place	historical_or_functional_label	source_backed_functional_anchor	Исторический или функционально источниковый якорь; детали сцены и NPC материализуются отдельно. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Немецкий двор у Торга	nov_g1_03_04	pt_market_place	historical_or_functional_label	source_backed_functional_anchor	Исторический или функционально источниковый якорь; детали сцены и NPC материализуются отдельно. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Верхнее Дуброво на Волхове: пристань	nov_g1_03_04	pt_river_landing	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Великий мост и мостовые подходы	nov_g1_03_04	pt_crossroads	historical_or_functional_label	source_backed_functional_anchor	Исторический или функционально источниковый якорь; детали сцены и NPC материализуются отдельно. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Верхнее Мховое на Волхове: торг	nov_g1_03_04	pt_market_place	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Озерец на Волхове: торг	nov_g1_03_04	pt_market_place	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Верхнее Плесо на Волхове: пристань	nov_g1_03_04	pt_river_landing	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Судный двор у Торга	nov_g1_03_04	pt_administrative_court	historical_or_functional_label	source_backed_functional_anchor	Исторический или функционально источниковый якорь; детали сцены и NPC материализуются отдельно. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Борок: городище	nov_g1_03_04	pt_hillfort_gorodishche	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Наволок: монастырь	nov_g1_03_04	pt_monastery	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Торговые ряды на Торговой стороне	nov_g1_03_04	pt_market_place	historical_or_functional_label	source_backed_functional_anchor	Исторический или функционально источниковый якорь; детали сцены и NPC материализуются отдельно. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Плотницкая слобода	nov_g1_03_04	pt_posad_suburb	historical_or_functional_label	source_backed_functional_anchor	Исторический или функционально источниковый якорь; детали сцены и NPC материализуются отдельно. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Верхний Погосток на Волхове: пристань	nov_g1_03_04	pt_river_landing	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Гончарная слобода Людина конца	nov_g1_03_04	pt_posad_suburb	historical_or_functional_label	source_backed_functional_anchor	Исторический или функционально источниковый якорь; детали сцены и NPC материализуются отдельно. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Волчий Бор: двор управления	nov_g1_03_04	pt_administrative_court	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Кривой Ручей на Волхове: торг	nov_g1_03_04	pt_market_place	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Верхний Зимний Стан на Волхове: пристань	nov_g1_03_04	pt_river_landing	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Прибрежные клети и житницы	nov_g1_03_04	pt_market_place	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Чёрный Мох: монастырь	nov_g1_03_04	pt_monastery	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Верхняя Глухая Лука на Волхове: пристань	nov_g1_03_04	pt_river_landing	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Гостьевой двор у Торга	nov_g1_03_04	pt_market_place	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Приречный посад Волхова	nov_g1_03_04	pt_posad_suburb	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Верхняя Каменка на Волхове: пристань	nov_g1_03_04	pt_river_landing	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Архиепископский хозяйственный двор	nov_g1_03_04	pt_administrative_court	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Загородский посадский край	nov_g1_03_04	pt_posad_suburb	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Ручьи на Волхове: торг	nov_g1_03_04	pt_market_place	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Малый Бор на Волхове: пристань	nov_g1_03_04	pt_river_landing	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Окологородные огороды и гумна	nov_g1_03_04	pt_estate_center	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Нижний Починок на Волхове: пристань	nov_g1_03_04	pt_river_landing	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Березье на Волхове: лодочная стоянка	nov_g1_03_04	pt_boat_landing	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Посадские дворы у Волхова	nov_g1_03_04	pt_posad_suburb	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Селищенская посадская улица	nov_g1_03_04	pt_posad_suburb	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Починок на Волхове: пристань	nov_g1_03_04	pt_river_landing	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Дубровская слобода	nov_g1_03_04	pt_posad_suburb	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Сосновец: посад	nov_g1_03_04	pt_posad_suburb	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Нижнее Мховое на Волхове: торг	nov_g1_03_04	pt_market_place	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Озерец на Волхове: пристань	nov_g1_03_04	pt_river_landing	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Рыбные садки и плёсо у пристаней	nov_g1_03_04	pt_fishing_station	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Залесье на Волхове: лодочная стоянка	nov_g1_03_04	pt_boat_landing	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Борок: лодейная площадка	nov_g1_03_04	pt_shipyard_boatyard	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Старый Погосток у Ильменя: село	nov_g1_03_05	pt_village	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Рыбный Стан у Ильменя: погост	nov_g1_03_05	pt_pogost_center	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Старый Волчий Бор у Ильменя: село	nov_g1_03_05	pt_village	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Нижний Кривой Ручей у Ильменя: село	nov_g1_03_05	pt_village	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Зимний Стан: церковный двор	nov_g1_03_05	pt_rural_church_center	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Старая Сухая Грива у Ильменя: деревня	nov_g1_03_05	pt_hamlet	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Чёрный Мох у Ильменя: погост	nov_g1_03_05	pt_pogost_center	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Нижняя Глухая Лука у Ильменя: село	nov_g1_03_05	pt_village	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Ольшаник: двор	nov_g1_03_05	pt_isolated_farmstead	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Нижнее Следово у Ильменя: село	nov_g1_03_05	pt_village	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Нижняя Каменка: церковный двор	nov_g1_03_05	pt_rural_church_center	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Заречье у Ильменя: погост	nov_g1_03_05	pt_pogost_center	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Верхнее Подборье у Ильменя: село	nov_g1_03_05	pt_village	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Старые Ручьи у Ильменя: село	nov_g1_03_05	pt_village	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Нижний Малый Бор: двор	nov_g1_03_05	pt_isolated_farmstead	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Нижние Луга у Ильменя: деревня	nov_g1_03_05	pt_hamlet	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Нижнее Заречье на Волхове: пристань	nov_g1_03_06	pt_river_landing	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Подборье на Волхове: перевоз	nov_g1_03_06	pt_ferry_place	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Старые Ручьи у Волхова: деревня	nov_g1_03_06	pt_hamlet	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Верхний Малый Бор у Волхова: деревня	nov_g1_03_06	pt_hamlet	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Нижние Луга на Волхове: пристань	nov_g1_03_06	pt_river_landing	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Верхнее Починье: зимовье	nov_g1_03_06	pt_wintering_hut	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
Березье на Волхове: перевоз	nov_g1_03_06	pt_ferry_place	fictional_historicized_name	historically_plausible_construct	Исторически правдоподобный локальный топоним/узел после итогового историко-игрового аудита; не выдавать вымышленные названия за источниковый факт. V6: G4 места пересобран как функциональная игровая структура; имя G3 сохранено.
