item_id,name_ru,alt_names_ru,gender_scope,category,subcategory,description_ru,who_wore,social_scope,role_scope,season_scope,region_scope,period_scope,materials,colors,status_markers,historical_confidence,evidence_basis,source_ids,image_refs,do_not_confuse_with,notes_for_image_generation
AC013,Кожаный чехол для инструмента,футляр | пенал,unisex,accessories,tool_case,"Узкий или плоский кожаный футляр для шила, ножа, игл, гребня или другого небольшого инструмента.","ремесленники, хозяйки, писцы, путники",профессиональная/бытовая вещь,сапожник | швея | ремесленник | писец,круглый год,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,кожа,коричневый | тёмный,,A,Музейная коллекция прямо включает разнообразные кожаные чехлы.,SRC002,IMG_SHEET_08,современным жёстким инструментальным кейсом,Форма следует конкретному инструменту; минимум металлической фурнитуры.
AC014,Берестяной или деревянный коробок для мелочей,коробья | туесок — термин осторожно,unisex,accessories,small_container,"Небольшая коробка/коробья для гребней, товара, украшений или инструментов; могла переноситься в сумке или руке.","горожане, купцы, ремесленники, женщины",широкий диапазон,купец | ремесленник | женщина-хозяйка,круглый год,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,береста | дерево | луб,натуральный светло-коричневый,,B,"Берестяные грамоты упоминают коробьи, а деревянные/берестяные изделия характерны для Новгорода; конкретная носимая форма зависит от контекста. Исходная детализация уверенности: A–B.",SRC018 | SRC006,IMG_SHEET_08,декоративным сувенирным туесом с поздней росписью,"Простая конструкция, без яркой народной росписи."
AC015,Фибула или штифтовая застёжка плаща,застёжка плаща | брошь,mixed,accessories,cloak_fastener,Металлическая застёжка для фиксации плаща или накидки; типологически могла быть местной или импортной.,мужчины и женщины в плащах,от простой железной до статусной бронзовой/серебряной,путник | купец | воин | знатная женщина,при ношении плаща,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,железо | бронза | серебро — редко,металл,,B,Археология застёжек и близкая иконография; конкретный тип надо выбирать по датированному аналогу. Исходная детализация уверенности: A–B.,SRC006 | SRC028 | SRC035,IMG_SHEET_03 | IMG_SHEET_08,огромной фэнтезийной брошью в виде герба,"Малый масштаб; одна рабочая застёжка, не декоративный медальон размером с ладонь."
AC016,Кольцевидная/подковообразная застёжка приезжего западного или северного круга,кольцевая брошь,mixed,accessories,foreign_brooch,"Застёжка кольцевой или близкой формы, более характерная для западно- и североевропейских комплексов; могла попасть в Новгород с купцом или как импорт.","готландцы, немцы, скандинавы; редко местные владельцы импорта",торговый/средний слой,готландский купец | немецкий купец | скандинавский приезжий,плащ/верхняя одежда,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,бронза | серебро — у дорогих,металл,,B,Западные поясные/костюмные детали Немецкого двора и североевропейские аналогии.,SRC028 | SRC035 | SRC049,IMG_SHEET_06 | IMG_SHEET_08,доказательством языческого «викинга» X века,Один культурный акцент в христианском костюме XIII века.
AC017,Нательный крест,крестик,unisex,accessories,religious_pendant,"Небольшой крест, носимый на шнуре или цепочке под одеждой или у горловины.",христиане разных полов и слоёв,широкий диапазон от простых до дорогих,все христианские роли,круглый год,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,бронза | оловянистый сплав | серебро | кость/камень — возможны,металл | кость,,A,Многочисленные археологические нательные кресты в Новгороде.,SRC030 | SRC047,IMG_SHEET_08,большим современным православным крестом поверх одежды у каждого,"Небольшой, часто частично скрытый."
AC018,Крест-энколпион,складень-реликварий,unisex,accessories,religious_reliquary,"Составной крест-реликварий, обычно более крупный и статусный, чем простой нательный крест.","духовные лица, паломники, обеспеченные миряне",средний/высокий статус,священнослужитель | паломник | боярин/купец,круглый год,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,бронза | серебро — редко,металл,размер; рельеф; дорогой металл,B,Древнерусская археология и церковный контекст; конкретная распространённость около 1230 варьирует. Исходная детализация уверенности: A–B.,SRC006 | SRC030,IMG_SHEET_08,массовой обязательной принадлежностью каждого горожанина,Использовать выборочно.
AC019,Лунничная подвеска,лунница,female,accessories,pendant_lunula,"Подвеска полулунной формы; могла сочетаться с христианскими предметами, поэтому не маркирует автоматически «язычницу».",женщины и девушки; особенно в региональных/пограничных комплексах,от простых бронзовых до серебряных,городская женщина | девушка | балтийская/финно-угорская приезжая,круглый год,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,бронза | серебро,металл,,B,Археологические женские украшения и предварительный комплекс Старой Руссы. Исходная детализация уверенности: A–B.,SRC003 | SRC035 | SRC037,IMG_SHEET_04 | IMG_SHEET_06,однозначным этническим или религиозным маркером,Небольшая подвеска среди других украшений; не гигантский амулет.
AC020,Ожерелье из бус,бусы | монисто — термин осторожно,female,accessories,bead_necklace,"Нить стеклянных, каменных, янтарных или металлических бус; состав и богатство сильно различались.",женщины и девушки,от доступных одиночных бус до богатых наборов,городская женщина | девушка | знатная женщина | приезжая,круглый год,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,стекло | янтарь | камень | металл,синий | зелёный | жёлтый | янтарный | тёмно-красный,,A,"Ожерелье упомянуто в приданом, многочисленные археологические бусы.",SRC003 | SRC016 | SRC030,IMG_SHEET_04 | IMG_SHEET_06,массивным этнографическим монистом из десятков монет,Одна или несколько умеренных нитей; дорогой набор — не у бедной женщины.
AC021,Серьги или височные кольца,височные украшения | ушные кольца,female,accessories,ear_temple_rings,"Парные металлические украшения у ушей/висков; способ крепления мог быть к волосам, головному убору или уху в зависимости от типа.",женщины и девушки,от бронзовых до серебряных и золотых,городская женщина | девушка | знатная женщина,круглый год,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,бронза | серебро | золото — редко,металл,,A,Прямые археологические находки и упоминание серёг в приданом.,SRC003 | SRC013 | SRC016 | SRC032,IMG_SHEET_04,единым «общеславянским» типом для всех женщин,Выбирать форму по конкретному региональному/социальному референсу; не смешивать несколько типов.
AC022,Спиральные височные/волосяные украшения пограничных групп,спиральные кольца,female,accessories,spiral_hair_ornament,"Спиральные бронзовые украшения волос или головного убора, характерные для части балто-финских и балтийских комплексов.","некоторые женщины водского, ижорского, карельского, эстонского/балтийского круга; не все","региональный маркер, статус зависит от металла/числа",финно-угорская приезжая | балтийская приезжая | жительница пограничья,круглый год,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,бронза | серебро — редко,металл,,C,Пограничная археология и предварительный комплекс Старой Руссы; перенос в 1230 требует осторожности. Исходная детализация уверенности: B–C.,SRC035 | SRC036 | SRC037,IMG_SHEET_06,универсальным убором всех финно-угорских женщин,"Использовать в отдельной регионально обоснованной комбинации, не на местной новгородке без причины."
AC023,Браслет,ручной браслет,female,accessories,bracelet,"Металлический браслет — проволочный, пластинчатый или иной датированный тип; мог носиться по одному или парой.","женщины, реже мужчины в отдельных культурных комплексах",от простых бронзовых до серебряных,городская женщина | знатная женщина | приезжая,круглый год,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,бронза | серебро | стекло — в отдельных типах/периодах,металл | цветное стекло,,A,Многочисленные археологические находки и музейные комплексы.,SRC003 | SRC032 | SRC037 | SRC046,IMG_SHEET_04 | IMG_SHEET_06,современным набором одинаковых браслетов или обязательной этнической меткой,Форму привязывать к источнику; не смешивать стеклянные и металлические типы без контекста.
AC024,Перстень или кольцо,кольцо,mixed,accessories,finger_ring,"Небольшое металлическое кольцо, от простого проволочного до перстня со вставкой у богатого владельца.",мужчины и женщины,широкий диапазон,горожанин | купец | женщина | боярин,круглый год,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,бронза | серебро | золото — редко | камень/стекло — у вставок,металл | цвет вставки,,A,Археологические кольца и перстни из новгородских усадеб.,SRC003 | SRC032 | SRC047,IMG_SHEET_04 | IMG_SHEET_08,современным массивным печаточным кольцом без конкретного основания,Большинство колец небольшие; драгоценная вставка — редкий статусный вариант.
AC025,Колт — редкое элитное женское украшение,колты,female,accessories,elite_temporal_pendant,"Парное полое височное украшение высокого статуса, связанное с элитной древнерусской традицией; для 1230 может быть уже редким/наследуемым.",женщины высшей знати,элита,знатная женщина,парадный/церемониальный выход,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,серебро | золото | эмаль — у дорогих,серебро | золото | цветная эмаль,очень высокий статус; парность; сложная техника,B,"Находки в богатой новгородской усадьбе XII в.; продолжение около 1230 возможно, но не массово. Исходная детализация уверенности: A–B.",SRC032 | SRC043,IMG_SHEET_04,обычным украшением каждой боярыни в любой сцене,"Использовать редко, как верхний элитный вариант; не смешивать с кокошником позднего типа."
AC026,Подвески рясен,рясна | цепочки головного убора,female,accessories,elite_head_chains,"Подвесные цепочки/элементы от головного убора к височным украшениям, известные в элитном древнерусском комплексе.",женщины высшей знати,элита,знатная женщина,парадный выход,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,серебро | золото — редко | подвески,металл,сложный головной ансамбль,B,"Новгородская богатая усадьба XII в.; использование около 1230 вероятно, но требует осторожности. Исходная детализация уверенности: A–B.",SRC032,IMG_SHEET_04,массовой городской модой или поздними подвесами кокошника,Только в очень богатом образе; конструкция должна опираться на конкретный музейный аналог.
AC027,Золотая эмалевая подвеска-квадрифолий,квадрифолий,mixed,accessories,elite_pendant_unique,"Конкретный редкий золотой предмет начала XIII в. с полихромной эмалью, найденный в богатой новгородской усадьбе.",неизвестный богатый владелец; вероятно член элиты,исключительная элита,редкий боярский/княжеский персонаж,парадный/церемониальный выход,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,золото | стеклянная эмаль,золото | красный | белый | синий | бирюзовый,уникальность; золото; эмаль; византийская технологическая связь,A,Прямая датированная новгородская находка и технологическое исследование.,SRC004,IMG_EXT_GOLD_QUADRIFOIL | IMG_SHEET_04 | IMG_SHEET_07,типовым украшением всех бояр или массовым амулетом,"Использовать максимум у одного конкретного элитного персонажа; лучше как музейный/эталонный референс, а не стандарт."
AC028,"Длинные булавки, соединённые цепочкой",парные булавки с цепью,female,accessories,foreign_chain_pins,Пара длинных металлических булавок с цепью для крепления одежды/покрывала; известна в предварительно опубликованном нетипичном погребении Старой Руссы.,редкая приезжая женщина балтийского/финно-угорского круга — гипотеза,зажиточный региональный комплект,финно-угорская/балтийская приезжая,круглый год,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,бронза | цепь,металл,,C,Предварительное сообщение о погребении конца XII – начала XIII вв.; полная публикация отсутствует.,SRC037,IMG_SHEET_06,обычным новгородским женским убором,Только в отдельном C-комплекте; маркировать как предварительную реконструкцию.
AC029,Гребень,костяной/деревянный гребень,unisex,accessories,comb,"Личный предмет ухода за волосами, переносимый в сумке или чехле.","мужчины, женщины, дети",широкий диапазон,все бытовые роли,круглый год,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,кость | рог | дерево,кость | коричневое дерево,,A,Гребни прямо упомянуты в купеческой описи и распространены археологически.,SRC018 | SRC006,IMG_SHEET_08,современной пластиковой расчёской,Небольшой двусторонний/односторонний гребень по конкретному аналогу.
AC030,Игольник и небольшой швейный набор,игольник | швейный футляр,mixed,accessories,sewing_kit,"Иглы, шило, нитки и небольшой футляр для ремонта одежды и обуви; мог переноситься женщиной, ремесленником или путником.","швеи, хозяйки, сапожники, путники",профессиональная/бытовая вещь,ремесленница | женщина-хозяйка | сапожник | путник,круглый год,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,кость/металл для игл | кожа/кость для футляра | лён/шерсть для нитей,натуральные,,B,Музейные предметы рукоделия и кожаные чехлы; конкретный переносимый комплект реконструируется. Исходная детализация уверенности: A–B.,SRC002 | SRC003 | SRC006,IMG_SHEET_08,современной шкатулкой с катушками фабричных ниток,Очень компактный набор; нитки намотаны на простую основу.
AC031,Шило в кожаном чехле,сапожное шило,unisex,accessories,worn_tool_awl,"Острое шило для кожи/дерева, переносимое в узком защитном чехле.","сапожники, кожевники, ремесленники",профессиональная вещь,сапожник | кожевник | ремесленник,круглый год,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,железо | дерево/кость | кожа,железо | дерево | коричневая кожа,,B,"Сапожные мастерские, инструменты производства и кожаные чехлы. Исходная детализация уверенности: A–B.",SRC001 | SRC002 | SRC018,IMG_SHEET_08,набором современных отвёрток на поясе,"Один-два специализированных инструмента, не весь верстак на теле."
AC032,"Небольшой ремесленный молоток или клещи, переносимые к работе",молоточек | клещи,unisex,accessories,worn_tool_metalwork,"Небольшой инструмент ювелира/кузнеца; мог быть в сумке или временно за поясом, но не постоянная декоративная подвеска.","ювелиры, кузнецы, литейщики",профессиональная вещь,ювелир | кузнец | литейщик,во время работы/перехода,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,железо | дерево,железо | дерево,,C,Археологические ремесленные инструменты; способ размещения на человеке реконструируется. Исходная детализация уверенности: A для инструмента; C для способа ношения.,SRC047 | SRC005,IMG_SHEET_08,обязательной связкой инструментов на поясе каждого ремесленника,В рабочей сцене держать в руке или лежащим рядом; на поясе — только временно и логично.
AC033,Рыбацкий нож и точильный камень,нож рыбака | оселок,mixed,accessories,fisher_tools,"Небольшой рабочий нож и камень для правки лезвия, переносимые рыбаком/лодочником.","рыбаки, лодочники, охотники",профессиональная вещь,рыбак | лодочник | охотник,круглый год,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,железо/сталь | камень | кожа для чехла,натуральные,,B,"Ножи, рыболовный контекст и бытовые каменные инструменты; конкретная пара как комплект реконструируется. Исходная детализация уверенности: A–B.",SRC018 | SRC033 | SRC047,IMG_SHEET_08,большим охотничьим тесаком позднего типа,"Компактный рабочий нож; оселок небольшой, на шнуре/в сумке."
AC034,Каменные/глиняные грузила сети на ремешках,сетевые грузила,unisex,accessories,fishing_gear,"Грузила с кожаными ремешками, часть рыболовной сети; могли переноситься связкой, но обычно являются инвентарём, а не украшением одежды.",рыбаки и лодочники,профессиональное снаряжение,рыбак | лодочник,рыболовный сезон | круглый год при подлёдном лове,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,камень | глина | кожа,серый камень | коричневая кожа,,A,Археологический комплект грузил с кожаными ремешками и другие рыболовные находки.,SRC033 | SRC047,IMG_SHEET_08,поясными подвесками или оружием,"Показывать на сети, в корзине или связкой у рабочего места; на человеке — только при переноске."
AC035,"Огниво, кремень и трут в кошеле",огневой набор,unisex,accessories,fire_kit,"Компактный набор для разведения огня: железное огниво, кремень и сухой трут в кошеле/чехле.","путники, охотники, воины, хозяева",практическая вещь,путник | охотник | воин | рыбак,круглый год,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,железо | кремень | органический трут | кожа,натуральные,,B,Общая средневековая технология и археологические железные/каменные предметы; конкретный новгородский комплект около 1230 не выделен в базовых источниках.,SRC006 | SRC034,IMG_SHEET_08,"спичками, зажигалкой или фэнтезийским магическим огнивом",Небольшой С-образный/пластинчатый предмет и кусок кремня; хранится сухим.
AC036,Шерстяные рукавицы,варежки,unisex,accessories,mittens_wool,"Тёплые рукавицы из ткани, войлока или игольного вязания; для Новгорода около 1230 прямой экземпляр в основных источниках не закреплён.","мужчины, женщины, дети зимой",широкий диапазон,путник | работник | воин зимой | женщина | ребёнок,зима,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,шерсть | войлок | игольное вязание — возможно,серый | бурый | небелёный,,C,"Климатическая потребность, шерстяные/игольновязаные вещи и северные аналогии.",SRC001 | SRC007 | SRC034,IMG_SHEET_07,современными перчатками с пальцами и резинкой,Простая варежка; в военной сцене не превращать в латную рукавицу.
AC037,Кожаные рабочие рукавицы,защитные рукавицы,unisex,accessories,mittens_leather,"Грубые кожаные рукавицы для горячей, колючей или тяжёлой работы; прямое подтверждение конкретного новгородского типа слабое.","кузнецы, лесные работники, лодочники, возчики",профессиональная вещь,кузнец | лесной промысловик | возчик,работа | холод,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,кожа | возможна шерстяная подкладка,коричневый | тёмный,,C,Кожевенное производство и функциональные средневековые аналогии.,SRC002 | SRC031,IMG_SHEET_07,современными сварочными крагами,Короткая простая рукавица без яркой строчки и усилителей современного вида.
AC038,Небольшая фляга или сосуд для воды в переносном чехле,дорожный сосуд | фляга — описательно,unisex,accessories,travel_water_container,"Переносной небольшой сосуд из дерева, керамики, бересты или иной доступной тары, закреплённый ремнём/в сумке; точная стандартная форма не установлена.","путники, воины, охотники, купцы",практическая вещь,путник | воин в походе | охотник | купец,дорога,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,дерево | керамика | береста | кожа для ремня/чехла,натуральные,,C,Бытовая тара и дорожная необходимость; стандартизованной «фляги» для Новгорода 1230 не доказано.,SRC006 | SRC034,IMG_SHEET_08,металлической армейской флягой нового времени или кожаной бутылью без источника,"Лучше показывать небольшой деревянный/керамический сосуд в сумке, чем клишированную флягу на груди."
AC039,Ключ на поясном кольце/ремешке,ключ,mixed,accessories,key,"Железный ключ от сундука, кладовой или двери, носимый хозяином/управляющим на ремешке или в сумке.","хозяйки, хозяева, приказчики, купцы, церковные служители",роль доступа и ответственности,хозяйка | купец | приказчик | церковный служитель,круглый год,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,железо | кожа/ткань для подвеса,железо,,B,Археологические замки/ключи и бытовой контекст; способ ношения реконструируется. Исходная детализация уверенности: A–B.,SRC006 | SRC047,IMG_SHEET_08,огромной связкой декоративных ключей у каждой женщины,"Один-два ключа, чаще частично скрыты."
AC040,Торговые гирьки и складные весы в сумке,купеческие весы | гирьки,unisex,accessories,merchant_tools,"Небольшие весы и набор гирек, переносимые купцом/менялой; профессиональный инструмент, а не часть украшения.","купцы, торговые посредники, менялы",профессиональный торговый слой,купец | торговец,торговля | дорога,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,бронза | железо | кость/камень | кожа для сумки,металл | коричневая кожа,,B,Торговый контекст Новгорода и общая археология средневековых весов/гирек; конкретный комплект требует предметного каталога. Исходная детализация уверенности: A–B.,SRC028 | SRC029 | SRC006,IMG_SHEET_08,современными карманными весами,"Показывать в небольшом кожаном футляре, рядом с товаром/серебром, не постоянно развешенным на поясе."
AC041,Небольшая амулетная подвеска,оберег | амулет,unisex,accessories,amulet,"Маленькая подвеска с защитной/личной функцией; могла сосуществовать с нательным крестом, но значение конкретного предмета не всегда известно.","мужчины, женщины, дети",разный,городской житель | женщина | ребёнок | приезжий,круглый год,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,бронза | кость | камень | зуб животного — при конкретном аналоге,натуральные,,B,"Музейная женская коллекция включает амулеты, а археология даёт подвески разных типов.",SRC003 | SRC006,IMG_SHEET_04 | IMG_SHEET_06,обязательной языческой символикой или фэнтезийным талисманом,"Небольшой, не светящийся, значение не считывается визуально без контекста."
CL001,Длинная повседневная одежда священнослужителя,длинная риза вне литургии — термин осторожно,male,garment_clerical,daily_clergy_robe,Длинная скромная шерстяная/льняная одежда духовного лица поверх нижней рубахи; точный крой не следует копировать с современной рясы.,"священники, дьяконы, церковные служители",духовенство,священник | дьякон,круглый год,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,шерсть | лён,тёмный натуральный | бурый | серый | не обязательно чёрный,,C,"Иконография близкой эпохи и церковный контекст; повседневная одежда хуже фиксируется, чем литургическая. Исходная детализация уверенности: B–C.",SRC025 | SRC027 | SRC043,IMG_SHEET_08,современной православной рясой строго стандартного покроя,"Простой длинный силуэт, без поздних широких рукавов и застёжек."
CL002,Монашеская длинная шерстяная одежда,монашеская риза/туника,unisex,garment_clerical,monastic_tunic,"Скромная длинная одежда монаха или монахини из неброской шерсти, носимая слоями с поясом и покровом.",монахи и монахини,монастырский,монах | монахиня,круглый год,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,шерсть | лён,серый | бурый | тёмно-коричневый | тёмный натуральный,,B,Монастырский контекст и иконография; точная унификация цвета/кроя позднее.,SRC013 | SRC025 | SRC043,IMG_SHEET_08,абсолютно чёрной современной монашеской формой или западным капюшонным хабитом без основания,"Матовая ткань, видимый износ, простая верёвка/тканый пояс."
