step_id,recipe_id,step_number,action,input_item_ids,input_ingredient_ids,tool_ids,vessel_ids,duration,heat,result_state
RST000611,RCP0117,3,При желании процедить и употребить сразу; мёд — дорогой отдельный вариант.,"[""FOD0016"",""FOD0025""]","[""ING0069"",""ING0085""]","[""POT0030""]","[""POT0006""]",1–10 min,none,ready_to_drink
RST000612,RCP0118,1,Отрезать или отломить кусок хлеба.,"[""FOD0001""]","[""ING0154""]","[""POT0028""]","[""POT0007""]",1–5 min,none,portioned
RST000613,RCP0118,2,Нанести небольшое количество мёда или есть вприкуску с сотом.,"[""FOD0025""]","[""ING0085""]","[""POT0002""]","[""POT0007""]",1–5 min,none,ready_to_eat
RST000614,RCP0119,1,Перебрать свежие ягоды.,"[""FOD0016""]","[""ING0069""]",[],"[""HOU0016""]",5–15 min,none,cleaned
RST000615,RCP0119,2,Смешать с небольшим количеством мёда непосредственно перед едой.,"[""FOD0016"",""FOD0025""]","[""ING0069"",""ING0085""]","[""POT0002""]","[""POT0004""]",1–5 min,none,ready_to_eat
RST000616,RCP0120,1,Расколоть скорлупу и выбрать ядра.,"[""FOD0015""]","[""ING0074""]","[""POT0029""]","[""POT0032""]",10–30 min,none,shelled
RST000617,RCP0120,2,Истолочь ядра до крупной крошки.,"[""OMI01462""]","[""ING0075""]","[""POT0029""]","[""POT0032""]",5–20 min,none,crushed
RST000618,RCP0121,1,Налить свежее молоко в чистый сосуд.,"[""FOD0005""]","[""ING0089""]",[],"[""POT0018""]",1–5 min,none,fresh
RST000619,RCP0121,2,Оставить в умеренно прохладном или тёплом месте до естественного скисания; точный режим неизвестен.,"[""FOD0005""]","[""ING0089""]",[],"[""POT0018""]",8–48 h,ambient_fermentation,soured
RST000620,RCP0121,3,Отделить допустимое кислое молоко от явно гнилого или плесневого.,"[""FOD0003""]","[""ING0093""]","[""POT0002""]","[""POT0018""]",1–5 min,none,ready_to_eat
RST000621,RCP0122,1,Взять кислое молоко без признаков гнили или плесени.,"[""FOD0003""]","[""ING0093""]",[],"[""POT0018""]",1–5 min,none,soured
RST000622,RCP0122,2,Осторожно нагреть или дать сгустку отделиться; точный исторический режим не установлен.,"[""FOD0003""]","[""ING0093""]",[],"[""POT0021""]",20–90 min,gentle_heat,curdled
RST000623,RCP0122,3,Перелить в ткань и дать стечь сыворотке.,"[""OMI01348""]","[""ING0094""]",[],"[""HOU0013""]",1–12 h,none,strained
RST000624,RCP0122,4,Использовать свежим или кратко хранить в холоде.,"[""OMI01349""]","[""ING0095""]",[],"[""POT0015""]",same day,none,ready_to_eat
RST000625,RCP0123,1,Собрать свежий сгусток в ткань.,"[""OMI01349""]","[""ING0095""]",[],"[""HOU0013""]",5–10 min,none,wrapped
RST000626,RCP0123,2,При необходимости слегка посолить; историческая норма неизвестна.,"[""OMI01349"",""FOD0037""]","[""ING0095"",""ING0003""]","[""POT0002""]","[""HOU0013""]",1–5 min,none,salted
RST000627,RCP0123,3,"Прижать грузом, чтобы удалить часть сыворотки.","[""OMI01349""]","[""ING0095""]",[],"[""TRD0024""]",2–24 h,none,pressed
RST000628,RCP0123,4,Снять с ткани и употребить свежим.,"[""OMI01360""]","[""ING0101""]",[],"[""POT0007""]",same day,none,ready_to_eat
RST000629,RCP0124,1,Использовать плотный свежий сырный круг без загрязнения.,"[""OMI01360""]","[""ING0101""]",[],"[""POT0007""]",1–5 min,none,fresh
RST000630,RCP0124,2,Слегка посолить поверхность только в реконструктивном варианте.,"[""FOD0037""]","[""ING0003""]","[""POT0002""]","[""POT0007""]",1–5 min,none,salted
RST000631,RCP0124,3,"Держать в прохладном проветриваемом месте, переворачивая и осматривая.","[""OMI01360""]","[""ING0101""]",[],"[""ARC0026""]",days to weeks,cool_air,aged
RST000632,RCP0124,4,Не считать любую плесень допустимой; историческая форма сыра не определена точно.,"[""FOD0006""]","[""ING0102""]",[],"[""POT0007""]",inspection,none,ready_or_rejected
RST000633,RCP0125,1,Снять сливочный слой с отстоявшегося молока.,"[""OMI01345""]","[""ING0092""]","[""POT0008""]","[""AGR0001""]",5–15 min,none,separated
RST000634,RCP0125,2,Сбивать сливки в подходящей деревянной таре до отделения масляного зерна.,"[""OMI01345""]","[""ING0092""]",[],"[""HOU0036""]",20–120 min,none,churned
RST000635,RCP0125,3,Собрать масляное зерно и слить пахту.,"[""FOD0004""]","[""ING0097""]","[""POT0002""]","[""HOU0036""]",5–20 min,none,separated
RST000636,RCP0125,4,Промыть прохладной водой и собрать в ком.,"[""FOD0004"",""FMA0001""]","[""ING0097"",""ING0001""]","[""POT0002""]","[""HOU0036""]",5–20 min,none,washed
RST000637,RCP0126,1,Слить свежую сыворотку после отделения сгустка.,"[""OMI01350""]","[""ING0096""]",[],"[""POT0020""]",1–5 min,none,strained
RST000638,RCP0126,2,Употребить свежей; длительное хранение не предполагается.,"[""OMI01350""]","[""ING0096""]",[],"[""POT0006""]",same day,none,ready_to_drink
RST000639,RCP0127,1,Осмотреть яйцо и исключить треснувшее или испорченное.,"[""FOD0008""]","[""ING0103""]",[],"[""HOU0016""]",1–5 min,none,checked
RST000640,RCP0127,2,Положить в воду и довести до кипения.,"[""FOD0008"",""FMA0001""]","[""ING0103"",""ING0001""]",[],"[""POT0021""]",10–30 min,boiling,boiling
RST000641,RCP0127,3,Варить до полной готовности; историческая предпочтительная степень не известна.,"[""FOD0008""]","[""ING0103""]",[],"[""POT0021""]",modern safety time,boiling,boiled
RST000642,RCP0128,1,Осмотреть яйцо и исключить треснувшее или испорченное.,"[""FMA0021""]","[""ING0104""]",[],"[""HOU0016""]",1–5 min,none,checked
RST000643,RCP0128,2,Положить в воду и довести до кипения.,"[""FMA0021"",""FMA0001""]","[""ING0104"",""ING0001""]",[],"[""POT0021""]",10–30 min,boiling,boiling
RST000644,RCP0128,3,Варить до полной готовности; историческая предпочтительная степень не известна.,"[""FMA0021""]","[""ING0104""]",[],"[""POT0021""]",modern safety time,boiling,boiled
RST000645,RCP0129,1,Осмотреть яйцо и исключить треснувшее или испорченное.,"[""FMA0022""]","[""ING0105""]",[],"[""HOU0016""]",1–5 min,none,checked
RST000646,RCP0129,2,Положить в воду и довести до кипения.,"[""FMA0022"",""FMA0001""]","[""ING0105"",""ING0001""]",[],"[""POT0021""]",10–30 min,boiling,boiling
RST000647,RCP0129,3,Варить до полной готовности; историческая предпочтительная степень не известна.,"[""FMA0022""]","[""ING0105""]",[],"[""POT0021""]",modern safety time,boiling,boiled
RST000648,RCP0130,1,Осмотреть целое яйцо.,"[""FOD0008""]","[""ING0103""]",[],"[""HOU0016""]",1–5 min,none,checked
RST000649,RCP0130,2,"Разместить в золе или мягком остаточном жаре так, чтобы скорлупа не лопнула от резкого нагрева.","[""FOD0008""]","[""ING0103""]",[],"[""INT0001""]",10–30 min,residual_heat,baked
RST000650,RCP0130,3,Убедиться в полной готовности перед едой.,"[""FOD0008""]","[""ING0103""]",[],"[""POT0007""]",1–5 min,none,ready_to_eat
RST000651,RCP0131,1,Осмотреть мясо и удалить загрязнённые или явно испорченные части.,"[""FOD0030""]","[""ING0106""]","[""POT0028""]","[""POT0010""]",10–30 min,none,prepared
RST000652,RCP0131,2,"Разделить на куски, соответствующие сосуду.","[""FOD0030""]","[""ING0106""]","[""POT0028""]","[""POT0010""]",10–30 min,none,chopped
RST000653,RCP0131,3,Залить водой и довести до кипения.,"[""FOD0030"",""FMA0001""]","[""ING0106"",""ING0001""]",[],"[""POT0021""]",20–60 min,boiling,boiling
RST000654,RCP0131,4,Варить или томить до мягкости и безопасной готовности.,"[""FOD0030""]","[""ING0106""]","[""POT0009""]","[""POT0021""]",60–300 min,gentle_heat,boiled
RST000655,RCP0131,5,Подать мясо; отвар использовать как часть блюда или отдельный полуфабрикат.,"[""FOD0030""]","[""ING0106""]",[],"[""POT0015""]",1–5 min,none,ready_to_eat
RST000656,RCP0132,1,"Подготовить подходящий кусок мяса и надёжно закрепить на вертеле или решении, подтверждённом сценой.","[""FOD0030""]","[""ING0106""]","[""POT0028""]","[""POT0010""]",10–30 min,none,prepared
RST000657,RCP0132,2,Развести устойчивый жар без прямого загрязнения пищи золой.,[],[],[],"[""INT0010""]",20–60 min,direct_heat,fire_ready
RST000658,RCP0132,3,"Готовить, постепенно поворачивая и не оставляя сырой середины.","[""FOD0030""]","[""ING0106""]",[],"[""INT0010""]",45–240 min,radiant_heat,roasted
RST000659,RCP0132,4,Дать кратко отдохнуть и разделить для подачи.,"[""FOD0030""]","[""ING0106""]","[""POT0028""]","[""POT0007""]",5–20 min,none,ready_to_eat
RST000660,RCP0133,1,Осмотреть мясо и удалить загрязнённые или явно испорченные части.,"[""FOD0031""]","[""ING0108""]","[""POT0028""]","[""POT0010""]",10–30 min,none,prepared
RST000661,RCP0133,2,"Разделить на куски, соответствующие сосуду.","[""FOD0031""]","[""ING0108""]","[""POT0028""]","[""POT0010""]",10–30 min,none,chopped
RST000662,RCP0133,3,Залить водой и довести до кипения.,"[""FOD0031"",""FMA0001""]","[""ING0108"",""ING0001""]",[],"[""POT0021""]",20–60 min,boiling,boiling
RST000663,RCP0133,4,Варить или томить до мягкости и безопасной готовности.,"[""FOD0031""]","[""ING0108""]","[""POT0009""]","[""POT0021""]",60–300 min,gentle_heat,boiled
RST000664,RCP0133,5,Подать мясо; отвар использовать как часть блюда или отдельный полуфабрикат.,"[""FOD0031""]","[""ING0108""]",[],"[""POT0015""]",1–5 min,none,ready_to_eat
RST000665,RCP0134,1,"Подготовить подходящий кусок мяса и надёжно закрепить на вертеле или решении, подтверждённом сценой.","[""FOD0031""]","[""ING0108""]","[""POT0028""]","[""POT0010""]",10–30 min,none,prepared
RST000666,RCP0134,2,Развести устойчивый жар без прямого загрязнения пищи золой.,[],[],[],"[""INT0010""]",20–60 min,direct_heat,fire_ready
RST000667,RCP0134,3,"Готовить, постепенно поворачивая и не оставляя сырой середины.","[""FOD0031""]","[""ING0108""]",[],"[""INT0010""]",45–240 min,radiant_heat,roasted
RST000668,RCP0134,4,Дать кратко отдохнуть и разделить для подачи.,"[""FOD0031""]","[""ING0108""]","[""POT0028""]","[""POT0007""]",5–20 min,none,ready_to_eat
RST000669,RCP0135,1,Осмотреть мясо и удалить загрязнённые или явно испорченные части.,"[""FOD0029""]","[""ING0109""]","[""POT0028""]","[""POT0010""]",10–30 min,none,prepared
RST000670,RCP0135,2,"Разделить на куски, соответствующие сосуду.","[""FOD0029""]","[""ING0109""]","[""POT0028""]","[""POT0010""]",10–30 min,none,chopped
RST000671,RCP0135,3,Залить водой и довести до кипения.,"[""FOD0029"",""FMA0001""]","[""ING0109"",""ING0001""]",[],"[""POT0021""]",20–60 min,boiling,boiling
RST000672,RCP0135,4,Варить или томить до мягкости и безопасной готовности.,"[""FOD0029""]","[""ING0109""]","[""POT0009""]","[""POT0021""]",60–300 min,gentle_heat,boiled
RST000673,RCP0135,5,Подать мясо; отвар использовать как часть блюда или отдельный полуфабрикат.,"[""FOD0029""]","[""ING0109""]",[],"[""POT0015""]",1–5 min,none,ready_to_eat
RST000674,RCP0136,1,"Подготовить подходящий кусок мяса и надёжно закрепить на вертеле или решении, подтверждённом сценой.","[""FOD0029""]","[""ING0109""]","[""POT0028""]","[""POT0010""]",10–30 min,none,prepared
RST000675,RCP0136,2,Развести устойчивый жар без прямого загрязнения пищи золой.,[],[],[],"[""INT0010""]",20–60 min,direct_heat,fire_ready
RST000676,RCP0136,3,"Готовить, постепенно поворачивая и не оставляя сырой середины.","[""FOD0029""]","[""ING0109""]",[],"[""INT0010""]",45–240 min,radiant_heat,roasted
RST000677,RCP0136,4,Дать кратко отдохнуть и разделить для подачи.,"[""FOD0029""]","[""ING0109""]","[""POT0028""]","[""POT0007""]",5–20 min,none,ready_to_eat
RST000678,RCP0137,1,Осмотреть мясо и удалить загрязнённые или явно испорченные части.,"[""FMA0025""]","[""ING0111""]","[""POT0028""]","[""POT0010""]",10–30 min,none,prepared
RST000679,RCP0137,2,"Разделить на куски, соответствующие сосуду.","[""FMA0025""]","[""ING0111""]","[""POT0028""]","[""POT0010""]",10–30 min,none,chopped
RST000680,RCP0137,3,Залить водой и довести до кипения.,"[""FMA0025"",""FMA0001""]","[""ING0111"",""ING0001""]",[],"[""POT0021""]",20–60 min,boiling,boiling
RST000681,RCP0137,4,Варить или томить до мягкости и безопасной готовности.,"[""FMA0025""]","[""ING0111""]","[""POT0009""]","[""POT0021""]",60–300 min,gentle_heat,boiled
RST000682,RCP0137,5,Подать мясо; отвар использовать как часть блюда или отдельный полуфабрикат.,"[""FMA0025""]","[""ING0111""]",[],"[""POT0015""]",1–5 min,none,ready_to_eat
RST000683,RCP0138,1,"Подготовить подходящий кусок мяса и надёжно закрепить на вертеле или решении, подтверждённом сценой.","[""FMA0025""]","[""ING0111""]","[""POT0028""]","[""POT0010""]",10–30 min,none,prepared
RST000684,RCP0138,2,Развести устойчивый жар без прямого загрязнения пищи золой.,[],[],[],"[""INT0010""]",20–60 min,direct_heat,fire_ready
RST000685,RCP0138,3,"Готовить, постепенно поворачивая и не оставляя сырой середины.","[""FMA0025""]","[""ING0111""]",[],"[""INT0010""]",45–240 min,radiant_heat,roasted
RST000686,RCP0138,4,Дать кратко отдохнуть и разделить для подачи.,"[""FMA0025""]","[""ING0111""]","[""POT0028""]","[""POT0007""]",5–20 min,none,ready_to_eat
RST000687,RCP0139,1,Осмотреть мясо и удалить загрязнённые или явно испорченные части.,"[""FMA0026""]","[""ING0112""]","[""POT0028""]","[""POT0010""]",10–30 min,none,prepared
RST000688,RCP0139,2,"Разделить на куски, соответствующие сосуду.","[""FMA0026""]","[""ING0112""]","[""POT0028""]","[""POT0010""]",10–30 min,none,chopped
RST000689,RCP0139,3,Залить водой и довести до кипения.,"[""FMA0026"",""FMA0001""]","[""ING0112"",""ING0001""]",[],"[""POT0021""]",20–60 min,boiling,boiling
RST000690,RCP0139,4,Варить или томить до мягкости и безопасной готовности.,"[""FMA0026""]","[""ING0112""]","[""POT0009""]","[""POT0021""]",60–300 min,gentle_heat,boiled
RST000691,RCP0139,5,Подать мясо; отвар использовать как часть блюда или отдельный полуфабрикат.,"[""FMA0026""]","[""ING0112""]",[],"[""POT0015""]",1–5 min,none,ready_to_eat
RST000692,RCP0140,1,"Подготовить подходящий кусок мяса и надёжно закрепить на вертеле или решении, подтверждённом сценой.","[""FMA0026""]","[""ING0112""]","[""POT0028""]","[""POT0010""]",10–30 min,none,prepared
RST000693,RCP0140,2,Развести устойчивый жар без прямого загрязнения пищи золой.,[],[],[],"[""INT0010""]",20–60 min,direct_heat,fire_ready
RST000694,RCP0140,3,"Готовить, постепенно поворачивая и не оставляя сырой середины.","[""FMA0026""]","[""ING0112""]",[],"[""INT0010""]",45–240 min,radiant_heat,roasted
RST000695,RCP0140,4,Дать кратко отдохнуть и разделить для подачи.,"[""FMA0026""]","[""ING0112""]","[""POT0028""]","[""POT0007""]",5–20 min,none,ready_to_eat
RST000696,RCP0141,1,Осмотреть мясо и удалить загрязнённые или явно испорченные части.,"[""FMA0027""]","[""ING0113""]","[""POT0028""]","[""POT0010""]",10–30 min,none,prepared
RST000697,RCP0141,2,"Разделить на куски, соответствующие сосуду.","[""FMA0027""]","[""ING0113""]","[""POT0028""]","[""POT0010""]",10–30 min,none,chopped
RST000698,RCP0141,3,Залить водой и довести до кипения.,"[""FMA0027"",""FMA0001""]","[""ING0113"",""ING0001""]",[],"[""POT0021""]",20–60 min,boiling,boiling
RST000699,RCP0141,4,Варить или томить до мягкости и безопасной готовности.,"[""FMA0027""]","[""ING0113""]","[""POT0009""]","[""POT0021""]",60–300 min,gentle_heat,boiled
RST000700,RCP0141,5,Подать мясо; отвар использовать как часть блюда или отдельный полуфабрикат.,"[""FMA0027""]","[""ING0113""]",[],"[""POT0015""]",1–5 min,none,ready_to_eat
RST000701,RCP0142,1,"Подготовить подходящий кусок мяса и надёжно закрепить на вертеле или решении, подтверждённом сценой.","[""FMA0027""]","[""ING0113""]","[""POT0028""]","[""POT0010""]",10–30 min,none,prepared
RST000702,RCP0142,2,Развести устойчивый жар без прямого загрязнения пищи золой.,[],[],[],"[""INT0010""]",20–60 min,direct_heat,fire_ready
RST000703,RCP0142,3,"Готовить, постепенно поворачивая и не оставляя сырой середины.","[""FMA0027""]","[""ING0113""]",[],"[""INT0010""]",45–240 min,radiant_heat,roasted
RST000704,RCP0142,4,Дать кратко отдохнуть и разделить для подачи.,"[""FMA0027""]","[""ING0113""]","[""POT0028""]","[""POT0007""]",5–20 min,none,ready_to_eat
RST000705,RCP0143,1,Осмотреть мясо и удалить загрязнённые или явно испорченные части.,"[""FMA0028""]","[""ING0114""]","[""POT0028""]","[""POT0010""]",10–30 min,none,prepared
RST000706,RCP0143,2,"Разделить на куски, соответствующие сосуду.","[""FMA0028""]","[""ING0114""]","[""POT0028""]","[""POT0010""]",10–30 min,none,chopped
RST000707,RCP0143,3,Залить водой и довести до кипения.,"[""FMA0028"",""FMA0001""]","[""ING0114"",""ING0001""]",[],"[""POT0021""]",20–60 min,boiling,boiling
RST000708,RCP0143,4,Варить или томить до мягкости и безопасной готовности.,"[""FMA0028""]","[""ING0114""]","[""POT0009""]","[""POT0021""]",60–300 min,gentle_heat,boiled
RST000709,RCP0143,5,Подать мясо; отвар использовать как часть блюда или отдельный полуфабрикат.,"[""FMA0028""]","[""ING0114""]",[],"[""POT0015""]",1–5 min,none,ready_to_eat
RST000710,RCP0144,1,"Подготовить подходящий кусок мяса и надёжно закрепить на вертеле или решении, подтверждённом сценой.","[""FMA0028""]","[""ING0114""]","[""POT0028""]","[""POT0010""]",10–30 min,none,prepared
RST000711,RCP0144,2,Развести устойчивый жар без прямого загрязнения пищи золой.,[],[],[],"[""INT0010""]",20–60 min,direct_heat,fire_ready
RST000712,RCP0144,3,"Готовить, постепенно поворачивая и не оставляя сырой середины.","[""FMA0028""]","[""ING0114""]",[],"[""INT0010""]",45–240 min,radiant_heat,roasted
RST000713,RCP0144,4,Дать кратко отдохнуть и разделить для подачи.,"[""FMA0028""]","[""ING0114""]","[""POT0028""]","[""POT0007""]",5–20 min,none,ready_to_eat
RST000714,RCP0145,1,Осмотреть мясо и удалить загрязнённые или явно испорченные части.,"[""FMA0029""]","[""ING0115""]","[""POT0028""]","[""POT0010""]",10–30 min,none,prepared
RST000715,RCP0145,2,"Разделить на куски, соответствующие сосуду.","[""FMA0029""]","[""ING0115""]","[""POT0028""]","[""POT0010""]",10–30 min,none,chopped
RST000716,RCP0145,3,Залить водой и довести до кипения.,"[""FMA0029"",""FMA0001""]","[""ING0115"",""ING0001""]",[],"[""POT0021""]",20–60 min,boiling,boiling
RST000717,RCP0145,4,Варить или томить до мягкости и безопасной готовности.,"[""FMA0029""]","[""ING0115""]","[""POT0009""]","[""POT0021""]",60–300 min,gentle_heat,boiled
RST000718,RCP0145,5,Подать мясо; отвар использовать как часть блюда или отдельный полуфабрикат.,"[""FMA0029""]","[""ING0115""]",[],"[""POT0015""]",1–5 min,none,ready_to_eat
RST000719,RCP0146,1,"Подготовить подходящий кусок мяса и надёжно закрепить на вертеле или решении, подтверждённом сценой.","[""FMA0029""]","[""ING0115""]","[""POT0028""]","[""POT0010""]",10–30 min,none,prepared
RST000720,RCP0146,2,Развести устойчивый жар без прямого загрязнения пищи золой.,[],[],[],"[""INT0010""]",20–60 min,direct_heat,fire_ready
RST000721,RCP0146,3,"Готовить, постепенно поворачивая и не оставляя сырой середины.","[""FMA0029""]","[""ING0115""]",[],"[""INT0010""]",45–240 min,radiant_heat,roasted
RST000722,RCP0146,4,Дать кратко отдохнуть и разделить для подачи.,"[""FMA0029""]","[""ING0115""]","[""POT0028""]","[""POT0007""]",5–20 min,none,ready_to_eat
RST000723,RCP0147,1,Осмотреть мясо и удалить загрязнённые или явно испорченные части.,"[""FMA0031""]","[""ING0117""]","[""POT0028""]","[""POT0010""]",10–30 min,none,prepared
RST000724,RCP0147,2,"Разделить на куски, соответствующие сосуду.","[""FMA0031""]","[""ING0117""]","[""POT0028""]","[""POT0010""]",10–30 min,none,chopped
RST000725,RCP0147,3,Залить водой и довести до кипения.,"[""FMA0031"",""FMA0001""]","[""ING0117"",""ING0001""]",[],"[""POT0021""]",20–60 min,boiling,boiling
RST000726,RCP0147,4,Варить или томить до мягкости и безопасной готовности.,"[""FMA0031""]","[""ING0117""]","[""POT0009""]","[""POT0021""]",60–300 min,gentle_heat,boiled
RST000727,RCP0147,5,Подать мясо; отвар использовать как часть блюда или отдельный полуфабрикат.,"[""FMA0031""]","[""ING0117""]",[],"[""POT0015""]",1–5 min,none,ready_to_eat
RST000728,RCP0148,1,"Подготовить подходящий кусок мяса и надёжно закрепить на вертеле или решении, подтверждённом сценой.","[""FMA0031""]","[""ING0117""]","[""POT0028""]","[""POT0010""]",10–30 min,none,prepared
RST000729,RCP0148,2,Развести устойчивый жар без прямого загрязнения пищи золой.,[],[],[],"[""INT0010""]",20–60 min,direct_heat,fire_ready
RST000730,RCP0148,3,"Готовить, постепенно поворачивая и не оставляя сырой середины.","[""FMA0031""]","[""ING0117""]",[],"[""INT0010""]",45–240 min,radiant_heat,roasted
RST000731,RCP0148,4,Дать кратко отдохнуть и разделить для подачи.,"[""FMA0031""]","[""ING0117""]","[""POT0028""]","[""POT0007""]",5–20 min,none,ready_to_eat
RST000732,RCP0149,1,Осмотреть мясо и удалить загрязнённые или явно испорченные части.,"[""FMA0032""]","[""ING0118""]","[""POT0028""]","[""POT0010""]",10–30 min,none,prepared
RST000733,RCP0149,2,"Разделить на куски, соответствующие сосуду.","[""FMA0032""]","[""ING0118""]","[""POT0028""]","[""POT0010""]",10–30 min,none,chopped
RST000734,RCP0149,3,Залить водой и довести до кипения.,"[""FMA0032"",""FMA0001""]","[""ING0118"",""ING0001""]",[],"[""POT0021""]",20–60 min,boiling,boiling
RST000735,RCP0149,4,Варить или томить до мягкости и безопасной готовности.,"[""FMA0032""]","[""ING0118""]","[""POT0009""]","[""POT0021""]",60–300 min,gentle_heat,boiled
RST000736,RCP0149,5,Подать мясо; отвар использовать как часть блюда или отдельный полуфабрикат.,"[""FMA0032""]","[""ING0118""]",[],"[""POT0015""]",1–5 min,none,ready_to_eat
RST000737,RCP0150,1,"Подготовить подходящий кусок мяса и надёжно закрепить на вертеле или решении, подтверждённом сценой.","[""FMA0032""]","[""ING0118""]","[""POT0028""]","[""POT0010""]",10–30 min,none,prepared
RST000738,RCP0150,2,Развести устойчивый жар без прямого загрязнения пищи золой.,[],[],[],"[""INT0010""]",20–60 min,direct_heat,fire_ready
RST000739,RCP0150,3,"Готовить, постепенно поворачивая и не оставляя сырой середины.","[""FMA0032""]","[""ING0118""]",[],"[""INT0010""]",45–240 min,radiant_heat,roasted
RST000740,RCP0150,4,Дать кратко отдохнуть и разделить для подачи.,"[""FMA0032""]","[""ING0118""]","[""POT0028""]","[""POT0007""]",5–20 min,none,ready_to_eat
RST000741,RCP0151,1,Осмотреть мясо и удалить загрязнённые или явно испорченные части.,"[""FMA0033""]","[""ING0119""]","[""POT0028""]","[""POT0010""]",10–30 min,none,prepared
RST000742,RCP0151,2,"Разделить на куски, соответствующие сосуду.","[""FMA0033""]","[""ING0119""]","[""POT0028""]","[""POT0010""]",10–30 min,none,chopped
RST000743,RCP0151,3,Залить водой и довести до кипения.,"[""FMA0033"",""FMA0001""]","[""ING0119"",""ING0001""]",[],"[""POT0021""]",20–60 min,boiling,boiling
RST000744,RCP0151,4,Варить или томить до мягкости и безопасной готовности.,"[""FMA0033""]","[""ING0119""]","[""POT0009""]","[""POT0021""]",60–300 min,gentle_heat,boiled
RST000745,RCP0151,5,Подать мясо; отвар использовать как часть блюда или отдельный полуфабрикат.,"[""FMA0033""]","[""ING0119""]",[],"[""POT0015""]",1–5 min,none,ready_to_eat
RST000746,RCP0152,1,"Подготовить подходящий кусок мяса и надёжно закрепить на вертеле или решении, подтверждённом сценой.","[""FMA0033""]","[""ING0119""]","[""POT0028""]","[""POT0010""]",10–30 min,none,prepared
RST000747,RCP0152,2,Развести устойчивый жар без прямого загрязнения пищи золой.,[],[],[],"[""INT0010""]",20–60 min,direct_heat,fire_ready
RST000748,RCP0152,3,"Готовить, постепенно поворачивая и не оставляя сырой середины.","[""FMA0033""]","[""ING0119""]",[],"[""INT0010""]",45–240 min,radiant_heat,roasted
RST000749,RCP0152,4,Дать кратко отдохнуть и разделить для подачи.,"[""FMA0033""]","[""ING0119""]","[""POT0028""]","[""POT0007""]",5–20 min,none,ready_to_eat
RST000750,RCP0153,1,Подготовить и нарезать мясо.,"[""FOD0030""]","[""ING0106""]","[""POT0028""]","[""POT0010""]",10–30 min,none,chopped
RST000751,RCP0153,2,Подготовить второй компонент: Репа.,"[""FOD0044""]","[""ING0039""]","[""POT0028""]","[""POT0010""]",5–20 min,none,prepared
RST000752,RCP0153,3,Сложить компоненты в керамический горшок и добавить воду.,"[""FOD0030"",""FOD0044"",""FMA0001""]","[""ING0106"",""ING0039"",""ING0001""]",[],"[""POT0021""]",5–10 min,none,combined
RST000753,RCP0153,4,"Довести до кипения, затем томить в менее горячей части печи.","[""FOD0030"",""FOD0044""]","[""ING0106"",""ING0039""]","[""POT0009""]","[""POT0021""]",90–300 min,boil_then_residual_heat,stewed
RST000754,RCP0153,5,Подать вместе с отваром.,"[""FOD0030"",""FOD0044""]","[""ING0106"",""ING0039""]",[],"[""POT0015""]",1–5 min,none,ready_to_eat
RST000755,RCP0154,1,Подготовить и нарезать мясо.,"[""FOD0031""]","[""ING0108""]","[""POT0028""]","[""POT0010""]",10–30 min,none,chopped
RST000756,RCP0154,2,Подготовить второй компонент: Капуста.,"[""FOD0040""]","[""ING0040""]","[""POT0028""]","[""POT0010""]",5–20 min,none,prepared
RST000757,RCP0154,3,Сложить компоненты в керамический горшок и добавить воду.,"[""FOD0031"",""FOD0040"",""FMA0001""]","[""ING0108"",""ING0040"",""ING0001""]",[],"[""POT0021""]",5–10 min,none,combined
RST000758,RCP0154,4,"Довести до кипения, затем томить в менее горячей части печи.","[""FOD0031"",""FOD0040""]","[""ING0108"",""ING0040""]","[""POT0009""]","[""POT0021""]",90–300 min,boil_then_residual_heat,stewed
RST000759,RCP0154,5,Подать вместе с отваром.,"[""FOD0031"",""FOD0040""]","[""ING0108"",""ING0040""]",[],"[""POT0015""]",1–5 min,none,ready_to_eat
RST000760,RCP0155,1,Подготовить и нарезать мясо.,"[""FOD0029""]","[""ING0109""]","[""POT0028""]","[""POT0010""]",10–30 min,none,chopped
RST000761,RCP0155,2,Подготовить второй компонент: Лук репчатый.,"[""FOD0041""]","[""ING0041""]","[""POT0028""]","[""POT0010""]",5–20 min,none,prepared
RST000762,RCP0155,3,Сложить компоненты в керамический горшок и добавить воду.,"[""FOD0029"",""FOD0041"",""FMA0001""]","[""ING0109"",""ING0041"",""ING0001""]",[],"[""POT0021""]",5–10 min,none,combined
RST000763,RCP0155,4,"Довести до кипения, затем томить в менее горячей части печи.","[""FOD0029"",""FOD0041""]","[""ING0109"",""ING0041""]","[""POT0009""]","[""POT0021""]",90–300 min,boil_then_residual_heat,stewed
RST000764,RCP0155,5,Подать вместе с отваром.,"[""FOD0029"",""FOD0041""]","[""ING0109"",""ING0041""]",[],"[""POT0015""]",1–5 min,none,ready_to_eat
RST000765,RCP0156,1,Подготовить и нарезать мясо.,"[""FMA0025""]","[""ING0111""]","[""POT0028""]","[""POT0010""]",10–30 min,none,chopped
RST000766,RCP0156,2,Подготовить второй компонент: Ячменная крупа.,"[""OMI01291""]","[""ING0011""]","[""POT0028""]","[""POT0010""]",5–20 min,none,prepared
RST000767,RCP0156,3,Сложить компоненты в керамический горшок и добавить воду.,"[""FMA0025"",""OMI01291"",""FMA0001""]","[""ING0111"",""ING0011"",""ING0001""]",[],"[""POT0021""]",5–10 min,none,combined
