fa_id,name_ru,name_ru_alt,name_lat,name_en,class,order,group,category_ref,scope,region_scope,base_frequency_class,base_frequency_basis,presence_1230_confidence,historical_evidence,migration_winter,migration_spring,migration_summer,migration_autumn,mass_passage,activity_time,voice_description,audible_seasons,nesting,game_value,falconry_relevance,products,habitats,panteleev_2001_listed,petrov_1885_priilmenye,malchevsky_page,malchevsky_status_flags,malchevsky_heading_check,wk_refs,source_refs,confidence,notes,status
fa_b_woodlark,Лесной жаворонок,юла,Lullula arborea,Woodlark,Aves,Passeriformes,songbird,fauna.bird.songbird.woodlark,universal_taxon,novgorod_land,contextual,Malchevsky head abundance flags: scarce,B,,absent,breeding,breeding,breeding,false,diurnal,"нежная нисходящая песня «юли-юли-юли», и днём, и ночью, с воздуха",spring;summer,на земле в сухих борах,none,none,,"conif:c,edge:c",true,true,https://zoomet.ru/mal/malchevski_154.html,breeding|passage,Lullula Arborea,,SRC_PANT2001;SRC_MALPUK1983,B,,candidate
fa_b_skylark,Полевой жаворонок,жаворонок,Alauda arvensis,Eurasian skylark,Aves,Passeriformes,songbird,fauna.bird.songbird.skylark,universal_taxon,novgorod_land,ubiquitous,Malchevsky head abundance flags: n/a; note: Tied to agricultural landscape (Malchevsky) — fields of 1230 fit,B,,absent,breeding,breeding,breeding,false,diurnal,непрерывная звенящая трель высоко в небе над пашней с марта,spring;summer;autumn,на земле в поле,low,quarry,,"field:c,hay:c,pasture:c,flood:c,margin:c",true,true,https://zoomet.ru/mal/malchevski_155.html,breeding|passage,Alauda Arvensis,,SRC_PANT2001;SRC_MALPUK1983,B,Tied to agricultural landscape (Malchevsky) — fields of 1230 fit,candidate
fa_b_sand_martin,Береговая ласточка,береговушка,Riparia riparia,Sand martin,Aves,Passeriformes,songbird,fauna.bird.songbird.sand_martin,universal_taxon,novgorod_land,common,Malchevsky head abundance flags: common|scarce,B,,absent,breeding,breeding,breeding,false,diurnal,трескучее щебетание колонии,spring;summer;autumn,колонии нор в песчаных обрывах,none,none,,"bank:c,river:c,lake:c,ferry:m",true,true,https://zoomet.ru/mal/malchevski_157.html,breeding,Riparia Riparia,,SRC_PANT2001;SRC_MALPUK1983,B,,candidate
fa_b_barn_swallow,Деревенская ласточка,касатка,Hirundo rustica,Barn swallow,Aves,Passeriformes,songbird,fauna.bird.songbird.barn_swallow,universal_taxon,novgorod_land,common,Malchevsky head abundance flags: most_numerous|common; note: Characteristic of rural areas (Malchevsky),B,,absent,breeding,breeding,breeding,false,diurnal,щебечущая песня с трелью на коньке крыши,spring;summer;autumn,чашечка из грязи на балках внутри хлевов и сараев,none,none,,"homestead:c,outb:c,lane:c,pasture:c,town:m,river:m,flood:m",true,true,https://zoomet.ru/mal/malchevski_158.html,breeding,Hirundo Rustica,,SRC_PANT2001;SRC_MALPUK1983,B,Characteristic of rural areas (Malchevsky),candidate
fa_b_house_martin,Городская ласточка,воронок,Delichon urbicum,Common house martin,Aves,Passeriformes,songbird,fauna.bird.songbird.house_martin,universal_taxon,novgorod_land,contextual,Malchevsky head abundance flags: common; note: Now more common than barn swallow (Malchevsky) due to stone buildings; in wooden 1230 town — C,C,,absent,breeding,breeding,breeding,false,diurnal,сухое щебетание «чирр»,spring;summer;autumn,закрытые гнёзда из грязи под карнизами,none,none,,"town:c,church:c,homestead:m,bank:m",true,true,https://zoomet.ru/mal/malchevski_159.html,breeding,Delichon Urbica,,SRC_PANT2001;SRC_MALPUK1983,B,Now more common than barn swallow (Malchevsky) due to stone buildings; in wooden 1230 town — C,candidate
fa_b_yellow_wagtail,Жёлтая трясогузка,плиска,Motacilla flava,Western yellow wagtail,Aves,Passeriformes,songbird,fauna.bird.songbird.yellow_wagtail,universal_taxon,novgorod_land,common,Malchevsky head abundance flags: n/a; note: One of the first meadow birds by number (Malchevsky),B,,absent,breeding,breeding,breeding,false,diurnal,"резкое «цзив», простая песенка с травинки",spring;summer;autumn,на земле на лугу,none,none,,"flood:c,hay:c,pasture:c,bog:m",true,true,https://zoomet.ru/mal/malchevski_160.html,breeding|passage,Motacilla Flava,,SRC_PANT2001;SRC_MALPUK1983,B,One of the first meadow birds by number (Malchevsky),candidate
fa_b_white_wagtail,Белая трясогузка,плиска,Motacilla alba,White wagtail,Aves,Passeriformes,songbird,fauna.bird.songbird.white_wagtail,universal_taxon,novgorod_land,common,Malchevsky head abundance flags: common; note: Arrives with the first meltwater «на лёд» (Malchevsky) — folk sign of ice break,B,,absent,breeding,breeding,breeding,false,diurnal,"звонкое «ци-вить», щебечущая песня",spring;summer;autumn,"в щелях построек, под мостками, в поленницах",none,none,,"bank:c,homestead:c,lane:c,wharf:c,ferry:c,town:m,field:m,road:m",true,true,https://zoomet.ru/mal/malchevski_161.html,breeding|passage,Motacilla Alba,,SRC_PANT2001;SRC_MALPUK1983,B,Arrives with the first meltwater «на лёд» (Malchevsky) — folk sign of ice break,candidate
fa_b_tree_pipit,Лесной конёк,,Anthus trivialis,Tree pipit,Aves,Passeriformes,songbird,fauna.bird.songbird.tree_pipit,universal_taxon,novgorod_land,ubiquitous,"Malchevsky head abundance flags: n/a; note: Second only to chaffinch, willow warbler (Malchevsky)",B,,absent,breeding,breeding,breeding,false,diurnal,"песня с токовым взлётом и планированием вниз, «ция-ция-ция»",spring;summer,на земле на опушках,none,none,,"edge:c,conif:c,mixed:c,bog:m",true,true,https://zoomet.ru/mal/malchevski_163.html,passage,Anthus Trivialis,,SRC_PANT2001;SRC_MALPUK1983,B,"Second only to chaffinch, willow warbler (Malchevsky)",candidate
fa_b_red_backed_shrike,Жулан,сорокопут,Lanius collurio,Red-backed shrike,Aves,Passeriformes,songbird,fauna.bird.songbird.red_backed_shrike,universal_taxon,novgorod_land,contextual,Malchevsky head abundance flags: scarce; note: Impales prey on thorns («кладовые»),B,,absent,breeding,breeding,breeding,false,diurnal,"тревожное «чек-чек», тихая песня-пересмешка",spring;summer;autumn,в колючих кустах,none,none,,"edge:c,margin:c,pasture:m,garden:m",true,true,https://zoomet.ru/mal/malchevski_166.html,passage,Lanius Collurio,,SRC_PANT2001;SRC_MALPUK1983,B,Impales prey on thorns («кладовые»),candidate
fa_b_great_grey_shrike,Серый сорокопут,,Lanius excubitor,Great grey shrike,Aves,Passeriformes,songbird,fauna.bird.songbird.great_grey_shrike,universal_taxon,novgorod_land,rare,Malchevsky head abundance flags: n/a; note: Red Book of Novgorod (SRC_VALDAY_NP),B,,wintering,resident,resident,resident,false,diurnal,"трескучее «кррр», свистящие позывы",winter;spring;summer;autumn,на деревьях на краю болот,none,none,,"bog:c,edge:m,field:m",true,false,https://zoomet.ru/mal/malchevski_167.html,passage,Lanius Excubitor,,SRC_PANT2001;SRC_MALPUK1983,B,Red Book of Novgorod (SRC_VALDAY_NP),candidate
fa_b_waxwing,Свиристель,,Bombycilla garrulus,Bohemian waxwing,Aves,Passeriformes,songbird,fauna.bird.songbird.waxwing,universal_taxon,novgorod_land,contextual,"Malchevsky head abundance flags: n/a; note: Arrives in autumn almost every year, eats rowan berries (Malchevsky)",B,,irregular,passage,absent,wintering,false,diurnal,нежная серебристая трель «сврии-сврии» стаи,winter;spring;autumn,гнездится в северной тайге,none,none,,"edge:c,garden:c,homestead:m,town:m,mixed:m",true,true,https://zoomet.ru/mal/malchevski_168.html,passage|wintering|irruptive,Bombycilla Garrulus,,SRC_PANT2001;SRC_MALPUK1983,B,"Arrives in autumn almost every year, eats rowan berries (Malchevsky)",candidate
fa_b_wren,Крапивник,подкоренник,Troglodytes troglodytes,Eurasian wren,Aves,Passeriformes,songbird,fauna.bird.songbird.wren,universal_taxon,novgorod_land,common,"Malchevsky head abundance flags: n/a; note: Loud song, generous singer (Malchevsky)",B,,irregular,breeding,breeding,breeding,false,diurnal,удивительно громкая звонкая песня с трелями из бурелома,winter;spring;summer;autumn,шаровидное гнездо в корнях выворотня,none,none,,"conif:c,mixed:c,stream:c",true,false,https://zoomet.ru/mal/malchevski_170.html,breeding|wintering,Troglodytes Troglodytes,,SRC_PANT2001;SRC_MALPUK1983,B,"Loud song, generous singer (Malchevsky)",candidate
fa_b_robin,Зарянка,малиновка,Erithacus rubecula,European robin,Aves,Passeriformes,songbird,fauna.bird.songbird.robin,universal_taxon,novgorod_land,ubiquitous,Malchevsky head abundance flags: common; note: One of the commonest forest birds (Malchevsky),B,,absent,breeding,breeding,breeding,false,crepuscular,"грустная переливчатая песня на зорях, «тик-тик» тревоги",spring;summer;autumn,в ямке у корней,none,none,,"conif:c,mixed:c,broad:c,edge:m",true,true,https://zoomet.ru/mal/malchevski_171.html,breeding|passage,Erithacus Rubecula,,SRC_PANT2001;SRC_MALPUK1983,B,One of the commonest forest birds (Malchevsky),candidate
fa_b_thrush_nightingale,Соловей,восточный соловей,Luscinia luscinia,Thrush nightingale,Aves,Passeriformes,songbird,fauna.bird.songbird.thrush_nightingale,universal_taxon,novgorod_land,contextual,Malchevsky head abundance flags: n/a; note: NW is at northern range edge; numbers rose in XX c. (Malchevsky) -> contextual/C,C,,absent,breeding,breeding,absent,false,nocturnal,громкая щёлкающая песня с «коленами» по ночам в конце мая – июне в прибрежных кустах,spring;summer,на земле в густом кустарнике,none,none,,"flood:c,edge:c,garden:m,stream:m",true,true,https://zoomet.ru/mal/malchevski_173.html,breeding|passage,Luscinia Luscinia,,SRC_PANT2001;SRC_MALPUK1983,B,NW is at northern range edge; numbers rose in XX c. (Malchevsky) -> contextual/C,candidate
fa_b_bluethroat,Варакушка,,Luscinia svecica,Bluethroat,Aves,Passeriformes,songbird,fauna.bird.songbird.bluethroat,universal_taxon,novgorod_land,rare,Malchevsky head abundance flags: scarce|rare,B,,absent,breeding,breeding,breeding,false,crepuscular,пересмешничающая песня с подражаниями,spring;summer;autumn,в ивняке у воды,none,none,,"flood:c,stream:c,lake:m",true,false,https://zoomet.ru/mal/malchevski_174.html,breeding|passage,Cyanosylvia Svecica,,SRC_PANT2001;SRC_MALPUK1983,B,,candidate
fa_b_redstart,Горихвостка-лысушка,горихвостка,Phoenicurus phoenicurus,Common redstart,Aves,Passeriformes,songbird,fauna.bird.songbird.redstart,universal_taxon,novgorod_land,common,Malchevsky head abundance flags: common|rare,B,,absent,breeding,breeding,breeding,false,diurnal,"короткая звонкая песня с «фью-ить», дрожание рыжего хвоста",spring;summer;autumn,"в дуплах, щелях построек",none,none,,"conif:c,edge:c,garden:m,homestead:m",true,true,https://zoomet.ru/mal/malchevski_176.html,breeding,Phoenicurus Phoenicurus,,SRC_PANT2001;SRC_MALPUK1983,B,,candidate
fa_b_whinchat,Луговой чекан,,Saxicola rubetra,Whinchat,Aves,Passeriformes,songbird,fauna.bird.songbird.whinchat,universal_taxon,novgorod_land,common,Malchevsky head abundance flags: n/a,B,,absent,breeding,breeding,breeding,false,diurnal,"«чек-чек» с верхушки бурьяна, короткая песня",spring;summer;autumn,на земле в траве,none,none,,"hay:c,flood:c,margin:c,pasture:m",true,true,https://zoomet.ru/mal/malchevski_177.html,breeding,Saxicola Rubetra,,SRC_PANT2001;SRC_MALPUK1983,B,,candidate
fa_b_blackbird,Чёрный дрозд,,Turdus merula,Common blackbird,Aves,Passeriformes,songbird,fauna.bird.songbird.blackbird,universal_taxon,novgorod_land,rare,Malchevsky head abundance flags: n/a; note: Sharp increase in recent decades (Malchevsky); in 1230 a shy forest bird -> rare/C,C,,irregular,breeding,breeding,breeding,false,diurnal,медленная флейтовая песня на зорях,winter;spring;summer;autumn,в чаще,low,none,,"mixed:c,broad:m",true,false,https://zoomet.ru/mal/malchevski_179.html,breeding|passage|wintering,Turdus Merula,,SRC_PANT2001;SRC_MALPUK1983,B,Sharp increase in recent decades (Malchevsky); in 1230 a shy forest bird -> rare/C,candidate
fa_b_fieldfare,Рябинник,дрозд,Turdus pilaris,Fieldfare,Aves,Passeriformes,songbird,fauna.bird.songbird.fieldfare,universal_taxon,novgorod_land,ubiquitous,Malchevsky head abundance flags: common; note: Winters in rowan years; urbanised only recently (Malchevsky),B,,irregular,breeding,breeding,breeding,false,diurnal,"трескучее «чак-чак» колоний, стрекочущая песня",winter;spring;summer;autumn,колонии на опушках,low,quarry,meat,"edge:c,flood:c,garden:c,homestead:m,mixed:m",true,true,https://zoomet.ru/mal/malchevski_180.html,resident|breeding,Turdus Pilaris,,SRC_PANT2001;SRC_MALPUK1983,B,Winters in rowan years; urbanised only recently (Malchevsky),candidate
fa_b_redwing,Белобровик,дрозд,Turdus iliacus,Redwing,Aves,Passeriformes,songbird,fauna.bird.songbird.redwing,universal_taxon,novgorod_land,common,Malchevsky head abundance flags: most_numerous|common; note: Became one of the commonest species only recently (Malchevsky) -> C,C,,absent,breeding,breeding,breeding,false,diurnal,"короткая нисходящая песенка, ночью с неба — «цийп» пролётных",spring;summer;autumn,низко в ольшаниках,low,none,,"mixed:c,flood:c,stream:m,edge:m",true,true,https://zoomet.ru/mal/malchevski_181.html,breeding|irruptive,Turdus Iliacus,,SRC_PANT2001;SRC_MALPUK1983,B,Became one of the commonest species only recently (Malchevsky) -> C,candidate
fa_b_song_thrush,Певчий дрозд,дрозд,Turdus philomelos,Song thrush,Aves,Passeriformes,songbird,fauna.bird.songbird.song_thrush,universal_taxon,novgorod_land,ubiquitous,Malchevsky head abundance flags: most_numerous|common; note: Arrives early April (Malchevsky),B,,absent,breeding,breeding,breeding,false,crepuscular,"звучная песня с повторами фраз по два-три раза («Филипп, Филипп, чай пить!») на вечерней заре",spring;summer;autumn,"гнездо, обмазанное изнутри трухой, на ели",low,none,,"conif:c,mixed:c,edge:m",true,true,https://zoomet.ru/mal/malchevski_182.html,breeding|passage,Turdus Philomelos,,SRC_PANT2001;SRC_MALPUK1983,B,Arrives early April (Malchevsky),candidate
fa_b_mistle_thrush,Деряба,дрозд,Turdus viscivorus,Mistle thrush,Aves,Passeriformes,songbird,fauna.bird.songbird.mistle_thrush,universal_taxon,novgorod_land,contextual,Malchevsky head abundance flags: n/a,B,,absent,breeding,breeding,breeding,false,diurnal,громкая грустная песня; трескучее «тррр»,spring;summer;autumn,на соснах,low,none,,"conif:c,bog:m",true,false,https://zoomet.ru/mal/malchevski_183.html,breeding|passage,Turdus Viscivorus,,SRC_PANT2001;SRC_MALPUK1983,B,,candidate
fa_b_grasshopper_warbler,Обыкновенный сверчок,сверчок,Locustella naevia,Common grasshopper warbler,Aves,Passeriformes,songbird,fauna.bird.songbird.grasshopper_warbler,universal_taxon,novgorod_land,contextual,Malchevsky head abundance flags: n/a,B,,absent,breeding,breeding,absent,false,nocturnal,"сухое стрекотание, как у кузнечика, часами по ночам",spring;summer,в кочках,none,none,,"flood:c,margin:m,edge:m",true,false,https://zoomet.ru/mal/malchevski_185.html,breeding|passage,Locustella Naevia,,SRC_PANT2001;SRC_MALPUK1983,B,,candidate
fa_b_sedge_warbler,Камышевка-барсучок,камышевка,Acrocephalus schoenobaenus,Sedge warbler,Aves,Passeriformes,songbird,fauna.bird.songbird.sedge_warbler,universal_taxon,novgorod_land,common,"Malchevsky head abundance flags: common; note: Most common reed warbler, numerous already in XIX c. (Malchevsky)",B,,absent,breeding,breeding,breeding,false,diurnal,торопливая трескучая песня с трелями из тростника,spring;summer;autumn,в тростниках,none,none,,"lake:c,stream:c,flood:c",true,true,https://zoomet.ru/mal/malchevski_186.html,breeding,Acrocephalus Schoenobaenus,,SRC_PANT2001;SRC_MALPUK1983,B,"Most common reed warbler, numerous already in XIX c. (Malchevsky)",candidate
fa_b_garden_warbler,Садовая славка,славка,Sylvia borin,Garden warbler,Aves,Passeriformes,songbird,fauna.bird.songbird.garden_warbler,universal_taxon,novgorod_land,common,Malchevsky head abundance flags: common; note: Most numerous warbler (Malchevsky),B,,absent,breeding,breeding,breeding,false,diurnal,долгая журчащая песня,spring;summer;autumn,в кустах,none,none,,"edge:c,broad:c,flood:m,garden:m",true,true,https://zoomet.ru/mal/malchevski_194.html,breeding|passage,Sylvia Borin,,SRC_PANT2001;SRC_MALPUK1983,B,Most numerous warbler (Malchevsky),candidate
fa_b_blackcap,Черноголовая славка,славка,Sylvia atricapilla,Eurasian blackcap,Aves,Passeriformes,songbird,fauna.bird.songbird.blackcap,universal_taxon,novgorod_land,rare,"Malchevsky head abundance flags: scarce; note: Near northern range edge, commoner only recently (Malchevsky)",C,,absent,breeding,breeding,breeding,false,diurnal,щебет с чистым флейтовым окончанием,spring;summer;autumn,в подлеске,none,none,,"broad:c,mixed:m",true,true,https://zoomet.ru/mal/malchevski_195.html,breeding|irruptive,Sylvia Atricapilla,,SRC_PANT2001;SRC_MALPUK1983,B,"Near northern range edge, commoner only recently (Malchevsky)",candidate
fa_b_whitethroat,Серая славка,славка,Curruca communis,Common whitethroat,Aves,Passeriformes,songbird,fauna.bird.songbird.whitethroat,universal_taxon,novgorod_land,common,Malchevsky head abundance flags: most_numerous|common; note: One of the commonest birds (Malchevsky),B,,absent,breeding,breeding,breeding,false,diurnal,короткая скрипучая песня с куста,spring;summer;autumn,в кустах у межей,none,none,,"margin:c,edge:c,garden:m,pasture:m",true,false,https://zoomet.ru/mal/malchevski_196.html,breeding|passage,Sylvia Communis,,SRC_PANT2001;SRC_MALPUK1983,B,One of the commonest birds (Malchevsky),candidate
fa_b_willow_warbler,Пеночка-весничка,весничка,Phylloscopus trochilus,Willow warbler,Aves,Passeriformes,songbird,fauna.bird.songbird.willow_warbler,universal_taxon,novgorod_land,ubiquitous,Malchevsky head abundance flags: most_numerous|common; note: One of the commonest birds of NW (Malchevsky),B,,absent,breeding,breeding,breeding,false,diurnal,нежная нисходящая песенка-капель,spring;summer;autumn,шалашик на земле,none,none,,"edge:c,mixed:c,broad:c,flood:c,bog:m",true,true,https://zoomet.ru/mal/malchevski_198.html,breeding|passage|irruptive,Phylloscopus Trochilus,,SRC_PANT2001;SRC_MALPUK1983,B,One of the commonest birds of NW (Malchevsky),candidate
fa_b_chiffchaff,Пеночка-теньковка,теньковка,Phylloscopus collybita,Common chiffchaff,Aves,Passeriformes,songbird,fauna.bird.songbird.chiffchaff,universal_taxon,novgorod_land,contextual,Malchevsky head abundance flags: common|scarce,B,,absent,breeding,breeding,breeding,false,diurnal,капающее «тень-тинь-тянь-тень»,spring;summer;autumn,на земле в ельниках,none,none,,"conif:c,mixed:c",true,true,https://zoomet.ru/mal/malchevski_199.html,breeding|passage,Phylloscopus Collybita,,SRC_PANT2001;SRC_MALPUK1983,B,,candidate
fa_b_wood_warbler,Пеночка-трещотка,трещотка,Phylloscopus sibilatrix,Wood warbler,Aves,Passeriformes,songbird,fauna.bird.songbird.wood_warbler,universal_taxon,novgorod_land,contextual,Malchevsky head abundance flags: n/a,B,,absent,breeding,breeding,absent,false,diurnal,"ускоряющаяся трель, переходящая в треск «сип-сип-сиррррр»",spring;summer,на земле под пологом,none,none,,"broad:c,mixed:c",true,true,https://zoomet.ru/mal/malchevski_200.html,breeding|passage,Phylloscopus Sibilatrix,,SRC_PANT2001;SRC_MALPUK1983,B,,candidate
fa_b_goldcrest,Желтоголовый королёк,королёк,Regulus regulus,Goldcrest,Aves,Passeriformes,songbird,fauna.bird.songbird.goldcrest,universal_taxon,novgorod_land,common,Malchevsky head abundance flags: n/a; note: Tied to spruce taiga (Malchevsky),B,,resident,resident,resident,resident,false,diurnal,очень высокое тонкое «ци-ци-ци» в еловых кронах,winter;spring;summer;autumn,гнёздышко-корзинка под еловой лапой,none,none,,"conif:c,mixed:m",true,true,https://zoomet.ru/mal/malchevski_203.html,,Regulus Regulus,,SRC_PANT2001;SRC_MALPUK1983,B,Tied to spruce taiga (Malchevsky),candidate
fa_b_spotted_flycatcher,Серая мухоловка,мухоловка,Muscicapa striata,Spotted flycatcher,Aves,Passeriformes,songbird,fauna.bird.songbird.spotted_flycatcher,universal_taxon,novgorod_land,common,Malchevsky head abundance flags: n/a,B,,absent,breeding,breeding,breeding,false,diurnal,"тихое «цы-цы», почти беззвучна",spring;summer;autumn,в нишах стволов и строений,none,none,,"edge:c,mixed:c,homestead:m,garden:m,church:m",true,true,https://zoomet.ru/mal/malchevski_204.html,breeding|passage,Muscicapa Striata,,SRC_PANT2001;SRC_MALPUK1983,B,,candidate
fa_b_long_tailed_tit,Ополовник,длиннохвостая синица,Aegithalos caudatus,Long-tailed tit,Aves,Passeriformes,songbird,fauna.bird.songbird.long_tailed_tit,universal_taxon,novgorod_land,contextual,Malchevsky head abundance flags: n/a,B,,resident,resident,resident,resident,false,diurnal,тихое «цирр-цирр» кочующей стайки,winter;spring;summer;autumn,мешковидное гнездо из мха и паутины,none,none,,"flood:c,mixed:c,edge:m,stream:m",true,true,https://zoomet.ru/mal/malchevski_207.html,breeding,Aegithalos Caudatus,,SRC_PANT2001;SRC_MALPUK1983,B,,candidate
fa_b_willow_tit,Пухляк,буроголовая гаичка,Poecile montanus,Willow tit,Aves,Passeriformes,songbird,fauna.bird.songbird.willow_tit,universal_taxon,novgorod_land,ubiquitous,Malchevsky head abundance flags: common; note: Considered the most numerous tit in XIX c. (Malchevsky),B,,resident,resident,resident,resident,false,diurnal,"хрипловатое «ти-ти-дзэ-дзэ», весной свистовая песня",winter;spring;summer;autumn,выдалбливает дупло в трухлявом пне,none,none,,"conif:c,mixed:c,bog:c,edge:m",true,true,https://zoomet.ru/mal/malchevski_210.html,breeding|wintering,Parus Montanus,,SRC_PANT2001;SRC_MALPUK1983,B,Considered the most numerous tit in XIX c. (Malchevsky),candidate
fa_b_coal_tit,Московка,синица,Periparus ater,Coal tit,Aves,Passeriformes,songbird,fauna.bird.songbird.coal_tit,universal_taxon,novgorod_land,common,Malchevsky head abundance flags: common|rare,B,,resident,resident,resident,resident,false,diurnal,"звонкое «пи-тю, пи-тю»",winter;spring;summer;autumn,в дуплах и норках у корней,none,none,,"conif:c,mixed:m",true,false,https://zoomet.ru/mal/malchevski_211.html,resident|passage,Parus Ater,,SRC_PANT2001;SRC_MALPUK1983,B,,candidate
fa_b_crested_tit,Хохлатая синица,гренадёрка,Lophophanes cristatus,Crested tit,Aves,Passeriformes,songbird,fauna.bird.songbird.crested_tit,universal_taxon,novgorod_land,common,Malchevsky head abundance flags: n/a,B,,resident,resident,resident,resident,false,diurnal,трескучая трель «тюррр»,winter;spring;summer;autumn,в дуплах гнилых пней,none,none,,"conif:c,bog:m",true,false,https://zoomet.ru/mal/malchevski_212.html,breeding,Parus Cristatus,,SRC_PANT2001;SRC_MALPUK1983,B,,candidate
fa_b_great_tit,Большая синица,синица,Parus major,Great tit,Aves,Passeriformes,songbird,fauna.bird.songbird.great_tit,universal_taxon,novgorod_land,common,Malchevsky head abundance flags: n/a; note: Increasing in NW now (Malchevsky),B,,resident,resident,resident,resident,false,diurnal,"звонкое «цинь-цинь-тара», зимой у жилья — «пинь-пинь»",winter;spring;summer;autumn,в дуплах,none,none,,"broad:c,mixed:c,edge:c,garden:c,homestead:c,town:m,church:m",true,true,https://zoomet.ru/mal/malchevski_213.html,breeding|wintering,Parus Major,wk:biology_physiology:fauna-great-tit;claim:fauna-great-tit-winter-flocks,SRC_PANT2001;SRC_MALPUK1983,B,Increasing in NW now (Malchevsky),candidate
fa_b_blue_tit,Лазоревка,синица,Cyanistes caeruleus,Eurasian blue tit,Aves,Passeriformes,songbird,fauna.bird.songbird.blue_tit,universal_taxon,novgorod_land,contextual,Malchevsky head abundance flags: common; note: Tied to deciduous woods (Malchevsky),B,,resident,resident,resident,resident,false,diurnal,высокое «ци-ци-цирррр»,winter;spring;summer;autumn,в дуплах лиственных деревьев,none,none,,"broad:c,flood:m,garden:m",true,true,https://zoomet.ru/mal/malchevski_214.html,wintering,Parus Caeruleus,,SRC_PANT2001;SRC_MALPUK1983,B,Tied to deciduous woods (Malchevsky),candidate
fa_b_nuthatch,Обыкновенный поползень,поползень,Sitta europaea,Eurasian nuthatch,Aves,Passeriformes,songbird,fauna.bird.songbird.nuthatch,universal_taxon,novgorod_land,common,Malchevsky head abundance flags: n/a; note: Distribution unchanged 100 years (Malchevsky),B,,resident,resident,resident,resident,false,diurnal,"громкие свисты «твить-твить», весной трели",winter;spring;summer;autumn,"в дупле, леток замазан глиной",none,none,,"broad:c,mixed:c,conif:m,garden:m",true,true,https://zoomet.ru/mal/malchevski_215.html,breeding|wintering,Sitta Europaea,,SRC_PANT2001;SRC_MALPUK1983,B,Distribution unchanged 100 years (Malchevsky),candidate
fa_b_treecreeper,Обыкновенная пищуха,пищуха,Certhia familiaris,Eurasian treecreeper,Aves,Passeriformes,songbird,fauna.bird.songbird.treecreeper,universal_taxon,novgorod_land,contextual,Malchevsky head abundance flags: common,B,,resident,resident,resident,resident,false,diurnal,"тонкое «сри-сри», короткая песенка",winter;spring;summer;autumn,за отставшей корой,none,none,,"conif:c,mixed:c",true,true,https://zoomet.ru/mal/malchevski_216.html,breeding,Certhia Familiaris,,SRC_PANT2001;SRC_MALPUK1983,B,,candidate
fa_b_yellowhammer,Обыкновенная овсянка,овсянка,Emberiza citrinella,Yellowhammer,Aves,Passeriformes,songbird,fauna.bird.songbird.yellowhammer,universal_taxon,novgorod_land,common,Malchevsky head abundance flags: common; note: Winter at threshing floors and roads with spilled grain (general),B,,resident,resident,resident,resident,false,diurnal,песня «цинь-цинь-цинь-цииии» с межевого куста; зимой стайки у гумен и дорог,winter;spring;summer;autumn,на земле у межей,none,none,,"margin:c,edge:c,field:c,homestead:m,lane:m,threshing:m,road:m",true,true,https://zoomet.ru/mal/malchevski_217.html,breeding|passage|wintering,Emberiza Citrinella,,SRC_PANT2001;SRC_MALPUK1983,B,Winter at threshing floors and roads with spilled grain (general),candidate
fa_b_reed_bunting,Камышовая овсянка,овсянка,Emberiza schoeniclus,Common reed bunting,Aves,Passeriformes,songbird,fauna.bird.songbird.reed_bunting,universal_taxon,novgorod_land,common,Malchevsky head abundance flags: n/a; note: Listed since first surveys (Malchevsky),B,,absent,breeding,breeding,breeding,false,diurnal,короткая песня «цинь-цинь-циррь» с тростинки,spring;summer;autumn,в кочках у воды,none,none,,"lake:c,flood:c,stream:c",true,false,https://zoomet.ru/mal/malchevski_222.html,breeding|passage,Emberiza Schoeniclus,,SRC_PANT2001;SRC_MALPUK1983,B,Listed since first surveys (Malchevsky),candidate
fa_b_snow_bunting,Пуночка,,Plectrophenax nivalis,Snow bunting,Aves,Passeriformes,songbird,fauna.bird.songbird.snow_bunting,universal_taxon,novgorod_land,contextual,Malchevsky head abundance flags: common; note: Passage in autumn and early spring over snowy fields (Malchevsky),B,,irregular,passage,absent,passage,false,diurnal,звонкие трели стайки «тирр» над снежным полем,winter;spring;autumn,гнездится в тундре,low,none,,"field:c,flood:c,road:m,lake:m",true,false,https://zoomet.ru/mal/malchevski_224.html,passage|wintering,Plectrophenax Nivalis,,SRC_PANT2001;SRC_MALPUK1983,B,Passage in autumn and early spring over snowy fields (Malchevsky),candidate
fa_b_chaffinch,Зяблик,,Fringilla coelebs,Common chaffinch,Aves,Passeriformes,songbird,fauna.bird.songbird.chaffinch,universal_taxon,novgorod_land,ubiquitous,Malchevsky head abundance flags: most_numerous|common; note: Most numerous and widespread bird of NW (Malchevsky),B,,irregular,breeding,breeding,breeding,false,diurnal,"звонкая песня-раскат с росчерком на конце, в каждом лесу с апреля; «рюмит» к дождю",winter;spring;summer;autumn,аккуратная чашечка на ветке,none,none,,"conif:c,mixed:c,broad:c,edge:c,garden:m,homestead:m",true,true,https://zoomet.ru/mal/malchevski_225.html,passage|wintering,Fringilla Coelebs,,SRC_PANT2001;SRC_MALPUK1983,B,Most numerous and widespread bird of NW (Malchevsky),candidate
