pff_id,pf_id,facet_id,facet_order,slots,coverage,claim_ref_count,needs,limits,residual_needs,claim_refs,source_refs,confidence,status
pff_outbuildings__animal_and_work_use,pf_outbuildings,animal_and_work_use,2,facet_use_people,partial,11,"Какие стойловое содержание, доение, кормление, перенос, сушка или хранение уместны в разных строениях? | Как человек и животное взаимно ограничивают место и время работы?",No animal presence.,building-specific animal use and work timing,claim:place-brief-domestic-fowl-examination-supports-body-and-folded-wings-without-chest-compression;claim:place-poultry-observable-emergency-signs-bound-casual-examination;claim:place-cats-can-use-secluded-or-elevated-hiding-places;claim:place-equine-feet-bear-weight-absorb-shock-and-provide-traction;claim:place-basic-equine-hoof-cleaning-can-remove-debris-around-the-frog;claim:place-rock-pigeons-can-use-sheltered-built-sites-and-congregate-around-food;claim:place-domestic-geese-can-move-as-a-flock-when-herded;claim:place-poultry-approach-and-movement-can-affect-response-without-guaranteed-control;claim:animal-care-needs-presence;claim:practical-fodder-hay;claim:ordinary-life-carpenter-works-wood-with-tools,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=outbuildings].facets[facet=animal_and_work_use],B,candidate
pff_outbuildings__enclosed_senses_and_traces,pf_outbuildings,enclosed_senses_and_traces,3,facet_senses_traces,partial,3,"Какие сено, навоз, дерево, плесень, писк, дыхание и слабый свет меняют восприятие? | Какие следы когтей, кормления, пролива, ремонта и вредителей сохраняются?",No hidden contents.,pest and enclosed-space trace interpretation,claim:population-material-wood-decay;claim:research-fuel-burning-stoves-can-add-indoor-water-vapour;claim:residual-traces-animal-trace-types,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=outbuildings].facets[facet=enclosed_senses_and_traces],B,candidate
pff_outbuildings__confined_risk_and_upkeep,pf_outbuildings,confined_risk_and_upkeep,4,facet_risks_upkeep,partial,7,"Какие огонь, пыль, обрушение, укусы, запертость и скользкий пол опасны? | Какая чистка, подстилка, проветривание и латание меняют пригодность?",Maintenance is not state.,"dust, bite, collapse and cleaning effects",claim:population-material-wood-combustion;claim:research-carbon-monoxide-can-accumulate-indoors;claim:candidate-v2-ice-or-snow-can-be-a-slip-hazard;claim:place-outdoors-means-upkeep-and-environment;claim:place-outdoors-season-work-space-reallocation;claim:reconstructed-place-upkeep-competes-with-weather-work-and-available-means;claim:reconstructed-place-work-spilled-dry-goods-can-increase-floor-level-pest-access,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=outbuildings].facets[facet=confined_risk_and_upkeep],B,candidate
pff_cellar_granary__temperature_dryness_and_containers,pf_cellar_granary,temperature_dryness_and_containers,1,facet_ground,supported,4,"Какие земляной холод, вентиляция, полки, бочки, мешки и защита от влаги определяют хранение? | Как сезон, протечка и проветривание меняют сохранность?",Inventory remains authoritative. container and cellar-specific thermal variation,,claim:place-salt-moisture-at-particle-contacts-can-cake-through-dissolution-and-recrystallization;claim:stored-grain-condition-depends-on-temperature-moisture;claim:stored-grain-airflow-can-reduce-temperature-differences;claim:stored-grain-temperature-gradient-can-migrate-moisture,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=cellar_granary].facets[facet=temperature_dryness_and_containers],B,candidate
pff_cellar_granary__handling_and_access,pf_cellar_granary,handling_and_access,2,facet_use_people,supported,7,"Какие перенос, взвешивание, перебор, закладка и выдача требуют света, тары и людей? | Как различаются хозяин, работник, гость и вредитель как источник риска?","Actual light, tare, owner, access and contents are scene state.",,claim:measurement-grain-mass-volume-density;claim:practical-food-grain-storage;claim:settlement-underfloor-storage;claim:reconstructed-place-work-spilled-dry-goods-can-increase-floor-level-pest-access;claim:reconstructed-dwelling-shelter-food-and-care-shape-small-life-opportunity;claim:reconstructed-place-work-hot-heavy-or-moving-work-benefits-from-clearance;claim:place-outdoors-cover-opening-and-work-visibility,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=cellar_granary].facets[facet=handling_and_access],B,candidate
pff_cellar_granary__storage_signals,pf_cellar_granary,storage_signals,3,facet_senses_traces,partial,3,"Какие запах зерна, дыма, плесени, кислого, прохлада, шорох и темнота наблюдаемы? | Какие следы мышей, просыпи, воды, перетаскивания и ремонта требуют оценки?",No spoilage asserted.,"mould, rodent and odour diagnostic signals",claim:stored-grain-condition-depends-on-temperature-moisture;claim:research-fuel-burning-stoves-can-add-indoor-water-vapour;claim:reconstructed-place-work-spilled-dry-goods-can-increase-floor-level-pest-access,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=cellar_granary].facets[facet=storage_signals],B,candidate
pff_cellar_granary__preservation_hazards,pf_cellar_granary,preservation_hazards,4,facet_risks_upkeep,partial,4,"Какие пожар, сырость, плесень, вредители, падение с лестницы и запертый воздух требуют outcomes? | Какая maintenance: просушка, чистка, починка тары — предотвращает, но не отменяет риски?",No decorative stock.,stored-food pests and mould controls,claim:food-preservation-qualitative;claim:water-can-cool-class-a-fire-fuel-and-flame;claim:household-roof-local-condition-guides-repair;claim:reconstructed-place-work-spilled-dry-goods-can-increase-floor-level-pest-access,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=cellar_granary].facets[facet=preservation_hazards],B,candidate
pff_bathhouse__heat_water_and_material,pf_bathhouse,heat_water_and_material,1,facet_ground,supported,3,"Какие печь, камни, вода, пол, пар, веники и дрова определяют работу помещения? | Как топка, проветривание, мороз и сырость меняют температуру и скольжение?","Generic heat, water, combustion and ventilation premises compose the qualitative steam/floor context; actual bathhouse, heating, water and surface state are scene state.",,claim:bathing-house-heating-before-washing;claim:bathing-washing-water;claim:population-material-wood-combustion,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=bathhouse].facets[facet=heat_water_and_material],B,candidate
pff_bathhouse__washing_and_labor,pf_bathhouse,washing_and_labor,2,facet_use_people,partial,5,"Какие мытьё, перенос воды, топка, стирка, отдых и уборка требуют места и времени? | Как различаются пользователь, топящий и человек с ограниченной подвижностью?",No absolute privacy.,"water carrying, cleaning and mobility context",claim:bathing-washing-water;claim:bathing-house-heating-before-washing;claim:place-outdoors-means-upkeep-and-environment;claim:place-outdoors-season-work-space-reallocation;claim:reconstructed-place-upkeep-competes-with-weather-work-and-available-means,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=bathhouse].facets[facet=washing_and_labor],B,candidate
pff_bathhouse__steam_and_marks,pf_bathhouse,steam_and_marks,3,facet_senses_traces,supported,3,"Как пар, треск дров, запах дыма/мыла, слабый свет и конденсат меняют обзор и звук? | Какие мокрые следы, зола, расход дров и следы чистки остаются?","Generic steam, condensation and sound premises compose this context; observed traces do not identify a person or conversation.",,claim:research-fuel-burning-stoves-can-add-indoor-water-vapour;claim:research-increased-ventilation-can-help-reduce-condensation;claim:foundations-physical-b2-snd-01-sound-source-vibration,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=bathhouse].facets[facet=steam_and_marks],B,candidate
pff_bathhouse__bathhouse_hazards,pf_bathhouse,bathhouse_hazards,4,facet_risks_upkeep,partial,3,"Какие ожоги, дым, угар, поскальзывание, пожар и холод после выхода требуют реалистичной попытки? | Какая maintenance печи, дымохода, пола и воды влияет на риск?",Exact health mechanics elsewhere.,wet-floor slip and post-exit cold interaction,claim:static-minor-thermal-burn-first-aid-is-cool-water-and-no-adherent-removal-or-grease;claim:research-carbon-monoxide-can-accumulate-indoors;claim:water-can-cool-class-a-fire-fuel-and-flame,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=bathhouse].facets[facet=bathhouse_hazards],B,candidate
pff_smithy__forge_material_and_layout,pf_smithy,forge_material_and_layout,1,facet_ground,supported,6,"Какие горн, наковальня, меха, уголь, вода, металл, верстак и проходы нужны для разных работ? | Как топливо, износ и ремонт меняют возможность процесса?",No tools or metal without source.,,claim:ordinary-life-smith-anvil-hammer-tongs;claim:fuel-charcoal-metallurgy-fuel;claim:static-forge-welding-requires-heated-pressed-interface;claim:reconstructed-place-work-process-residue-can-differ-by-material-work;claim:place-outdoors-activity-sensory-pulses;claim:reconstructed-place-work-smithy-can-conditionally-link-forge-bellows-anvil-and-quench,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=smithy].facets[facet=forge_material_and_layout],B,candidate
pff_smithy__craft_labor_and_flow,pf_smithy,craft_labor_and_flow,2,facet_use_people,partial,6,"Какие ковка, нагрев, охлаждение, правка, перенос и ожидание требуют времени и навыка? | Как кузнец, помощник, заказчик и животные по-разному взаимодействуют с пространством?",Mechanics owner remains primary.,time/skill/workflow relations,claim:static-forge-welding-pressure-depends-on-temperature-and-material;claim:metal-properties-depend-on-state;claim:ordinary-life-smith-anvil-hammer-tongs;claim:reconstructed-place-work-hot-heavy-or-moving-work-benefits-from-clearance;claim:reconstructed-place-work-wet-hot-dry-tasks-can-require-sequencing;claim:reconstructed-place-work-smithy-can-conditionally-link-forge-bellows-anvil-and-quench,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=smithy].facets[facet=craft_labor_and_flow],B,candidate
pff_smithy__fire_sounds_and_residue,pf_smithy,fire_sounds_and_residue,3,facet_senses_traces,supported,8,"Какие звон, меха, дым, жар, угольная пыль и искры влияют на восприятие? | Какие окалина, зола, обрезки, следы волочения и копоти могут остаться?",Residue proves no product.,,claim:ordinary-life-smith-leaves-scale-ash-offcuts;claim:foundations-physical-b2-snd-01-sound-source-vibration;claim:population-material-wood-combustion;claim:reconstructed-place-work-hot-heavy-or-moving-work-benefits-from-clearance;claim:reconstructed-place-work-wet-hot-dry-tasks-can-require-sequencing;claim:reconstructed-place-work-process-residue-can-differ-by-material-work;claim:place-outdoors-activity-sensory-pulses;claim:reconstructed-place-work-smithy-can-conditionally-link-forge-bellows-anvil-and-quench,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=smithy].facets[facet=fire_sounds_and_residue],B,candidate
pff_smithy__forge_hazards_and_upkeep,pf_smithy,forge_hazards_and_upkeep,4,facet_risks_upkeep,partial,6,"Какие ожоги, пожар, дым, тяжёлый груз, шум и осколки требуют consequences? | Какая upkeep горна, крыши, воды и инструмента меняет безопасность?",No throughput model.,"heavy-load, noise and forge-upkeep risk",claim:static-burn-severity-or-location-red-flags-need-urgent-qualified-care;claim:research-carbon-monoxide-can-accumulate-indoors;claim:population-material-wood-combustion;claim:reconstructed-place-work-hot-heavy-or-moving-work-benefits-from-clearance;claim:reconstructed-place-work-wet-hot-dry-tasks-can-require-sequencing;claim:reconstructed-place-work-smithy-can-conditionally-link-forge-bellows-anvil-and-quench,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=smithy].facets[facet=forge_hazards_and_upkeep],B,candidate
pff_mill__power_water_and_mechanism,pf_mill,power_water_and_mechanism,1,facet_ground,partial,4,"Какие поток/ветер, колесо, жернова, лотки, помост и мука определяют работу и подход? | Как уровень воды, мороз, штиль и ремонт меняют доступность?",No drive type.,"water/wind mill mechanism, frost and maintenance",claim:milling-grain-compression-shear-fracture;claim:foundations-phys-04-fluid-viscous-resistance;claim:stored-grain-condition-depends-on-temperature-moisture;claim:reconstructed-place-work-mill-operation-depends-on-drive-moving-parts-and-servicing,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=mill].facets[facet=power_water_and_mechanism],B,candidate
pff_mill__milling_labor_and_queue,pf_mill,milling_labor_and_queue,2,facet_use_people,partial,6,"Какие зерно, мешки, измерение, перенос, ожидание и работа мельника образуют ordinary flow? | Как заказчик, работник, животное и ребёнок сталкиваются с движущимися частями?",No tariff/right.,"queue, carrying and moving-part access",claim:measurement-grain-mass-volume-density;claim:milling-plate-gap-pressure-fineness;claim:occupation-directed-grain-procurement;claim:reconstructed-place-work-hot-heavy-or-moving-work-benefits-from-clearance;claim:reconstructed-place-work-wet-hot-dry-tasks-can-require-sequencing;claim:reconstructed-place-work-mill-operation-depends-on-drive-moving-parts-and-servicing,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=mill].facets[facet=milling_labor_and_queue],B,candidate
pff_mill__mill_senses_and_traces,pf_mill,mill_senses_and_traces,3,facet_senses_traces,supported,6,"Какие гул, скрип, мучная пыль, влажность, запах зерна и вибрация меняют ощущение места? | Какие просыпи, следы мешков, вода и следы обслуживания читаемы?","Generic sound, grain and moisture premises compose perception; actual vibration, dust, volume and maintenance traces are scene state.",,claim:foundations-physical-b2-snd-01-sound-source-vibration;claim:grain-processing-bread-ground-plant-base;claim:stored-grain-condition-depends-on-temperature-moisture;claim:reconstructed-place-work-process-residue-can-differ-by-material-work;claim:place-outdoors-activity-sensory-pulses;claim:reconstructed-place-work-mill-operation-depends-on-drive-moving-parts-and-servicing,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=mill].facets[facet=mill_senses_and_traces],B,candidate
pff_mill__mill_hazards,pf_mill,mill_hazards,4,facet_risks_upkeep,partial,6,"Какие захват одеждой, падение в воду, пыль, тяжесть камня и пожар опасны? | Какая maintenance желобов, колеса, крыши и жерновов влияет на риск?",Exact mechanism owner.,"entanglement, water-fall and dust hazards",claim:force-contact-geometry;claim:population-physics-load-deformation;claim:water-can-cool-class-a-fire-fuel-and-flame;claim:reconstructed-place-work-hot-heavy-or-moving-work-benefits-from-clearance;claim:reconstructed-place-work-wet-hot-dry-tasks-can-require-sequencing;claim:reconstructed-place-work-mill-operation-depends-on-drive-moving-parts-and-servicing,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=mill].facets[facet=mill_hazards],B,candidate
pff_threshing_barn__floor_crop_and_air,pf_threshing_barn,floor_crop_and_air,1,facet_ground,partial,4,"Какие ток, снопы, солома, пыль, щели и проветривание определяют работу и сохранность? | Как дождь, мороз, жара и влажность меняют пригодность?",No stored harvest.,barn floor/crop/air relations,claim:stored-grain-condition-depends-on-temperature-moisture;claim:stored-grain-airflow-can-reduce-temperature-differences;claim:practical-fodder-hay;claim:reconstructed-place-work-grain-drying-and-threshing-are-different-work-contexts,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=threshing_barn].facets[facet=floor_crop_and_air],B,candidate
pff_threshing_barn__processing_and_carrying,pf_threshing_barn,processing_and_carrying,2,facet_use_people,partial,4,"Какие цепы, веяние, перенос, укладка и животная тяга требуют пространства и ритма? | Как мастерство, усталость и число работников меняют результат?",No yield.,"threshing, winnowing and team rhythm",claim:milling-grain-compression-shear-fracture;claim:milling-moisture-changes-grain-deformation;claim:measurement-grain-mass-volume-density;claim:reconstructed-place-work-grain-drying-and-threshing-are-different-work-contexts,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=threshing_barn].facets[facet=processing_and_carrying],B,candidate
pff_threshing_barn__dust_sound_and_chaff,pf_threshing_barn,dust_sound_and_chaff,3,facet_senses_traces,partial,5,"Как грохот, пыль, солома, мышиный шорох, слабый свет и запах зерна влияют на восприятие? | Какие остатки мякины, следы волочения и ремонта остаются?","Actual residue, pest and work volume are scene state.",chaff/dust exposure and rodent-sign interpretation,claim:foundations-physical-b2-snd-01-sound-source-vibration;claim:grain-processing-bread-ground-plant-base;claim:reconstructed-place-work-process-residue-can-differ-by-material-work;claim:place-outdoors-activity-sensory-pulses;claim:reconstructed-place-work-grain-drying-and-threshing-are-different-work-contexts,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=threshing_barn].facets[facet=dust_sound_and_chaff],B,candidate
pff_threshing_barn__barn_risk_and_care,pf_threshing_barn,barn_risk_and_care,4,facet_risks_upkeep,partial,7,"Какие пожар, пыль, обрушение, скольжение и порча от сырости требуют consideration? | Какие проветривание, уборка, латание крыши и защита от вредителей меняют состояние?",No upkeep completion.,"dust fire, collapse, pest and maintenance effects",claim:population-material-wood-combustion;claim:household-roof-local-condition-guides-repair;claim:stored-grain-condition-depends-on-temperature-moisture;claim:reconstructed-place-work-hot-heavy-or-moving-work-benefits-from-clearance;claim:reconstructed-place-work-wet-hot-dry-tasks-can-require-sequencing;claim:reconstructed-place-work-spilled-dry-goods-can-increase-floor-level-pest-access;claim:reconstructed-place-work-grain-drying-and-threshing-are-different-work-contexts,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=threshing_barn].facets[facet=barn_risk_and_care],B,candidate
pff_churchyard__ground_paths_and_enclosure,pf_churchyard,ground_paths_and_enclosure,1,facet_ground,partial,4,"Какие дорожки, трава, ограда, ворота, ступени, деревья и влажный грунт требуют spatial attention? | Как дождь, праздник, уход и сезон меняют проход?","Actual paths, enclosure and access are scene state.","Общая связь церковного двора с путями, оградой и доступом.",claim:urban-pavements;claim:reconstructed-churchyard-weather-foot-traffic-and-care-alter-observable-traces;claim:reconstructed-church-interior-ordinary-presence-has-different-practical-paths;claim:reconstructed-place-upkeep-competes-with-weather-work-and-available-means,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=churchyard].facets[facet=ground_paths_and_enclosure],B,candidate
pff_churchyard__people_and_ordinary_use,pf_churchyard,people_and_ordinary_use,2,facet_use_people,partial,4,"Какие приход, ожидание, встреча, уход за территорией и проход мимо могут происходить? | Как различаются посетитель, служитель, ребёнок и путник без заданного roster?",Статус и допуск не угадываются.,"Обычные uses, roles и граница secular activity церковного двора.",claim:reconstructed-churchyard-weather-foot-traffic-and-care-alter-observable-traces;claim:reconstructed-church-interior-ordinary-presence-has-different-practical-paths;claim:reconstructed-place-upkeep-competes-with-weather-work-and-available-means;claim:place-community-funeral-transfer-can-require-coordinated-carrying-and-passage,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=churchyard].facets[facet=people_and_ordinary_use],B,candidate
pff_churchyard__quiet_senses_and_traces,pf_churchyard,quiet_senses_and_traces,3,facet_senses_traces,supported,5,"Какие звон, пение, дым, воск, сырость, тень и открытый свет влияют на восприятие? | Какие следы свечей, обуви, уборки, дождя и процессии могут быть видны?",Не выводить ritual/event из следа.,,claim:work-waste-context;claim:place-outdoors-activity-sensory-pulses;claim:reconstructed-churchyard-weather-foot-traffic-and-care-alter-observable-traces;claim:reconstructed-church-interior-ordinary-presence-has-different-practical-paths;claim:reconstructed-place-upkeep-competes-with-weather-work-and-available-means,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=churchyard].facets[facet=quiet_senses_and_traces],B,candidate
pff_churchyard__precinct_care_and_risk,pf_churchyard,precinct_care_and_risk,4,facet_risks_upkeep,partial,3,"Какие скользкие ступени, огонь свечи, теснота и ночная темнота требуют context? | Какая уборка, ремонт дорожек, уход за зеленью меняют ordinary state?",Не создавать church policy.,"Caretaking, surface hazards and authority for maintenance.",claim:reconstructed-churchyard-weather-foot-traffic-and-care-alter-observable-traces;claim:reconstructed-church-interior-ordinary-presence-has-different-practical-paths;claim:reconstructed-place-upkeep-competes-with-weather-work-and-available-means,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=churchyard].facets[facet=precinct_care_and_risk],B,candidate
pff_monastery_yard__compound_layout_and_water,pf_monastery_yard,compound_layout_and_water,1,facet_ground,supported,3,"Какие дворы, ограды, дорожки, хозяйственные зоны, колодцы и посадки могут разделять поток? | Как сезонная чистка, снег и дожди меняют связность?",Не утверждать конкретный монастырь или его устройство.,,claim:reconstructed-monastery-yard-can-coordinate-ordinary-outdoor-work-contextually;claim:place-outdoors-traffic-wet-ground-and-ruts;claim:reconstructed-place-upkeep-competes-with-weather-work-and-available-means,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=monastery_yard].facets[facet=compound_layout_and_water],B,candidate
pff_monastery_yard__communal_work,pf_monastery_yard,communal_work,2,facet_use_people,supported,3,"Какие готовка, сад, приём, перенос, мастерская и уход за животными могут сосуществовать? | Как посетитель, брат, работник и поставщик видят разные части среды?",Роли/доступ требуют authoritative context.,,claim:construction-auxiliary-construction-work;claim:reconstructed-monastery-yard-can-coordinate-ordinary-outdoor-work-contextually;claim:place-community-established-monastic-distribution-can-coordinate-serving-waiting-and-safe-passage,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=monastery_yard].facets[facet=communal_work],B,candidate
pff_monastery_yard__compound_senses,pf_monastery_yard,compound_senses,3,facet_senses_traces,supported,3,"Какие звон, молитва, дым кухни, садовые запахи, шаги и закрытые ворота меняют восприятие? | Какие следы ухода, доставки, воды и работ дают ordinary evidence?",Не превращать атмосферу в theological claim.,,claim:research-atmospheric-conditions-affect-smoke-transport-and-dispersion;claim:place-outdoors-activity-sensory-pulses;claim:reconstructed-monastery-yard-can-coordinate-ordinary-outdoor-work-contextually,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=monastery_yard].facets[facet=compound_senses],B,candidate
pff_monastery_yard__order_and_hazards,pf_monastery_yard,order_and_hazards,4,facet_risks_upkeep,supported,2,"Какие пожар, скользкие дорожки, рабочие животные и тесные проходы требуют resolution? | Какая maintenance стен, крыш, сада и воды формирует меняющееся место?",Не создавать порядок/правила обители.,,claim:water-can-cool-class-a-fire-fuel-and-flame;claim:reconstructed-monastery-yard-can-coordinate-ordinary-outdoor-work-contextually,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=monastery_yard].facets[facet=order_and_hazards],B,candidate
pff_road__route_surface_and_weather,pf_road,route_surface_and_weather,1,facet_ground,supported,3,"Какие колеи, песок, глина, камни, лужи, снег и уклоны меняют скорость людей, коней и повозок? | Как сезонная maintenance, дождь и мороз дают различную проходимость?",Не устанавливать маршрут или расстояние.,,claim:terrain-background;claim:wet-granular-liquid-bridges-can-provide-capillary-cohesion;claim:place-outdoors-traffic-wet-ground-and-ruts,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=road].facets[facet=route_surface_and_weather],B,candidate
pff_road__travel_and_support,pf_road,travel_and_support,2,facet_use_people,supported,2,"Какие груз, упряжь, пеший ход, привалы, ремонт и ориентирование требуют means? | Как различаются купец, крестьянин, гонец, семья и одиночный путник?",Не присваивать цели путешествия.,,claim:transport-horse-sledge-equipment;claim:transport-sledge-summer-cargo,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=road].facets[facet=travel_and_support],B,candidate
pff_road__road_signals,pf_road,road_signals,3,facet_senses_traces,supported,5,"Как пыль, скрип, копыта, птичьи голоса, дым вдали, сумерки и открытый обзор влияют на perception? | Какие следы колёс, костров, подков, поломки и ремонта требуют time sensitivity?",Следы не являются tracking guarantee.,,claim:place-outdoors-activity-sensory-pulses;claim:place-outdoors-traffic-wet-ground-and-ruts;claim:place-outdoors-clearing-and-trace-renewal;claim:place-outdoors-cover-opening-and-work-visibility;claim:residual-nature-twilight-solar-afterglow,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=road].facets[facet=road_signals],B,candidate
pff_road__road_risk_and_repair,pf_road,road_risk_and_repair,4,facet_risks_upkeep,partial,5,"Какие усталость, разбойная опасность как контекстная возможность, слом оси, переохлаждение и потеря пути важны? | Какие объезды, гати, мосты и подсыпка требуют maintenance/source?","Не создаёт угрозы или инфраструктуру автоматически. Supported mechanical/upkeep relations do not by themselves cover the listed security, cold and navigation needs.","Связный контекст разбойной угрозы, потери пути и холодового воздействия при дорожной остановке; текущие refs преимущественно покрывают груз, утомление, повреждение дерева, грунт и уход.",claim:force-contact-geometry;claim:work-intensity-duration;claim:foundations-mat-02-wood-drying-crack-strength;claim:reconstructed-place-upkeep-competes-with-weather-work-and-available-means;claim:static-ground-b05-wet-soil-can-reduce-trafficability-and-rut-under-load,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=road].facets[facet=road_risk_and_repair],B,candidate
pff_bridge_crossing__span_support_and_load,pf_bridge_crossing,span_support_and_load,1,facet_ground,supported,6,"Какие настил, брёвна, опоры, перила, лёд, подмыв и ширина влияют на перенос веса? | Как вода, мороз, гниль и ремонт меняют допустимый проход?",Не утверждать конструкцию конкретного моста.,,claim:force-contact-geometry;claim:population-material-wood-loading;claim:population-material-wood-decay;claim:foundations-mat-02-wood-drying-crack-strength;claim:foundations-haz-05-slope-water-triggers;claim:candidate-v2-ice-or-snow-can-be-a-slip-hazard,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=bridge_crossing].facets[facet=span_support_and_load],B,candidate
pff_bridge_crossing__crossing_flow,pf_bridge_crossing,crossing_flow,2,facet_use_people,supported,5,"Как пешие, животные, телеги, носильщики и встречный поток делят узкий проход? | Какие манёвры, ожидание и помощь нужны при грузе или плохой погоде?","Обычный встречный проход и ожидание — композиция свободного рабочего пути, ограниченных средств и местной договорённости, не обязательный регламент. Осмотр поклажи применим лишь при уже заданном контрольном месте и просьбе; не делает любой мост заставой или neutral access zone.",,claim:force-contact-geometry;claim:reconstructed-place-work-hot-heavy-or-moving-work-benefits-from-clearance;claim:practical-work-tradeoff;claim:public-world-senior-can-coordinate-messenger-can-carry-word;claim:place-community-requested-convoy-inspection-can-require-a-stop-and-accessible-load-handling,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=bridge_crossing].facets[facet=crossing_flow],B,candidate
pff_bridge_crossing__bridge_signals,pf_bridge_crossing,bridge_signals,3,facet_senses_traces,supported,6,"Какие скрип, плеск, ветер, вибрация, открытая видимость и следы колёс говорят о состоянии? | Какие трещины, свежие доски, грязь и водяные отметки требуют осторожного чтения?",Не ставить диагноз конструкции из атмосферы.,,claim:place-outdoors-activity-sensory-pulses;claim:foundations-physical-b2-snd-01-sound-source-vibration;claim:place-outdoors-cover-opening-and-work-visibility;claim:foundations-mat-02-wood-drying-crack-strength;claim:research-flood-can-leave-high-water-mark-types;claim:place-outdoors-traffic-wet-ground-and-ruts,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=bridge_crossing].facets[facet=bridge_signals],B,candidate
pff_bridge_crossing__crossing_hazard_and_upkeep,pf_bridge_crossing,crossing_hazard_and_upkeep,4,facet_risks_upkeep,supported,7,"Какие падение, обрушение, ледяная скользкость, паника животного и затор создают outcomes? | Какие ремонт, очистка, подпорка и сезонное закрытие нуждаются в history?",Не считать maintenance выполненной.,,claim:candidate-v2-ice-or-snow-can-be-a-slip-hazard;claim:population-material-wood-loading;claim:population-material-wood-decay;claim:foundations-haz-05-slope-water-triggers;claim:static-animal-b06-perceived-threat-can-prompt-horse-flight;claim:reconstructed-place-work-hot-heavy-or-moving-work-benefits-from-clearance;claim:reconstructed-place-upkeep-competes-with-weather-work-and-available-means,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=bridge_crossing].facets[facet=crossing_hazard_and_upkeep],B,candidate
pff_ferry_landing__landing_ground_and_wait,pf_ferry_landing,landing_ground_and_wait,1,facet_ground,supported,3,"Какие отмель, сходня, грязь, привязи, очередь и укрытие от ветра определяют ожидание? | Как уровень воды, лёд и погода меняют саму точку посадки?",Не утверждать паромное сообщение или расписание.,,claim:wet-granular-liquid-bridges-can-provide-capillary-cohesion;claim:place-outdoors-shore-working-edge-composition;claim:place-outdoors-microterrain-patches,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=ferry_landing].facets[facet=landing_ground_and_wait],B,candidate
