g4_location_type,title_ru_example,scale_role,v6_row_count,v6_status_counts,place_template_ids,pf_ids,mapping_status,note,source_refs,confidence,status
timber_stack,лесоматериал и доски,"сырьё, пожарный риск",3,usable_with_caution:1;draft:2,pt_shipyard_boatyard:3,pf_ordinary_workshop;pf_outbuildings,mapped,,DOCUMENTS/documents-kg/corpus/DOCUMENTS/novgorod_graphify_g1_g4_full/source_tsv/novgorod_g2_g4_70_cells_v6_g4_locations.tsv#g4_location_type=timber_stack,C,candidate
tool_shed,инструментальный навес,"инструменты, замки",3,usable_with_caution:1;draft:2,pt_shipyard_boatyard:3,pf_outbuildings,mapped,,DOCUMENTS/documents-kg/corpus/DOCUMENTS/novgorod_graphify_g1_g4_full/source_tsv/novgorod_g2_g4_70_cells_v6_g4_locations.tsv#g4_location_type=tool_shed,C,candidate
tool_storage,"снасти, ловушки или инструмент",предметы промысла,92,draft:92,pt_hunting_camp:48;pt_wintering_hut:34;pt_forest_work_camp:10,pf_outbuildings,mapped,,DOCUMENTS/documents-kg/corpus/DOCUMENTS/novgorod_graphify_g1_g4_full/source_tsv/novgorod_g2_g4_70_cells_v6_g4_locations.tsv#g4_location_type=tool_storage,C,candidate
town_gate,городской въезд или ворота,вход и контроль,2,usable_with_caution:2,pt_town:2,pf_town_wall_edge,mapped,,DOCUMENTS/documents-kg/corpus/DOCUMENTS/novgorod_graphify_g1_g4_full/source_tsv/novgorod_g2_g4_70_cells_v6_g4_locations.tsv#g4_location_type=town_gate,C,candidate
track_entry,тропа к стану,вход из леса/болота,92,draft:92,pt_hunting_camp:48;pt_wintering_hut:34;pt_forest_work_camp:10,pf_forest_track,mapped,,DOCUMENTS/documents-kg/corpus/DOCUMENTS/novgorod_graphify_g1_g4_full/source_tsv/novgorod_g2_g4_70_cells_v6_g4_locations.tsv#g4_location_type=track_entry,C,candidate
trade_rows,торговые ряды и лавочные места,"торг, цены, товары",33,usable_with_caution:6;draft:27,pt_market_place:33,pf_market_square,mapped,,DOCUMENTS/documents-kg/corpus/DOCUMENTS/novgorod_graphify_g1_g4_full/source_tsv/novgorod_g2_g4_70_cells_v6_g4_locations.tsv#g4_location_type=trade_rows,C,candidate
trade_side_spine,уличный остов,восточная торговая сторона,1,usable_with_caution:1,pt_city_major_center:1,pf_town_street,mapped,,DOCUMENTS/documents-kg/corpus/DOCUMENTS/novgorod_graphify_g1_g4_full/source_tsv/novgorod_g2_g4_70_cells_v6_g4_locations.tsv#g4_location_type=trade_side_spine,C,candidate
treasury_klet,казённая клеть или ларь,"ценности, замки, запрет",6,usable_with_caution:4;draft:2,pt_administrative_court:6,pf_cellar_granary,mapped,,DOCUMENTS/documents-kg/corpus/DOCUMENTS/novgorod_graphify_g1_g4_full/source_tsv/novgorod_g2_g4_70_cells_v6_g4_locations.tsv#g4_location_type=treasury_klet,C,candidate
upstream_path,тропа вверх по берегу,обходной прибрежный ход,195,draft:192;usable_with_caution:3,pt_river_landing:188;pt_boat_landing:7,pf_riverbank,mapped,,DOCUMENTS/documents-kg/corpus/DOCUMENTS/novgorod_graphify_g1_g4_full/source_tsv/novgorod_g2_g4_70_cells_v6_g4_locations.tsv#g4_location_type=upstream_path,C,candidate
village_passage,проход между дворами,главный внутренний ход,144,draft:144,pt_hamlet:144,pf_village_lane,mapped,,DOCUMENTS/documents-kg/corpus/DOCUMENTS/novgorod_graphify_g1_g4_full/source_tsv/novgorod_g2_g4_70_cells_v6_g4_locations.tsv#g4_location_type=village_passage,C,candidate
volkhov_bridge_axis,Волховский мостовой ход,связь сторон города,1,usable_with_caution:1,pt_city_major_center:1,pf_bridge_crossing;pf_town_street,mapped,,DOCUMENTS/documents-kg/corpus/DOCUMENTS/novgorod_graphify_g1_g4_full/source_tsv/novgorod_g2_g4_70_cells_v6_g4_locations.tsv#g4_location_type=volkhov_bridge_axis,C,candidate
waiting_bank,берег ожидания,"ожидание, торг, свидетели",320,draft:317;usable_with_caution:3,pt_river_landing:188;pt_ford_place:108;pt_ferry_place:17;pt_boat_landing:7,pf_riverbank;pf_ferry_landing,mapped,,DOCUMENTS/documents-kg/corpus/DOCUMENTS/novgorod_graphify_g1_g4_full/source_tsv/novgorod_g2_g4_70_cells_v6_g4_locations.tsv#g4_location_type=waiting_bank,C,candidate
waiting_shelter,навес или сухое место ожидания,"ожидание, путники",21,usable_with_caution:1;draft:20,pt_crossroads:21,pf_road,mapped,,DOCUMENTS/documents-kg/corpus/DOCUMENTS/novgorod_graphify_g1_g4_full/source_tsv/novgorod_g2_g4_70_cells_v6_g4_locations.tsv#g4_location_type=waiting_shelter,C,candidate
watch_and_fire_points,сторожевые и пожарные точки,"наблюдение, тревога, контроль",1,usable_with_caution:1,pt_city_major_center:1,pf_town_wall_edge,mapped,,DOCUMENTS/documents-kg/corpus/DOCUMENTS/novgorod_graphify_g1_g4_full/source_tsv/novgorod_g2_g4_70_cells_v6_g4_locations.tsv#g4_location_type=watch_and_fire_points,C,candidate
watch_corner,сторожевой угол,"порядок, свидетели, риск",2,usable_with_caution:2,pt_town:2,pf_town_wall_edge,mapped,,DOCUMENTS/documents-kg/corpus/DOCUMENTS/novgorod_graphify_g1_g4_full/source_tsv/novgorod_g2_g4_70_cells_v6_g4_locations.tsv#g4_location_type=watch_corner,C,candidate
watch_place,сторожевой угол,охрана ценного товара,39,usable_with_caution:8;draft:31,pt_market_place:33;pt_hillfort_gorodishche:5;pt_saltworks:1,pf_market_square;pf_town_wall_edge,mapped,,DOCUMENTS/documents-kg/corpus/DOCUMENTS/novgorod_graphify_g1_g4_full/source_tsv/novgorod_g2_g4_70_cells_v6_g4_locations.tsv#g4_location_type=watch_place,C,candidate
water_channel,речная полоса перевоза,водный риск,17,draft:17,pt_ferry_place:17,pf_river_channel,mapped,,DOCUMENTS/documents-kg/corpus/DOCUMENTS/novgorod_graphify_g1_g4_full/source_tsv/novgorod_g2_g4_70_cells_v6_g4_locations.tsv#g4_location_type=water_channel,C,candidate
water_drain,слив и мокрая низина,"грязь, риск",1,usable_with_caution:1,pt_saltworks:1,pf_marshy_stream,mapped,,DOCUMENTS/documents-kg/corpus/DOCUMENTS/novgorod_graphify_g1_g4_full/source_tsv/novgorod_g2_g4_70_cells_v6_g4_locations.tsv#g4_location_type=water_drain,C,candidate
water_edge,урез воды и течение,"опасность воды, следы",195,draft:192;usable_with_caution:3,pt_river_landing:188;pt_boat_landing:7,pf_riverbank,mapped,,DOCUMENTS/documents-kg/corpus/DOCUMENTS/novgorod_graphify_g1_g4_full/source_tsv/novgorod_g2_g4_70_cells_v6_g4_locations.tsv#g4_location_type=water_edge,C,candidate
water_or_landing,водное место или берег,"вода, лодка, стирка, следы",5,usable_with_caution:3;draft:2,pt_monastery:5,pf_riverbank;pf_monastery_yard,mapped,,DOCUMENTS/documents-kg/corpus/DOCUMENTS/novgorod_graphify_g1_g4_full/source_tsv/novgorod_g2_g4_70_cells_v6_g4_locations.tsv#g4_location_type=water_or_landing,C,candidate
water_place,"колодец, ручей или береговое место",вода и встречи,144,draft:144,pt_hamlet:144,pf_riverbank;pf_marshy_stream,mapped,,DOCUMENTS/documents-kg/corpus/DOCUMENTS/novgorod_graphify_g1_g4_full/source_tsv/novgorod_g2_g4_70_cells_v6_g4_locations.tsv#g4_location_type=water_place,C,candidate
water_route_exit,водный или береговой выход,дальнейший путь,7,draft:7,pt_fishing_station:7,pf_river_channel,mapped,,DOCUMENTS/documents-kg/corpus/DOCUMENTS/novgorod_graphify_g1_g4_full/source_tsv/novgorod_g2_g4_70_cells_v6_g4_locations.tsv#g4_location_type=water_route_exit,C,candidate
water_spot,ручей или мокрое место,"вода, следы, опасность",131,draft:130;usable_with_caution:1,pt_hunting_camp:48;pt_wintering_hut:34;pt_crossroads:21;pt_isolated_farmstead:18;pt_forest_work_camp:10,pf_marshy_stream;pf_riverbank,mapped,,DOCUMENTS/documents-kg/corpus/DOCUMENTS/novgorod_graphify_g1_g4_full/source_tsv/novgorod_g2_g4_70_cells_v6_g4_locations.tsv#g4_location_type=water_spot,C,candidate
weir_or_sadki,"закол, садки или ловушка",производственная точка в воде,11,draft:11,pt_fishing_station:7;pt_fish_weir_site:4,pf_fishing_camp;pf_river_channel,mapped,,DOCUMENTS/documents-kg/corpus/DOCUMENTS/novgorod_graphify_g1_g4_full/source_tsv/novgorod_g2_g4_70_cells_v6_g4_locations.tsv#g4_location_type=weir_or_sadki,C,candidate
well_or_bank,"колодец, ручей или берег",вода и бытовой контакт,64,draft:58;usable_with_caution:6,pt_market_place:33;pt_pogost_center:21;pt_rural_church_center:10,pf_riverbank;pf_village_lane,mapped,,DOCUMENTS/documents-kg/corpus/DOCUMENTS/novgorod_graphify_g1_g4_full/source_tsv/novgorod_g2_g4_70_cells_v6_g4_locations.tsv#g4_location_type=well_or_bank,C,candidate
well_or_pond,колодец или пруд,"вода, следы",2,draft:2,pt_estate_center:2,pf_rural_yard,mapped,,DOCUMENTS/documents-kg/corpus/DOCUMENTS/novgorod_graphify_g1_g4_full/source_tsv/novgorod_g2_g4_70_cells_v6_g4_locations.tsv#g4_location_type=well_or_pond,C,candidate
well_or_spring,колодец или родник,вода при осаде/стоянке,5,usable_with_caution:1;draft:4,pt_hillfort_gorodishche:5,pf_town_courtyard,mapped,,DOCUMENTS/documents-kg/corpus/DOCUMENTS/novgorod_graphify_g1_g4_full/source_tsv/novgorod_g2_g4_70_cells_v6_g4_locations.tsv#g4_location_type=well_or_spring,C,candidate
well_or_stream,колодец или ручей у села,"вода, встречи, следы",198,draft:198,pt_village:198,pf_village_lane;pf_marshy_stream,mapped,,DOCUMENTS/documents-kg/corpus/DOCUMENTS/novgorod_graphify_g1_g4_full/source_tsv/novgorod_g2_g4_70_cells_v6_g4_locations.tsv#g4_location_type=well_or_stream,C,candidate
well_place,колодец или водное место,вода и встречи,18,usable_with_caution:10;draft:8,pt_posad_suburb:18,pf_town_street,mapped,,DOCUMENTS/documents-kg/corpus/DOCUMENTS/novgorod_graphify_g1_g4_full/source_tsv/novgorod_g2_g4_70_cells_v6_g4_locations.tsv#g4_location_type=well_place,C,candidate
wood_stack,дрова и сушняк,топливо и следы,92,draft:92,pt_hunting_camp:48;pt_wintering_hut:34;pt_forest_work_camp:10,pf_outbuildings;pf_hunting_ground,mapped,,DOCUMENTS/documents-kg/corpus/DOCUMENTS/novgorod_graphify_g1_g4_full/source_tsv/novgorod_g2_g4_70_cells_v6_g4_locations.tsv#g4_location_type=wood_stack,C,candidate
work_sheds,навесы и рабочие места,"дрова, инструмент, шум",18,usable_with_caution:10;draft:8,pt_posad_suburb:18,pf_ordinary_workshop;pf_outbuildings,mapped,,DOCUMENTS/documents-kg/corpus/DOCUMENTS/novgorod_graphify_g1_g4_full/source_tsv/novgorod_g2_g4_70_cells_v6_g4_locations.tsv#g4_location_type=work_sheds,C,candidate
work_yard,рабочий двор и навесы,"ремонт, дрова, инструмент",2,draft:2,pt_estate_center:2,pf_rural_yard;pf_outbuildings,mapped,,DOCUMENTS/documents-kg/corpus/DOCUMENTS/novgorod_graphify_g1_g4_full/source_tsv/novgorod_g2_g4_70_cells_v6_g4_locations.tsv#g4_location_type=work_yard,C,candidate
work_yards,хозяйственные дворы и навесы,"ремонт, дрова, работа",2,usable_with_caution:2,pt_town:2,pf_town_courtyard;pf_ordinary_workshop,mapped,,DOCUMENTS/documents-kg/corpus/DOCUMENTS/novgorod_graphify_g1_g4_full/source_tsv/novgorod_g2_g4_70_cells_v6_g4_locations.tsv#g4_location_type=work_yards,C,candidate
worker_huts,рабочие избы,"люди, усталость, быт",1,usable_with_caution:1,pt_saltworks:1,pf_dwelling_interior,mapped,,DOCUMENTS/documents-kg/corpus/DOCUMENTS/novgorod_graphify_g1_g4_full/source_tsv/novgorod_g2_g4_70_cells_v6_g4_locations.tsv#g4_location_type=worker_huts,C,candidate
working_bank,рабочий берег,основная работа у воды,11,draft:11,pt_fishing_station:7;pt_fish_weir_site:4,pf_fishing_camp,mapped,,DOCUMENTS/documents-kg/corpus/DOCUMENTS/novgorod_graphify_g1_g4_full/source_tsv/novgorod_g2_g4_70_cells_v6_g4_locations.tsv#g4_location_type=working_bank,C,candidate
working_yard,рабочий двор,центр работ,3,usable_with_caution:1;draft:2,pt_shipyard_boatyard:3,pf_ordinary_workshop,mapped,,DOCUMENTS/documents-kg/corpus/DOCUMENTS/novgorod_graphify_g1_g4_full/source_tsv/novgorod_g2_g4_70_cells_v6_g4_locations.tsv#g4_location_type=working_yard,C,candidate
yard_gate,воротца и ограда двора,граница доступа и свидетели,18,draft:18,pt_isolated_farmstead:18,pf_peasant_homestead,mapped,,DOCUMENTS/documents-kg/corpus/DOCUMENTS/novgorod_graphify_g1_g4_full/source_tsv/novgorod_g2_g4_70_cells_v6_g4_locations.tsv#g4_location_type=yard_gate,C,candidate
yaroslav_court_market_core,Ярославово дворище и торг,торговое и вечевое ядро,1,usable_with_caution:1,pt_city_major_center:1,pf_market_square;pf_town_courtyard,mapped,,DOCUMENTS/documents-kg/corpus/DOCUMENTS/novgorod_graphify_g1_g4_full/source_tsv/novgorod_g2_g4_70_cells_v6_g4_locations.tsv#g4_location_type=yaroslav_court_market_core,C,candidate
