gm_id,source_item_id,name_ru,alt_names_ru,name_en,garment_category,universal_category_layer,region_id,equipment_slot,usage_context,material,material_ids,material_class,dye_color,color_ids,dye_evidence_refs,decoration,sex,age,marital_status,status_band,status_basis,season,season_basis,wear_states,mark_slots,runtime_daily_eligible,existing_runtime_template,visual_fabric,visual_main_color,visual_new_values,do_not_confuse_with,source_refs,confidence,status,notes
gm_fw014,FW014,Игольновязаная шерстяная стелька,вязаная иглой стелька,naalbinding insole,garment.kind.insole,universal,region_novgorod_land,insole,daily,шерстяная пряжа,MAT003,textile,серый | коричневый | натуральный,COL003,undyed(natural wool),нет/минимальная (ANTI003),male|female,young_adult|adult|middle_aged|old,any,low|middle|high|elite,range:все слои|широк|все группы|разн|все в разн,autumn|winter,text:осен;зим,new|serviceable|worn|patched|dirty|torn|wet,none,true,,wool,brown,,современной спицевой вязкой промышленного вида,costume:FW014|costume:SRC001|wk:material_culture:wool-footwear-lining|claim:population-wool-lining,A,candidate,"Плотная шерстяная стелька, выполненная игольным вязанием, для тепла и удобства."
gm_fw015,FW015,Игольновязаный шерстяной носок,шерстяной носок,naalbinding wool sock,garment.kind.sock,universal,region_novgorod_land,foot_layer,daily,шерстяная пряжа,MAT003,textile,серый | коричневый | натуральный | возможен приглушённый окрашенный,COL003,undyed(natural wool),нет/минимальная (ANTI003),male|female,young_adult|adult|middle_aged|old,any,low|middle|high|elite,range:все слои|широк|все группы|разн|все в разн,spring|spring_rasputitsa|autumn|winter,text:весн|весен;осен;зим,new|serviceable|worn|patched|dirty|torn|wet,none,true,,wool,brown,,современным эластичным носком с резинкой,costume:FW015|costume:SRC001|wk:material_culture:wool-footwear-lining|claim:population-wool-lining,A,candidate,"Тёплый носок, изготовленный игольным вязанием; надевался внутрь кожаной обуви."
gm_fw016,FW016,Стопная онуча,портянка | обмотка стопы,foot wrap (onucha),garment.kind.foot_wrap_onucha,universal,region_novgorod_land,foot_layer,daily,лён | шерсть,MAT001|MAT003,textile,небелёный | серый,COL001|COL002|COL003,undyed|undyed(bleached)|undyed(natural wool),нет/минимальная (ANTI003),male|female,young_adult|adult|middle_aged|old,any,low|middle|high|elite,unspecified(all),summer|spring|spring_rasputitsa|autumn|winter,text:круглый год,new|serviceable|worn|patched|dirty|torn|wet,none,true,,light_linen,undyed_linen,,обязательным элементом каждого персонажа,costume:FW016|costume:SRC006|costume:SRC034|wk:material_culture:onuchi|claim:clothing-onuchi-wrap,B,candidate,"Полоса ткани, оборачиваемая вокруг стопы внутри обуви; практична при отсутствии носка или как дополнительный слой."
gm_fw017,FW017,Защитные поршни поверх дорогой обуви,кожаные галоши-поршни — описательно,protective overshoe porshni,garment.kind.overshoe_porshni,universal,region_novgorod_land,over_footwear,daily,грубая кожа,MAT006,leather,тёмно-коричневый | грязный,COL003|COL008,claim:textile-ellagic-acid-analysis|costume:SRC007|costume:SRC043|undyed(natural wool),нет/минимальная (ANTI003),male|female,young_adult|adult|middle_aged|old,any,middle|high,range:средний и богатый|средний/богатый|средний/высокий|средний или обеспеченный,spring|spring_rasputitsa|autumn,text:весн|весен;осен;распутиц|грязь,new|serviceable|worn|patched|dirty|torn|wet,none,true,,leather,brown,leather,резиновыми калошами,costume:FW017|costume:SRC001|wk:material_culture:porshen-overshoe|claim:household-overshoe,A,candidate,"Простая кожаная обувь, надеваемая поверх красивой/дорогой пары в грязь межсезонья."
gm_fw018,FW018,Железный ледоходный шип,ледоход | шип для обуви,iron ice cleat,garment.kind.ice_cleat,universal,region_novgorod_land,footwear_attachment,ice,железо | кожаные ремешки,MAT006|MAT011,leather,железо | тёмная кожа,COL008,claim:textile-ellagic-acid-analysis|costume:SRC007|costume:SRC043,нет/минимальная (ANTI003),male|female,young_adult|adult|middle_aged|old,any,low|middle|high|elite,unspecified(all),winter,text:зим,new|serviceable|worn|patched|dirty|torn|wet,none,false,,leather,dark,leather|dark,современными кошками альпиниста,costume:FW018|costume:SRC001|costume:SRC047|claim:settlement-ice-grip-footwear,A,candidate,"Съёмное железное приспособление, привязываемое к обуви для сцепления на льду."
gm_fw020,FW020,"Шпора, крепящаяся к обуви всадника",железная шпора,spur,garment.kind.spur,universal,region_novgorod_land,footwear_attachment,riding,железо | кожаные ремни,MAT006|MAT011,leather,железо | коричневая кожа,COL003,undyed(natural wool),всадническая функция; качественная металлическая работа,male,young_adult|adult|middle_aged|old,any,low|middle|high|elite,unspecified(all),summer|spring|spring_rasputitsa|autumn|winter,context_only(all),new|serviceable|worn|patched|dirty|torn|wet,none,false,,leather,brown,leather,поздней большой звёздчатой ковбойской шпорой,costume:FW020|costume:SRC001|costume:SRC023|costume:SRC047|claim:household-spur,B,candidate,Металлическая шпора на ремнях для управления конём; связана с конным статусом и военной/служилой ролью.
gm_ac001,AC001,Простой кожаный пояс,ремень,belt,garment.kind.belt,universal,region_novgorod_land,waist,daily,кожа,MAT006,leather,коричневый | тёмно-коричневый,COL003|COL008,claim:textile-ellagic-acid-analysis|costume:SRC007|costume:SRC043|undyed(natural wool),нет/минимальная (ANTI003),male|female,young_adult|adult|middle_aged|old,any,low|middle|high|elite,range:все слои|широк|все группы|разн|все в разн,summer|spring|spring_rasputitsa|autumn|winter,text:круглый год,new|serviceable|worn|patched|dirty|torn|wet,buckle|mounts|strap_end,true,,leather,brown,leather,широким фэнтезийным поясом-корсетом,costume:AC001|costume:SRC002|costume:SRC005|costume:SRC028|costume:SRC033|wk:material_culture:belt|claim:clothing-male-shirt-belt|claim:population-leather-straps,B,candidate,"Узкий или средней ширины ремень, стягивающий одежду и служащий основой для подвеса ножа, кошеля или инструмента."
gm_ac002,AC002,Тканый пояс или тесьма,поясная тесьма,woven belt,garment.kind.woven_belt,universal,region_novgorod_land,waist,daily,шерсть | лён,MAT001|MAT003,textile,натуральный | красный | синий | полосатый — умеренно,COL003|COL004|COL005,claim:textile-indigo-yellow-analysis|claim:textile-lac-dye-analysis|costume:SRC007|costume:SRC015|costume:SRC016|undyed(natural wool),нет/минимальная (ANTI003),male|female,young_adult|adult|middle_aged|old,any,low|middle|high|elite,range:все слои|широк|все группы|разн|все в разн,summer|spring|spring_rasputitsa|autumn|winter,text:круглый год,new|serviceable|worn|patched|dirty|torn|wet,buckle|mounts|strap_end,true,,light_linen,brown,,широким кушаком позднего времени,costume:AC002|costume:SRC007|costume:SRC008|costume:SRC006|wk:material_culture:belt|claim:clothing-male-shirt-belt,B,candidate,"Тканая или плетёная полоса для подпоясывания рубахи/платья; хуже сохраняется, поэтому форма реконструируется."
gm_ac005,AC005,Поясной набор с накладками,ременные накладки | поясные бляшки,belt with mounts,garment.kind.belt_set,universal,region_novgorod_land,waist,daily,кожа | бронза | железо | редко серебро,MAT006|MAT011|MAT012|MAT013,leather,коричневая кожа | бронза/серебро,COL003,undyed(natural wool),число и качество накладок; металл; орнамент,male|female,young_adult|adult|middle_aged|old,any,middle|high,range:средний и богатый|средний/богатый|средний/высокий|средний или обеспеченный,summer|spring|spring_rasputitsa|autumn|winter,text:круглый год,new|serviceable|worn|patched|dirty|torn|wet,buckle|mounts|strap_end,true,,leather,brown,leather,"фэнтезийным поясом, полностью закрытым крупными пластинами",costume:AC005|costume:SRC005|costume:SRC028|costume:SRC033|wk:material_culture:belt-fitting|claim:household-belt-fitting,A,candidate,"Ремень с небольшими металлическими накладками/наконечником; маркировал достаток, военный или культурный круг."
gm_ac036,AC036,Шерстяные рукавицы,варежки,wool mittens,garment.kind.mittens,universal,region_novgorod_land,handwear,daily,шерсть | войлок | игольное вязание — возможно,MAT003|MAT005,textile,серый | бурый | небелёный,COL001|COL002|COL003,undyed|undyed(bleached)|undyed(natural wool),нет/минимальная (ANTI003),male|female,young_adult|adult|middle_aged|old,any,low|middle|high|elite,range:все слои|широк|все группы|разн|все в разн,winter,text:зим,new|serviceable|worn|patched|dirty|torn|wet,cuff,true,,wool,undyed_linen,,современными перчатками с пальцами и резинкой,costume:AC036|costume:SRC001|costume:SRC007|costume:SRC034,C,candidate,"Тёплые рукавицы из ткани, войлока или игольного вязания; для Новгорода около 1230 прямой экземпляр в основных источниках не закреплён."
gm_ac037,AC037,Кожаные рабочие рукавицы,защитные рукавицы,leather work mittens,garment.kind.mittens,universal,region_novgorod_land,handwear,work,кожа | возможна шерстяная подкладка,MAT003|MAT006,textile,коричневый | тёмный,COL003|COL008,claim:textile-ellagic-acid-analysis|costume:SRC007|costume:SRC043|undyed(natural wool),нет/минимальная (ANTI003),male|female,young_adult|adult|middle_aged|old,any,low|middle|high|elite,unspecified(all),autumn|winter,text:холод,new|serviceable|worn|patched|dirty|torn|wet,cuff,true,,wool,brown,,современными сварочными крагами,costume:AC037|costume:SRC002|costume:SRC031,C,candidate,"Грубые кожаные рукавицы для горячей, колючей или тяжёлой работы; прямое подтверждение конкретного новгородского типа слабое."
gm_cl001,CL001,Длинная повседневная одежда священнослужителя,длинная риза вне литургии — термин осторожно,daily long clergy robe,garment.kind.clergy_long_robe,universal,region_novgorod_land,outer_garment,daily,шерсть | лён,MAT001|MAT003,textile,тёмный натуральный | бурый | серый | не обязательно чёрный,COL003|COL008,claim:textile-ellagic-acid-analysis|costume:SRC007|costume:SRC043|undyed(natural wool),нет/минимальная (ANTI003),male,young_adult|adult|middle_aged|old,any,low|middle|high|elite,kw:духовенств|церковн,summer|spring|spring_rasputitsa|autumn|winter,text:круглый год,new|serviceable|worn|patched|dirty|torn|wet,collar|front_edge|cuffs|hem,true,,light_linen,brown,,современной православной рясой строго стандартного покроя,costume:CL001|costume:SRC025|costume:SRC027|costume:SRC043,C,candidate,Длинная скромная шерстяная/льняная одежда духовного лица поверх нижней рубахи; точный крой не следует копировать с современной рясы.
gm_cl002,CL002,Монашеская длинная шерстяная одежда,монашеская риза/туника,monastic tunic,garment.kind.monastic_tunic,universal,region_novgorod_land,outer_garment,daily,шерсть | лён,MAT001|MAT003,textile,серый | бурый | тёмно-коричневый | тёмный натуральный,COL003|COL008,claim:textile-ellagic-acid-analysis|costume:SRC007|costume:SRC043|undyed(natural wool),нет/минимальная (ANTI003),male|female,young_adult|adult|middle_aged|old,any,low|middle|high|elite,range:монастыр,summer|spring|spring_rasputitsa|autumn|winter,text:круглый год,new|serviceable|worn|patched|dirty|torn|wet,collar|front_edge|cuffs|hem,true,,light_linen,brown,,абсолютно чёрной современной монашеской формой или западным капюшонным хабитом без основания,costume:CL002|costume:SRC013|costume:SRC025|costume:SRC043,B,candidate,"Скромная длинная одежда монаха или монахини из неброской шерсти, носимая слоями с поясом и покровом."
gm_cl003,CL003,Монашеская мантия/накидка,мантия,monastic mantle,garment.kind.monastic_mantle,universal,region_novgorod_land,cloak,daily,шерсть,MAT003,textile,тёмный натуральный | бурый | серый,COL003|COL008,claim:textile-ellagic-acid-analysis|costume:SRC007|costume:SRC043|undyed(natural wool),нет/минимальная (ANTI003),male|female,young_adult|adult|middle_aged|old,any,low|middle|high|elite,range:монастыр,autumn|winter,text:холод,new|serviceable|worn|patched|dirty|torn|wet,edge|fastening_point,true,,wool,brown,,поздней плиссированной мантией строгого стандарта,costume:CL003|costume:SRC025|costume:SRC043,C,candidate,"Простая длинная накидка или мантия поверх монашеской одежды, особенно для храма и улицы."
gm_cl004,CL004,Стихарь,литургическая длинная одежда,sticharion,garment.kind.sticharion,universal,region_novgorod_land,vestment_base,liturgy,лён | шёлк/тонкая ткань у богатых храмов,MAT001|MAT009,textile,светлый | молочный | редко цветной с каймой,COL002,undyed(bleached),нет/минимальная (ANTI003),male,young_adult|adult|middle_aged|old,any,low|middle|high|elite,kw:духовенств|церковн,summer|spring|spring_rasputitsa|autumn|winter,context_only(all),new|serviceable|worn|patched|dirty|torn|wet,edge|cuffs,false,,light_linen,bleached_linen,bleached_linen,современным фабричным облачением с машинной золотой вышивкой,costume:CL004|costume:SRC025|costume:SRC027|costume:SRC043,B,candidate,"Длинная светлая литургическая одежда с рукавами; носилась дьяконами и другими служителями, а также как нижний слой высшего духовенства."
gm_cl005,CL005,Епитрахиль,литургическая полоса священника,epitrachelion,garment.kind.epitrachelion,universal,region_novgorod_land,vestment_stole,liturgy,шёлк | шерсть | вышивка/кайма,MAT003|MAT009,textile,цветной | золотистая кайма — у богатого,COL007,claim:textile-chrysin-analysis|costume:SRC007,нет/минимальная (ANTI003),male,young_adult|adult|middle_aged|old,any,low|middle|high|elite,kw:духовенств|церковн,summer|spring|spring_rasputitsa|autumn|winter,context_only(all),new|serviceable|worn|patched|dirty|torn|wet,edge|ends,false,,wool,ochre,ochre,современной фабричной епитрахилью определённого позднего рисунка,costume:CL005|costume:SRC025|costume:SRC043,B,candidate,"Длинная узкая литургическая деталь на шее священника, спускающаяся спереди."
gm_cl006,CL006,Фелонь,священническая верхняя риза,phelonion,garment.kind.phelonion,universal,region_novgorod_land,vestment_outer,liturgy,шерсть | шёлк у богатых храмов | кайма,MAT003|MAT009,textile,светлый | красный | синий | зелёный | приглушённый золотистый,COL004|COL005|COL006|COL007,claim:textile-chrysin-analysis|claim:textile-indigo-yellow-analysis|claim:textile-lac-dye-analysis|costume:SRC007|costume:SRC015|costume:SRC016,нет/минимальная (ANTI003),male,young_adult|adult|middle_aged|old,any,low|middle|high|elite,kw:духовенств|церковн,summer|spring|spring_rasputitsa|autumn|winter,context_only(all),new|serviceable|worn|patched|dirty|torn|wet,edge|shoulder,false,,wool,red_brown,red_brown,жёсткой высокой русской фелонью позднего Нового времени,costume:CL006|costume:SRC025|costume:SRC027|costume:SRC043,B,candidate,Широкая литургическая накидка священника без современного жёсткого высокого плечевого силуэта.
gm_cl007,CL007,Поручи/нарукавники литургические,епиманикии,liturgical cuffs,garment.kind.epimanikia,universal,region_novgorod_land,vestment_cuffs,liturgy,ткань | шёлк | вышивка,MAT009,textile,цветной | золотистая кайма,COL007,claim:textile-chrysin-analysis|costume:SRC007,нет/минимальная (ANTI003),male,young_adult|adult|middle_aged|old,any,low|middle|high|elite,kw:духовенств|церковн,summer|spring|spring_rasputitsa|autumn|winter,context_only(all),new|serviceable|worn|patched|dirty|torn|wet,face,false,,silk,ochre,silk|ochre,броневыми наручами,costume:CL007|costume:SRC025|costume:SRC043,B,candidate,Небольшие литургические манжеты на запястьях священнослужителя.
gm_cl008,CL008,Орарь дьякона,длинная литургическая лента,orarion,garment.kind.orarion,universal,region_novgorod_land,vestment_stole,liturgy,шёлк | шерсть | тканая кайма,MAT003|MAT009,textile,светлый или цветной | золотистая кайма — возможно,COL007,claim:textile-chrysin-analysis|costume:SRC007,нет/минимальная (ANTI003),male,young_adult|adult|middle_aged|old,any,low|middle|high|elite,kw:духовенств|церковн,summer|spring|spring_rasputitsa|autumn|winter,context_only(all),new|serviceable|worn|patched|dirty|torn|wet,edge|ends,false,,wool,ochre,ochre,современной лентой с крупной машинной надписью,costume:CL008|costume:SRC025|costume:SRC043,B,candidate,"Длинная узкая полоса ткани, носимая дьяконом поверх стихаря."
gm_cl009,CL009,Омофор архиерея,епископский омофор,omophorion,garment.kind.omophorion,universal,region_novgorod_land,vestment_omophorion,liturgy,шерсть | шёлк | вышитые кресты,MAT003|MAT009,textile,светлый с тёмными/цветными крестами,COL008,claim:textile-ellagic-acid-analysis|costume:SRC007|costume:SRC043,нет/минимальная (ANTI003),male,young_adult|adult|middle_aged|old,any,low|middle|high|elite,kw:элит|знат|высш|исключительн;духовенств|церковн,summer|spring|spring_rasputitsa|autumn|winter,context_only(all),new|serviceable|worn|patched|dirty|torn|wet,edge|crosses,false,,wool,dark,dark,светской лентой или поздним орнаментом без источника,costume:CL009|costume:SRC025|costume:SRC043,B,candidate,"Широкая длинная полоса ткани вокруг плеч епископа/архиепископа, ключевой знак сана."
gm_fr001,FR001,Западноевропейская шерстяная туника до колен,kirtle/tunic — западный описательный термин,western wool tunic,garment.kind.wool_tunic,universal,region_novgorod_land,outer_garment,daily,шерсть | лён,MAT001|MAT003,textile,серый | коричневый | красный | синий | зелёный,COL003|COL004|COL005|COL006,claim:textile-indigo-yellow-analysis|claim:textile-lac-dye-analysis|costume:SRC007|costume:SRC015|costume:SRC016|undyed(natural wool),нет/минимальная (ANTI003),male,young_adult|adult|middle_aged|old,any,high,kw:богат|зажиточ|обеспеч,summer|spring|spring_rasputitsa|autumn|winter,text:круглый год,new|serviceable|worn|patched|dirty|torn|wet,collar|front_edge|cuffs|hem,true,,light_linen,brown,,"ренессансным дублетом, поздним ганзейским костюмом XIV–XV вв. или «викингской» туникой X века",costume:FR001|costume:SRC028|costume:SRC043|costume:SRC049,B,candidate,"Длиннорукавная шерстяная одежда западного городского мужчины начала XIII в., обычно до колен, поверх льняной рубахи."
gm_fr002,FR002,Западные раздельные чулки-шоссы,chausses | шоссы,western separate hose,garment.kind.hose_chausses,universal,region_novgorod_land,lower_garment,daily,шерсть,MAT003,textile,серый | коричневый | красный | синий,COL003|COL004|COL005,claim:textile-indigo-yellow-analysis|claim:textile-lac-dye-analysis|costume:SRC007|costume:SRC015|costume:SRC016|undyed(natural wool),нет/минимальная (ANTI003),male,young_adult|adult|middle_aged|old,any,low|middle|high|elite,range:все слои|широк|все группы|разн|все в разн,summer|spring|spring_rasputitsa|autumn|winter,text:круглый год,new|serviceable|worn|patched|dirty|torn|wet,waistband,true,,wool,brown,,цельными облегающими трико позднего Средневековья,costume:FR002|costume:SRC028|costume:SRC043|costume:SRC049,B,candidate,"Пара прилегающих шерстяных чулок/шосс, закрепляемых к поясу/нижней одежде; характернее для западноевропейского мужчины, чем для местного новгородского комплекта."
gm_fr003,FR003,Западный капюшон с короткой пелериной,hood | шаперон раннего типа — осторожно,western hood with shoulder cape,garment.kind.hood,universal,region_novgorod_land,headwear,daily,шерсть,MAT003,textile,серый | бурый | красный | синий,COL003|COL004|COL005,claim:textile-indigo-yellow-analysis|claim:textile-lac-dye-analysis|costume:SRC007|costume:SRC015|costume:SRC016|undyed(natural wool),нет/минимальная (ANTI003),male|female,young_adult|adult|middle_aged|old,any,low|middle|high|elite,range:все слои|широк|все группы|разн|все в разн,spring|spring_rasputitsa|autumn|winter,text:холод;дожд|ветер,new|serviceable|worn|patched|dirty|torn|wet,band|crown,true,,wool,brown,,поздним шапероном XIV–XV вв. с длинным хвостом и сложной намоткой,costume:FR003|costume:SRC028|costume:SRC043|costume:SRC049,B,candidate,"Отдельный шерстяной капюшон с плечевой частью, распространённый в западной среде; мог быть заметным у купца/слуги."
gm_fr004,FR004,Западный плащ на кольцевой застёжке,merchant cloak,western cloak,garment.kind.cloak,universal,region_novgorod_land,cloak,daily,шерсть | бронзовая/серебряная застёжка,MAT003|MAT012|MAT013,textile,серый | бурый | синий | красный,COL003|COL004|COL005,claim:textile-indigo-yellow-analysis|claim:textile-lac-dye-analysis|costume:SRC007|costume:SRC015|costume:SRC016|undyed(natural wool),нет/минимальная (ANTI003),male|female,young_adult|adult|middle_aged|old,any,high,kw:богат|зажиточ|обеспеч,spring|spring_rasputitsa|autumn|winter,text:весн|весен;осен;зим,new|serviceable|worn|patched|dirty|torn|wet,edge|fastening_point,true,,wool,brown,,плащом «викинга» X века как обязательным или рыцарским плащом с гербом,costume:FR004|costume:SRC028|costume:SRC043|costume:SRC049,B,candidate,"Шерстяной плащ западного приезжего, закреплённый небольшой кольцевидной/подковообразной брошью."
gm_fr005,FR005,"Плечевая женская одежда, скреплённая парными булавками — пограничная реконструкция",wrap dress — описательно,Baltic/Finnic regional wool dress (hypothesis),garment.kind.wrap_dress_regional,universal,region_novgorod_land,outer_garment,hypothesis,шерсть | бронзовые булавки/цепь | льняная сорочица,MAT001|MAT003|MAT012,textile,тёмная шерсть | полосы/клетка — только при конкретном аналоге,COL008,claim:textile-ellagic-acid-analysis|costume:SRC007|costume:SRC043,нет/минимальная (ANTI003),female,young_adult|adult|middle_aged|old,any,low|middle|high|elite,unspecified(all),summer|spring|spring_rasputitsa|autumn|winter,text:круглый год,new|serviceable|worn|patched|dirty|torn|wet,collar|front_edge|cuffs|hem,false,,light_linen,dark,dark,универсальным «сарафаном финно-угорки» или скандинавским apron dress эпохи викингов без поправки на XIII век,costume:FR005|costume:SRC035|costume:SRC036|costume:SRC037,C,candidate,"Одежда из полотнища/полотнищ, удерживаемая на плечах булавками и цепочкой; возможна у части балтийских/финно-угорских женщин, но конкретная конструкция для Старой Руссы/Новгорода пока предварительна."
gm_fr009,FR009,Тонкое западноевропейское сукно в одежде приезжего/купца,импортное сукно,garment of imported western cloth,garment.kind.wool_tunic,universal,region_novgorod_land,outer_garment,daily,тонкое западноевропейское сукно,,textile,ровный красный | синий | зелёный | тёмный,COL004|COL005|COL006|COL008,claim:textile-ellagic-acid-analysis|claim:textile-indigo-yellow-analysis|claim:textile-lac-dye-analysis|costume:SRC007|costume:SRC015|costume:SRC016|costume:SRC043,ровность и тонкость ткани; насыщенная окраска,male|female,young_adult|adult|middle_aged|old,any,middle|high,range:средний и богатый|средний/богатый|средний/высокий|средний или обеспеченный,summer|spring|spring_rasputitsa|autumn|winter,text:круглый год,new|serviceable|worn|patched|dirty|torn|wet,collar|front_edge|cuffs|hem,true,,,red_brown,red_brown,современной фабричной костюмной тканью или яркой синтетикой,costume:FR009|costume:SRC010|costume:SRC028|costume:SRC029,B,candidate,"Качественная шерстяная ткань западного производства в тунике, плаще или отделке; могла носиться иностранцем и попадать к богатому новгородцу."
gm_fr011,FR011,Одежда латинского духовного лица/паломника,западный клирик,Latin cleric long robe,garment.kind.clergy_long_robe,universal,region_novgorod_land,outer_garment,daily,шерсть | лён,MAT001|MAT003,textile,тёмный натуральный | серый | бурый,COL003|COL008,claim:textile-ellagic-acid-analysis|costume:SRC007|costume:SRC043|undyed(natural wool),нет/минимальная (ANTI003),male,young_adult|adult|middle_aged|old,any,low|middle|high|elite,kw:духовенств|церковн,summer|spring|spring_rasputitsa|autumn|winter,text:круглый год,new|serviceable|worn|patched|dirty|torn|wet,collar|front_edge|cuffs|hem,true,,light_linen,brown,,позднесредневековым монахом в строго унифицированном орденском хабите без подтверждения ордена,costume:FR011|costume:SRC028|costume:SRC043,C,candidate,"Западноевропейская длинная клирикальная одежда и плащ/капюшон, возможные при церкви торгового двора или в путешествии."
gm_ar036,AR036,Воинский походный плащ,походная мятель,military wool cloak,garment.kind.cloak,universal,region_novgorod_land,cloak,daily,шерсть | застёжка,MAT003,textile,серый | бурый | красно-коричневый | синий у богатого,COL003|COL004|COL005,claim:textile-indigo-yellow-analysis|claim:textile-lac-dye-analysis|costume:SRC007|costume:SRC015|costume:SRC016|undyed(natural wool),нет/минимальная (ANTI003),male,young_adult|adult|middle_aged|old,any,low|middle|high|elite,range:от прост\w* .*до|от доступн\w* .*до|от бронзов\w* до,spring|spring_rasputitsa|autumn|winter,text:холод;дожд|ветер,new|serviceable|worn|patched|dirty|torn|wet,edge|fastening_point,true,,wool,brown,,"гербовым рыцарским плащом или плащом, развевающимся в ближнем бою у каждого",costume:AR036|costume:SRC015|costume:SRC023|costume:SRC043,B,candidate,"Плотный шерстяной плащ для похода, ночёвки и защиты доспеха/одежды от непогоды; в бою мог быть снят."
gm_ar038,AR038,Кожаные/шерстяные воинские рукавицы — без латных пластин,боевые рукавицы,leather gloves/mittens (military),garment.kind.gloves,universal,region_novgorod_land,handwear,work,кожа | шерсть,MAT003|MAT006,textile,коричневый | серый,COL003,undyed(natural wool),нет/минимальная (ANTI003),male,young_adult|adult|middle_aged|old,any,low|middle|high|elite,unspecified(all),winter,text:зим,new|serviceable|worn|patched|dirty|torn|wet,cuff,true,,wool,brown,,латными перчатками XIV–XV вв. или фэнтезийными наручами,costume:AR038|costume:SRC023|costume:SRC034,C,candidate,Простые защитные рукавицы для холода и хвата; специализированная металлическая защита кисти для Новгорода 1230 не должна предполагаться без источника.
gm_new_votola,,Вотола — безрукавный плащ поверх свиты,,votola (sleeveless cloak),garment.kind.votola,universal,region_novgorod_land,cloak,daily,грубая шерсть,MAT003,textile,серый|бурый,COL003,undyed(natural wool),нет,male|female,young_adult|adult|middle_aged|old,any,low|middle,C: вотола как дешёвая грубая накидка — вывод из описания материала; уточнить,spring|spring_rasputitsa|autumn|winter,rule:cloak over svita (cool seasons),new|serviceable|worn|patched|dirty|torn|wet,edge|fastening_point,true,,wool,brown,,,wk:material_culture:votola|claim:clothing-votola-cloak|source:clothing-rabinovich-1986,B,candidate,Капюшон источником назван лишь возможным и не утверждается (WK).
gm_new_korzno,,"Корзно — плащ, застёгнутый на плече",,korzno (shoulder-fastened cloak),garment.kind.korzno,universal,region_novgorod_land,cloak,daily,окрашенная шерсть; дорогая ткань у элиты; фибула или завязки,MAT003|MAT004,textile,красный|синий|тёмный,COL004|COL005|COL008,claim:textile-ellagic-acid-analysis|claim:textile-indigo-yellow-analysis|claim:textile-lac-dye-analysis|costume:SRC007|costume:SRC015|costume:SRC016|costume:SRC043,"окрашенная ткань, кайма; застёжка на правом плече",male,young_adult|adult|middle_aged|old,any,high|elite,"sqlite:material_culture «элита, путники, дружина»; иконография",spring|spring_rasputitsa|autumn|winter|summer,rule:cloak all seasons (прохладная погода),new|serviceable|worn|patched|dirty|torn|wet,edge|fastening_point,true,,wool,red_brown,red_brown,,sqlite:material_culture#плащ(корзно/накидка)|sqlite:S16|costume:SRC025|costume:SRC048,B,candidate,Отличать от мятеля (gm_gm010) статусом и иконографическим контекстом.
gm_new_lapti,,Лапти (лыковая плетёная обувь) — датировка спорна,,bast shoes (lapti) — disputed dating,garment.kind.bast_shoes,universal,region_novgorod_land,footwear,disputed,лыко,birch_bark_bast,textile,натуральный,COL003,undyed(natural wool),нет,male|female,young_adult|adult|middle_aged|old,any,low,C,summer|autumn,C,new|serviceable|worn|patched|dirty|torn|wet,vamp|upper|top_edge,false,,,brown,,,web:WEB01|costume:ANTI005|sqlite:material_culture#обувь|costume:SRC001,C,candidate,"А. В. Курбатов: в городском слое Новгорода плетёная обувь не ранее рубежа XV–XVI вв.; Д. О. Осипов (2007) сомневается и допускает недоучёт в публикациях. Для города 1230 не использовать (ANTI005); для деревни — только как спорная гипотеза, в комплекты не включена."
