row_id,season_period,from_state,to_state,weight,from_available_in_season,rule,source_refs,confidence,status
wxt_summer__clear__partly_cloudy,summer,wx_clear,wx_partly_cloudy,17,true,entry_weight(wx_partly_cloudy),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__partly_cloudy",C,candidate
wxt_summer__clear__overcast,summer,wx_clear,wx_overcast,6,true,entry_weight(wx_overcast),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__overcast",C,candidate
wxt_summer__clear__fog,summer,wx_clear,wx_fog,4,true,entry_weight(wx_fog),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__fog",C,candidate
wxt_summer__clear__precip_light,summer,wx_clear,wx_precip_light,8,true,entry_weight(wx_precip_light),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__precip_light",C,candidate
wxt_summer__clear__precip_steady,summer,wx_clear,wx_precip_steady,10,true,entry_weight(wx_precip_steady),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__precip_steady",C,candidate
wxt_summer__clear__convective_storm,summer,wx_clear,wx_convective_storm,5,true,entry_weight(wx_convective_storm),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__convective_storm",C,candidate
wxt_summer__clear__windy_dry,summer,wx_clear,wx_windy_dry,1,true,entry_weight(wx_windy_dry),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__windy_dry",C,candidate
wxt_summer__clear__windy_precip,summer,wx_clear,wx_windy_precip,1,true,entry_weight(wx_windy_precip),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__windy_precip",C,candidate
wxt_summer__partly_cloudy__clear,summer,wx_partly_cloudy,wx_clear,13,true,entry_weight(wx_clear),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__clear",C,candidate
wxt_summer__partly_cloudy__partly_cloudy,summer,wx_partly_cloudy,wx_partly_cloudy,528,true,self: (4 x 3 - 1) x 48 -> expected run 3 d,"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__partly_cloudy",C,candidate
wxt_summer__partly_cloudy__overcast,summer,wx_partly_cloudy,wx_overcast,6,true,entry_weight(wx_overcast),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__overcast",C,candidate
wxt_summer__partly_cloudy__fog,summer,wx_partly_cloudy,wx_fog,4,true,entry_weight(wx_fog),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__fog",C,candidate
wxt_summer__partly_cloudy__precip_light,summer,wx_partly_cloudy,wx_precip_light,8,true,entry_weight(wx_precip_light),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__precip_light",C,candidate
wxt_summer__partly_cloudy__precip_steady,summer,wx_partly_cloudy,wx_precip_steady,10,true,entry_weight(wx_precip_steady),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__precip_steady",C,candidate
wxt_summer__partly_cloudy__convective_storm,summer,wx_partly_cloudy,wx_convective_storm,5,true,entry_weight(wx_convective_storm),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__convective_storm",C,candidate
wxt_summer__partly_cloudy__windy_dry,summer,wx_partly_cloudy,wx_windy_dry,1,true,entry_weight(wx_windy_dry),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__windy_dry",C,candidate
wxt_summer__partly_cloudy__windy_precip,summer,wx_partly_cloudy,wx_windy_precip,1,true,entry_weight(wx_windy_precip),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__windy_precip",C,candidate
wxt_summer__overcast__clear,summer,wx_overcast,wx_clear,13,true,entry_weight(wx_clear),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__clear",C,candidate
wxt_summer__overcast__partly_cloudy,summer,wx_overcast,wx_partly_cloudy,17,true,entry_weight(wx_partly_cloudy),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__partly_cloudy",C,candidate
wxt_summer__overcast__overcast,summer,wx_overcast,wx_overcast,177,true,self: (4 x 1 - 1) x 59 -> expected run 1 d,"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__overcast",C,candidate
wxt_summer__overcast__fog,summer,wx_overcast,wx_fog,4,true,entry_weight(wx_fog),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__fog",C,candidate
wxt_summer__overcast__precip_light,summer,wx_overcast,wx_precip_light,8,true,entry_weight(wx_precip_light),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__precip_light",C,candidate
wxt_summer__overcast__precip_steady,summer,wx_overcast,wx_precip_steady,10,true,entry_weight(wx_precip_steady),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__precip_steady",C,candidate
wxt_summer__overcast__convective_storm,summer,wx_overcast,wx_convective_storm,5,true,entry_weight(wx_convective_storm),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__convective_storm",C,candidate
wxt_summer__overcast__windy_dry,summer,wx_overcast,wx_windy_dry,1,true,entry_weight(wx_windy_dry),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__windy_dry",C,candidate
wxt_summer__overcast__windy_precip,summer,wx_overcast,wx_windy_precip,1,true,entry_weight(wx_windy_precip),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__windy_precip",C,candidate
wxt_summer__fog__clear,summer,wx_fog,wx_clear,13,true,entry_weight(wx_clear),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__clear",C,candidate
wxt_summer__fog__partly_cloudy,summer,wx_fog,wx_partly_cloudy,17,true,entry_weight(wx_partly_cloudy),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__partly_cloudy",C,candidate
wxt_summer__fog__overcast,summer,wx_fog,wx_overcast,6,true,entry_weight(wx_overcast),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__overcast",C,candidate
wxt_summer__fog__fog,summer,wx_fog,wx_fog,183,true,self: (4 x 1 - 1) x 61 -> expected run 1 d,"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__fog",C,candidate
wxt_summer__fog__precip_light,summer,wx_fog,wx_precip_light,8,true,entry_weight(wx_precip_light),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__precip_light",C,candidate
wxt_summer__fog__precip_steady,summer,wx_fog,wx_precip_steady,10,true,entry_weight(wx_precip_steady),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__precip_steady",C,candidate
wxt_summer__fog__convective_storm,summer,wx_fog,wx_convective_storm,5,true,entry_weight(wx_convective_storm),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__convective_storm",C,candidate
wxt_summer__fog__windy_dry,summer,wx_fog,wx_windy_dry,1,true,entry_weight(wx_windy_dry),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__windy_dry",C,candidate
wxt_summer__fog__windy_precip,summer,wx_fog,wx_windy_precip,1,true,entry_weight(wx_windy_precip),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__windy_precip",C,candidate
wxt_summer__precip_light__clear,summer,wx_precip_light,wx_clear,13,true,entry_weight(wx_clear),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__clear",C,candidate
wxt_summer__precip_light__partly_cloudy,summer,wx_precip_light,wx_partly_cloudy,17,true,entry_weight(wx_partly_cloudy),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__partly_cloudy",C,candidate
wxt_summer__precip_light__overcast,summer,wx_precip_light,wx_overcast,6,true,entry_weight(wx_overcast),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__overcast",C,candidate
wxt_summer__precip_light__fog,summer,wx_precip_light,wx_fog,4,true,entry_weight(wx_fog),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__fog",C,candidate
wxt_summer__precip_light__precip_light,summer,wx_precip_light,wx_precip_light,171,true,self: (4 x 1 - 1) x 57 -> expected run 1 d,"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__precip_light",C,candidate
wxt_summer__precip_light__precip_steady,summer,wx_precip_light,wx_precip_steady,10,true,entry_weight(wx_precip_steady),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__precip_steady",C,candidate
wxt_summer__precip_light__convective_storm,summer,wx_precip_light,wx_convective_storm,5,true,entry_weight(wx_convective_storm),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__convective_storm",C,candidate
wxt_summer__precip_light__windy_dry,summer,wx_precip_light,wx_windy_dry,1,true,entry_weight(wx_windy_dry),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__windy_dry",C,candidate
wxt_summer__precip_light__windy_precip,summer,wx_precip_light,wx_windy_precip,1,true,entry_weight(wx_windy_precip),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__windy_precip",C,candidate
wxt_summer__precip_steady__clear,summer,wx_precip_steady,wx_clear,13,true,entry_weight(wx_clear),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__clear",C,candidate
wxt_summer__precip_steady__partly_cloudy,summer,wx_precip_steady,wx_partly_cloudy,17,true,entry_weight(wx_partly_cloudy),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__partly_cloudy",C,candidate
wxt_summer__precip_steady__overcast,summer,wx_precip_steady,wx_overcast,6,true,entry_weight(wx_overcast),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__overcast",C,candidate
wxt_summer__precip_steady__fog,summer,wx_precip_steady,wx_fog,4,true,entry_weight(wx_fog),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__fog",C,candidate
wxt_summer__precip_steady__precip_light,summer,wx_precip_steady,wx_precip_light,8,true,entry_weight(wx_precip_light),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__precip_light",C,candidate
wxt_summer__precip_steady__precip_steady,summer,wx_precip_steady,wx_precip_steady,165,true,self: (4 x 1 - 1) x 55 -> expected run 1 d,"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__precip_steady",C,candidate
wxt_summer__precip_steady__convective_storm,summer,wx_precip_steady,wx_convective_storm,5,true,entry_weight(wx_convective_storm),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__convective_storm",C,candidate
wxt_summer__precip_steady__windy_dry,summer,wx_precip_steady,wx_windy_dry,1,true,entry_weight(wx_windy_dry),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__windy_dry",C,candidate
wxt_summer__precip_steady__windy_precip,summer,wx_precip_steady,wx_windy_precip,1,true,entry_weight(wx_windy_precip),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__windy_precip",C,candidate
wxt_summer__convective_storm__clear,summer,wx_convective_storm,wx_clear,13,true,entry_weight(wx_clear),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__clear",C,candidate
wxt_summer__convective_storm__partly_cloudy,summer,wx_convective_storm,wx_partly_cloudy,17,true,entry_weight(wx_partly_cloudy),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__partly_cloudy",C,candidate
wxt_summer__convective_storm__overcast,summer,wx_convective_storm,wx_overcast,6,true,entry_weight(wx_overcast),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__overcast",C,candidate
wxt_summer__convective_storm__fog,summer,wx_convective_storm,wx_fog,4,true,entry_weight(wx_fog),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__fog",C,candidate
wxt_summer__convective_storm__precip_light,summer,wx_convective_storm,wx_precip_light,8,true,entry_weight(wx_precip_light),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__precip_light",C,candidate
wxt_summer__convective_storm__precip_steady,summer,wx_convective_storm,wx_precip_steady,10,true,entry_weight(wx_precip_steady),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__precip_steady",C,candidate
wxt_summer__convective_storm__convective_storm,summer,wx_convective_storm,wx_convective_storm,180,true,self: (4 x 1 - 1) x 60 -> expected run 1 d,"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__convective_storm",C,candidate
wxt_summer__convective_storm__windy_dry,summer,wx_convective_storm,wx_windy_dry,1,true,entry_weight(wx_windy_dry),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__windy_dry",C,candidate
wxt_summer__convective_storm__windy_precip,summer,wx_convective_storm,wx_windy_precip,1,true,entry_weight(wx_windy_precip),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__windy_precip",C,candidate
wxt_summer__windy_dry__clear,summer,wx_windy_dry,wx_clear,13,true,entry_weight(wx_clear),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__clear",C,candidate
wxt_summer__windy_dry__partly_cloudy,summer,wx_windy_dry,wx_partly_cloudy,17,true,entry_weight(wx_partly_cloudy),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__partly_cloudy",C,candidate
wxt_summer__windy_dry__overcast,summer,wx_windy_dry,wx_overcast,6,true,entry_weight(wx_overcast),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__overcast",C,candidate
wxt_summer__windy_dry__fog,summer,wx_windy_dry,wx_fog,4,true,entry_weight(wx_fog),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__fog",C,candidate
wxt_summer__windy_dry__precip_light,summer,wx_windy_dry,wx_precip_light,8,true,entry_weight(wx_precip_light),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__precip_light",C,candidate
wxt_summer__windy_dry__precip_steady,summer,wx_windy_dry,wx_precip_steady,10,true,entry_weight(wx_precip_steady),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__precip_steady",C,candidate
wxt_summer__windy_dry__convective_storm,summer,wx_windy_dry,wx_convective_storm,5,true,entry_weight(wx_convective_storm),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__convective_storm",C,candidate
wxt_summer__windy_dry__windy_dry,summer,wx_windy_dry,wx_windy_dry,192,true,self: (4 x 1 - 1) x 64 -> expected run 1 d,"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__windy_dry",C,candidate
wxt_summer__windy_dry__windy_precip,summer,wx_windy_dry,wx_windy_precip,1,true,entry_weight(wx_windy_precip),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__windy_precip",C,candidate
wxt_summer__windy_precip__clear,summer,wx_windy_precip,wx_clear,13,true,entry_weight(wx_clear),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__clear",C,candidate
wxt_summer__windy_precip__partly_cloudy,summer,wx_windy_precip,wx_partly_cloudy,17,true,entry_weight(wx_partly_cloudy),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__partly_cloudy",C,candidate
wxt_summer__windy_precip__overcast,summer,wx_windy_precip,wx_overcast,6,true,entry_weight(wx_overcast),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__overcast",C,candidate
wxt_summer__windy_precip__fog,summer,wx_windy_precip,wx_fog,4,true,entry_weight(wx_fog),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__fog",C,candidate
wxt_summer__windy_precip__precip_light,summer,wx_windy_precip,wx_precip_light,8,true,entry_weight(wx_precip_light),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__precip_light",C,candidate
wxt_summer__windy_precip__precip_steady,summer,wx_windy_precip,wx_precip_steady,10,true,entry_weight(wx_precip_steady),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_summer__precip_steady",C,candidate
