item_id,name_ru,category,subcategory,description_ru,who_used,social_scope,military_scope,period_from,period_to,materials,construction,dimensions,weight_if_known,wear_and_condition,historical_confidence,evidence_basis,source_ids,anachronism_risk,do_not_confuse_with,generation_policy
ARM0017,Нашивной пластинчатый доспех,armor,splinted_or_scale_armor,"Нашивной пластинчатый доспех. Функция: защита туловища. Конструктивно: пластины нашиты/приклёпаны к мягкой основе с перекрытием. Для генерации следует сохранять ручную технологию, неровность материала и регионально-историческую простоту формы.",профессиональные воины и состоятельные служилые люди,дорогая профессиональная защита; неполные комплекты вероятнее массовых,защитное,1180,1260,"железные пластины, ткань/кожа, заклёпки",пластины нашиты/приклёпаны к мягкой основе с перекрытием,по торсу,точно не установлена; не нормировать без конкретной находки,"ремонт колец, потёртые края, масло, поверхностная коррозия",C,"Осторожная реконструкция: функция или наличие вероятны, но конкретная форма/конструкция для Новгорода около 1230 не закреплена полностью.","[""SRC036"",""SRC037"",""SRC008""]",высокий: нужен конкретный референс и явная маркировка реконструкции,бригантиной XIV–XV века,reference_required
ARM0018,Кожаная окантовка кольчуги,armor,кольчуга и мягкая основа,"Полоса кожи/ткани по горловине, рукавам или низу для уменьшения износа; наличие и ширина по реконструкции.",профессиональные и состоятельные воины,дорогое снаряжение,доспех,1180,1260,"кожа, ткань, нить",пришивная окантовка,узкая полоса,точно не установлена; не нормировать без конкретной находки,"ремонт колец, потёртые края, масло, поверхностная коррозия",C,"Осторожная реконструкция: функция или наличие вероятны, но конкретная форма/конструкция для Новгорода около 1230 не закреплена полностью.","[""SRC061"",""SRC084"",""SRC036"",""SRC037"",""SRC008""]",высокий: нужен конкретный референс и явная маркировка реконструкции,поздними этнографическими и неосредневековыми формами той же функции,reference_required
ARM0019,Кольчужная бармица,armor,кольчуга и мягкая основа,"Кольчужная сетка, подвешенная к краю шлема и закрывающая шею и боковые части лица/плеч; способ крепления по шлему.",профессиональные и состоятельные воины,дорогое снаряжение,доспех,1180,1260,"железные кольца, кожаный крепёж",кольчужное плетение прикреплено к отверстиям/обручу шлема,до плеч или короче,точно не установлена; не нормировать без конкретной находки,"ремонт колец, потёртые края, масло, поверхностная коррозия",B,Хорошая реконструкция по новгородским данным и нескольким близким древнерусским аналогиям XII–XIII вв.,"[""SRC036"",""SRC037"",""SRC008""]",средне-высокий: без референса генератор часто подменяет форму позднесредневековой или этнографической,поздними этнографическими и неосредневековыми формами той же функции,safe_with_constraints
ARM0020,Кожаная ременная обвязка доспеха,armor,кольчуги и дополнительная защита,"Ремни и завязки, удерживающие отдельные элементы защиты и подгоняющие комплект.",профессиональные воины и состоятельные служилые люди,преимущественно профессиональные и состоятельные воины,защитное,1180,1260,"дублёная кожа, железные/бронзовые пряжки",нарезанные ремни с отверстиями и простыми пряжками,по комплекту,точно не установлена; не нормировать без конкретной находки,"ремонт колец, потёртые края, масло, поверхностная коррозия",B,Хорошая реконструкция по новгородским данным и нескольким близким древнерусским аналогиям XII–XIII вв.,"[""SRC061"",""SRC084"",""SRC036"",""SRC037"",""SRC008""]",средне-высокий: без референса генератор часто подменяет форму позднесредневековой или этнографической,поздними этнографическими и неосредневековыми формами той же функции,safe_with_constraints
ARM0021,Кожаный доспех как самостоятельная кираса — недоказан,armor,кольчуги и дополнительная защита,"Толстая кожаная «кираса», часто встречающаяся в фэнтези, не имеет достаточного основания как нормальная новгородская броня 1230 г.",профессиональные воины и состоятельные служилые люди,преимущественно профессиональные и состоятельные воины,защитное,1180,1260,кожа,не подтверждено,не применять,точно не установлена; не нормировать без конкретной находки,"ремонт колец, потёртые края, масло, поверхностная коррозия",D,Спорно. Хранится только как исследовательская гипотеза и не должно автоматически попадать в генерацию.,"[""SRC061"",""SRC084"",""SRC036"",""SRC037"",""SRC008""]",критический,поздними этнографическими и неосредневековыми формами той же функции,research_only
ARM0022,Короткая кольчужная рубаха с коротким рукавом,armor,кольчуги и дополнительная защита,"Относительно короткая кольчуга с рукавами до локтя или выше, удобная для пешего и конного боя.",профессиональные воины и состоятельные служилые люди,преимущественно профессиональные и состоятельные воины,защитное,1180,1260,железные/стальные кольца,"кольчатое плетение, вырез горловины и разрезы",примерно до бедра; по реконструкции,точно не установлена; не нормировать без конкретной находки,"ремонт колец, потёртые края, масло, поверхностная коррозия",B,Хорошая реконструкция по новгородским данным и нескольким близким древнерусским аналогиям XII–XIII вв.,"[""SRC036"",""SRC037"",""SRC008""]",средне-высокий: без референса генератор часто подменяет форму позднесредневековой или этнографической,поздними этнографическими и неосредневековыми формами той же функции,safe_with_constraints
ARM0023,Отдельная ламеллярная пластина,armor,кольчуги и дополнительная защита,Небольшая продолговатая железная пластина с рядами отверстий для шнуровки.,профессиональные воины и состоятельные служилые люди,преимущественно профессиональные и состоятельные воины,защитное,1180,1260,железо,"вырезана/выкована из листа, пробиты отверстия",обычно несколько сантиметров,точно не установлена; не нормировать без конкретной находки,"ремонт колец, потёртые края, масло, поверхностная коррозия",B,Хорошая реконструкция по новгородским данным и нескольким близким древнерусским аналогиям XII–XIII вв.,"[""SRC036"",""SRC037"",""SRC008""]",средне-высокий: без референса генератор часто подменяет форму позднесредневековой или этнографической,поздними этнографическими и неосредневековыми формами той же функции,safe_with_constraints
ARM0024,Пластинчатый бригантинный доспех,armor,кольчуги и дополнительная защита,"Тканевая оболочка с заклёпанными изнутри пластинами, характерная прежде всего для более позднего Средневековья.",профессиональные воины и состоятельные служилые люди,преимущественно профессиональные и состоятельные воины,защитное,1300,1500,"металл, ткань",пластины под тканью на заклёпках,поздняя форма,точно не установлена; не нормировать без конкретной находки,"ремонт колец, потёртые края, масло, поверхностная коррозия",D,Спорно. Хранится только как исследовательская гипотеза и не должно автоматически попадать в генерацию.,"[""SRC036"",""SRC037"",""SRC008""]",критический: не использовать автоматически,поздними этнографическими и неосредневековыми формами той же функции,research_only
ARM0025,Полный латный доспех,armor,кольчуги и дополнительная защита,Комплект крупных сочленённых пластин XIV–XVI вв.; отсутствует около 1230 г.,профессиональные воины и состоятельные служилые люди,преимущественно профессиональные и состоятельные воины,защитное,1350,1600,сталь,сочленённые пластины,поздняя форма,точно не установлена; не нормировать без конкретной находки,"ремонт колец, потёртые края, масло, поверхностная коррозия",D,Спорно. Хранится только как исследовательская гипотеза и не должно автоматически попадать в генерацию.,"[""SRC036"",""SRC037"",""SRC008""]",критический,поздними этнографическими и неосредневековыми формами той же функции,research_only
ARM0026,Ремонтная связка колец и заклёпок,armor,кольчуги и дополнительная защита,"Набор запасных колец, проволоки и мелких заклёпок для полевого ремонта кольчуги.",профессиональные воины и состоятельные служилые люди,преимущественно профессиональные и состоятельные воины,защитное,1180,1260,"железо, кожаный мешочек/короб",готовые раскрытые кольца и заклёпки,малый набор,точно не установлена; не нормировать без конкретной находки,"ремонт колец, потёртые края, масло, поверхностная коррозия",C,"Осторожная реконструкция: функция или наличие вероятны, но конкретная форма/конструкция для Новгорода около 1230 не закреплена полностью.","[""SRC036"",""SRC037"",""SRC008"",""SRC032""]",высокий: нужен конкретный референс и явная маркировка реконструкции,поздними этнографическими и неосредневековыми формами той же функции,reference_required
ARM0027,Удлинённая кольчуга с разрезами,armor,кольчуги и дополнительная защита,"Кольчатая защита до колен с передним/задним разрезом для посадки на коня; для Новгорода 1230 возможна у элиты, но не стандарт каждого дружинника.",профессиональные воины и состоятельные служилые люди,элитный конный воин,защитное,1180,1260,железные/стальные кольца,длинное кольчатое полотно с разрезами и рукавами,до колен; вес заметно выше короткой рубахи,точно не установлена; не нормировать без конкретной находки,"ремонт колец, потёртые края, масло, поверхностная коррозия",C,"Осторожная реконструкция: функция или наличие вероятны, но конкретная форма/конструкция для Новгорода около 1230 не закреплена полностью.","[""SRC036"",""SRC037"",""SRC008"",""SRC038""]",высокий: нужен конкретный референс и явная маркировка реконструкции,поздними этнографическими и неосредневековыми формами той же функции,reference_required
ARM0028,Чешуйчатый панцирь — спорная локальная реконструкция,armor,кольчуги и дополнительная защита,"Основа с пришитыми перекрывающимися металлическими чешуйками; древнерусские аналоги известны, но применение в Новгороде 1230 не следует считать обычным.",профессиональные воины и состоятельные служилые люди,преимущественно профессиональные и состоятельные воины,защитное,1180,1260,"ткань/кожа, железные/бронзовые пластины",малые пластины пришиты рядами к основе,по близкому комплексу,точно не установлена; не нормировать без конкретной находки,"ремонт колец, потёртые края, масло, поверхностная коррозия",D,Спорно. Хранится только как исследовательская гипотеза и не должно автоматически попадать в генерацию.,"[""SRC036"",""SRC037"",""SRC008""]",критический: не использовать автоматически,поздними этнографическими и неосредневековыми формами той же функции,research_only
ARM0029,Кожаная защита конечностей без металлических пластин,armor,пластинчатая и дополнительная защита,"Плотные кожаные ремни/обмотки могут защищать от истирания, но отдельный стандартизированный «кожаный доспех» не подтверждён.",редкие профессиональные и статусные воины,дорогое снаряжение,доспех,1180,1260,"кожа, ткань",ремни/накладки поверх одежды,по конечности,точно не установлена; не нормировать без конкретной находки,"ремонт колец, потёртые края, масло, поверхностная коррозия",D,Спорно. Хранится только как исследовательская гипотеза и не должно автоматически попадать в генерацию.,"[""SRC061"",""SRC084"",""SRC036"",""SRC037"",""SRC008""]",критический: не использовать автоматически,фэнтезийными кожаными наплечниками и жилетом,research_only
ARM0030,Конский доспех — не норма 1230,armor,пластинчатая и дополнительная защита,Сплошная металлическая или текстильная защита боевого коня не должна автоматически появляться у новгородской дружины первой половины XIII века; хранится как исследовательское ограничение.,редкие профессиональные и статусные воины,дорогое снаряжение,доспех,1180,1260,разные,не задаётся,не задаётся,точно не установлена; не нормировать без конкретной находки,"ремонт колец, потёртые края, масло, поверхностная коррозия",D,Спорно. Хранится только как исследовательская гипотеза и не должно автоматически попадать в генерацию.,"[""SRC036"",""SRC037"",""SRC008"",""SRC038""]",критический: не использовать автоматически,поздними этнографическими и неосредневековыми формами той же функции,research_only
ARM0031,Ламеллярный панцирь из малых пластин — ограниченно допустим,armor,пластинчатая и дополнительная защита,"Защита из небольших пластин, соединённых шнурами; технология известна в древнерусском и соседнем материале, но для обычного новгородского воина 1230 не должна использоваться без конкретного основания.",редкие профессиональные и статусные воины,редкие/статусные или контактные комплексы,доспех,1180,1260,"железные пластины, кожаные/текстильные шнуры",ряды перфорированных пластин связаны между собой,по корпусу; масса зависит от комплекта,точно не установлена; не нормировать без конкретной находки,"ремонт колец, потёртые края, масло, поверхностная коррозия",C,"Осторожная реконструкция: функция или наличие вероятны, но конкретная форма/конструкция для Новгорода около 1230 не закреплена полностью.","[""SRC036"",""SRC037"",""SRC008"",""SRC051""]",высокий: нужен конкретный референс и явная маркировка реконструкции,поздними этнографическими и неосредневековыми формами той же функции,reference_required
HLM0001,Шлем с креплением бармицы,helmets,aventail_helmet,"Шлем с креплением бармицы. Функция: защита головы и шеи. Конструктивно: по нижнему краю купола отверстия/петли для кольчужной бармицы. Для генерации следует сохранять ручную технологию, неровность материала и регионально-историческую простоту формы.",профессиональные воины; редкие формы — элита,в основном состоятельные воины; декор — элита,защитное,1180,1260,"железо, кольчужные кольца, кожа",по нижнему краю купола отверстия/петли для кольчужной бармицы,по типу шлема,точно не установлена; не нормировать без конкретной находки,"вмятины, царапины, ремонт, масло",B,Хорошая реконструкция по новгородским данным и нескольким близким древнерусским аналогиям XII–XIII вв.,"[""SRC036"",""SRC037"",""SRC008""]",средне-высокий: без референса генератор часто подменяет форму позднесредневековой или этнографической,поздним бацинетом,safe_with_constraints
HLM0002,Конический шлем с наносником,helmets,conical_nasal,"Конический шлем с наносником. Функция: защита головы и лица. Конструктивно: конический купол и узкая вертикальная пластина-наносник, цельная или прикреплённая. Для генерации следует сохранять ручную технологию, неровность материала и регионально-историческую простоту формы.",профессиональные воины; редкие формы — элита,в основном состоятельные воины; декор — элита,защитное,1180,1260,"железо/сталь, кожа","конический купол и узкая вертикальная пластина-наносник, цельная или прикреплённая",по голове; купол порядка 20–30 см,точно не установлена; не нормировать без конкретной находки,"вмятины, царапины, ремонт, масло",B,Хорошая реконструкция по новгородским данным и нескольким близким древнерусским аналогиям XII–XIII вв.,"[""SRC036"",""SRC037"",""SRC008""]",средне-высокий: без референса генератор часто подменяет форму позднесредневековой или этнографической,норманнским карикатурным шлемом XI века как обязательным,safe_with_constraints
HLM0003,"Шлем, связываемый с Ярославом Всеволодовичем — сравнительный референс",helmets,elite_half_mask_helmet,"Богато украшенный древнерусский шлем конца XII — начала XIII века из собрания Оружейной палаты. Музейная атрибуция связывает его с князем Ярославом Всеволодовичем; для Новгорода около 1230 это элитный сравнительный референс, а не местная массовая находка.",княжеская военная элита; не обычное ополчение,исключительно элитный,защитное,1180,1230,"железо, серебро; золочение и серебрение",кованая железная тулья с серебряными чеканными и золочёными деталями; точную форму и декор брать только с музейной карточки/фотографии,"диаметр 19,5 см по карточке Музеев Московского Кремля",точно не установлена; не нормировать без конкретной находки,"вмятины, царапины, ремонт, масло",B,Сохранившийся музейный предмет и официальная атрибуция; связь с повседневным новгородским вооружением около 1230 не доказана.,"[""SRC090"",""SRC036""]",очень высокий: редкий княжеский предмет легко превратить в массовый «русский» шлем,новгородской полумаской второй половины XIII–начала XIV века; массовым типом дружинного шлема; полноценной поздней личиной,reference_required
HLM0004,Шлем с навершием-втулкой,helmets,helmet_finial,"Шлем с навершием-втулкой. Функция: защита и конструктивное завершение купола. Конструктивно: верх купола завершён небольшой втулкой/навершием; султан не добавлять без доказательства. Для генерации следует сохранять ручную технологию, неровность материала и регионально-историческую простоту формы.",профессиональные воины; редкие формы — элита,в основном состоятельные воины; декор — элита,защитное,1180,1260,железо/цветной металл,верх купола завершён небольшой втулкой/навершием; султан не добавлять без доказательства,малое навершие,точно не установлена; не нормировать без конкретной находки,"вмятины, царапины, ремонт, масло",C,"Осторожная реконструкция: функция или наличие вероятны, но конкретная форма/конструкция для Новгорода около 1230 не закреплена полностью.","[""SRC036"",""SRC037"",""SRC008""]",высокий: нужен конкретный референс и явная маркировка реконструкции,польским гусарским шишаком XVII века,reference_required
HLM0005,Внутренняя кожаная подвеска шлема,helmets,helmet_liner,"Внутренняя кожаная подвеска шлема. Функция: амортизация и посадка. Конструктивно: кожаные лепестки/полоса и шнур, закреплённые под венцом; форма реконструктивна. Для генерации следует сохранять ручную технологию, неровность материала и регионально-историческую простоту формы.",профессиональные воины; редкие формы — элита,в основном состоятельные воины; декор — элита,защитное,1180,1260,"кожа, ткань, шнур","кожаные лепестки/полоса и шнур, закреплённые под венцом; форма реконструктивна",по внутреннему диаметру шлема,точно не установлена; не нормировать без конкретной находки,"вмятины, царапины, ремонт, масло",C,"Осторожная реконструкция: функция или наличие вероятны, но конкретная форма/конструкция для Новгорода около 1230 не закреплена полностью.","[""SRC061"",""SRC084"",""SRC036"",""SRC037"",""SRC008""]",высокий: нужен конкретный референс и явная маркировка реконструкции,современным пенным вкладышем,reference_required
HLM0006,Полумаска шлема второй половины XIII–начала XIV века,helmets,later_comparative_half_mask,"Редкая лицевая деталь элитного шлема, найденная в Великом Новгороде и датированная второй половиной XIII — первой четвертью XIV века. Для центра базы 1230 года служит только поздним ограничителем.",профессиональные воины; редкие формы — элита,в основном состоятельные воины; декор — элита,защитное,1260,1325,железо,лицевая часть с прорезями/формой по новгородской находке,по музейной публикации,точно не установлена; не нормировать без конкретной находки,"вмятины, царапины, ремонт, масло",D,Прямая новгородская находка более поздней даты; не свидетельство нормы первой половины XIII века.,"[""SRC088""]",критический: не использовать автоматически,"шлемом, безопасным для автоматической генерации 1230",research_only
HLM0007,Сфероконический шлем из железа,helmets,sphero_conical,"Сфероконический шлем из железа. Функция: защита головы. Конструктивно: цельнокованый или составной купол, плавно поднимающийся к вершине; нижний венец и отверстия/крепления по типу. Для генерации следует сохранять ручную технологию, неровность материала и регионально-историческую простоту формы.",профессиональные воины; редкие формы — элита,в основном состоятельные воины; декор — элита,защитное,1180,1260,"железо/сталь, кожа, кольчужная сетка по варианту","цельнокованый или составной купол, плавно поднимающийся к вершине; нижний венец и отверстия/крепления по типу",высота купола обычно порядка 18–30 см; по находке,точно не установлена; не нормировать без конкретной находки,"вмятины, царапины, ремонт, масло",B,Хорошая реконструкция по новгородским данным и нескольким близким древнерусским аналогиям XII–XIII вв.,"[""SRC036"",""SRC037"",""SRC008""]",средне-высокий: без референса генератор часто подменяет форму позднесредневековой или этнографической,монгольским шлемом XIV века или поздней мисюркой,safe_with_constraints
HLM0008,Высокий сфероконический шлем с наносником,helmets,шлемы XII–первой половины XIII века,"Кованый железный купол, вытянутый вверх, с узким наносником и возможной бармицей; основной безопасный силуэт для статусного древнерусского воина при наличии точного аналога.","дружинники, княжеская/боярская элита, отдельные приезжие воины",дружина/элита,защита головы,1180,1260,"железо/сталь, кожа, кольчуга, медный сплав для редкого декора",цельнокованый или составной купол; наносник приклёпан/вытянут; по краю крепление подкладки и бармицы,высота и диаметр по голове; масса ориентировочно 1–2.5 кг,точно не установлена; не нормировать без конкретной находки,"вмятины, царапины, ремонт, масло",B,Хорошая реконструкция по новгородским данным и нескольким близким древнерусским аналогиям XII–XIII вв.,"[""SRC036"",""SRC037"",""SRC008""]",средне-высокий: без референса генератор часто подменяет форму позднесредневековой или этнографической,поздними этнографическими и неосредневековыми формами той же функции,safe_with_constraints
HLM0009,Куполовидный шлем западного типа с наносником,helmets,шлемы XII–первой половины XIII века,"Более округлая или слегка коническая западнобалтийская форма с прямым наносником; возможна у приезжего или в контактной дружинной среде, но требует конкретного референса.","дружинники, княжеская/боярская элита, отдельные приезжие воины",контактный/импортный комплекс,защита головы,1180,1260,"железо/сталь, кожа","кованый купол, наносник, ремешки/подкладка",по голове,точно не установлена; не нормировать без конкретной находки,"вмятины, царапины, ремонт, масло",C,"Осторожная реконструкция: функция или наличие вероятны, но конкретная форма/конструкция для Новгорода около 1230 не закреплена полностью.","[""SRC036"",""SRC037"",""SRC008"",""SRC051""]",высокий: нужен конкретный референс и явная маркировка реконструкции,поздними этнографическими и неосредневековыми формами той же функции,reference_required
HLM0010,Стёганая подшлемная шапочка,helmets,шлемы XII–первой половины XIII века,"Мягкая подкладка, отделяющая металлический купол от головы; отдельная форма и толщина реконструируются.","дружинники, княжеская/боярская элита, отдельные приезжие воины",состоятельные военные,защита головы,1180,1260,"лён/шерсть, кожа, набивка","сшитая шапка/подвеска, связанная с куполом ремнями",по голове,точно не установлена; не нормировать без конкретной находки,"вмятины, царапины, ремонт, масло",C,"Осторожная реконструкция: функция или наличие вероятны, но конкретная форма/конструкция для Новгорода около 1230 не закреплена полностью.","[""SRC036"",""SRC037"",""SRC008""]",высокий: нужен конкретный референс и явная маркировка реконструкции,поздними этнографическими и неосредневековыми формами той же функции,reference_required
HLM0011,Сфероконический шлем без выраженного наносника,helmets,шлемы XII–первой половины XIII века,Конически округлый железный купол с простым нижним обручем; возможна бармица. Конкретный вариант выбирать по северорусской находке.,"дружинники, княжеская/боярская элита, отдельные приезжие воины",состоятельные военные,защита головы,1180,1260,"железо/сталь, кожа, кольчуга",кованый/составной купол и внутренняя подвеска,по голове,точно не установлена; не нормировать без конкретной находки,"вмятины, царапины, ремонт, масло",B,Хорошая реконструкция по новгородским данным и нескольким близким древнерусским аналогиям XII–XIII вв.,"[""SRC036"",""SRC037"",""SRC008""]",средне-высокий: без референса генератор часто подменяет форму позднесредневековой или этнографической,поздними этнографическими и неосредневековыми формами той же функции,safe_with_constraints
HLM0012,Бацинет с забралом,helmets,шлемы и защита головы,Поздний шлем XIV–XV вв.; внесён только как запрет.,профессиональные воины; редкие формы — элита,профессиональные и состоятельные воины,защитное,1320,1500,сталь,глубокая тулья и подвижное забрало,поздняя форма,точно не установлена; не нормировать без конкретной находки,"вмятины, царапины, ремонт, масло",D,Спорно. Хранится только как исследовательская гипотеза и не должно автоматически попадать в генерацию.,"[""SRC036"",""SRC037"",""SRC008""]",критический: не использовать автоматически,поздними этнографическими и неосредневековыми формами той же функции,research_only
HLM0013,Железная шапель/«железная шляпа» — возможный западный импорт,helmets,шлемы и защита головы,"Шлем с круглой тульей и полями; ранние формы известны в Европе XIII в., но прямое новгородское подтверждение около 1230 слабое.",профессиональные воины; редкие формы — элита,профессиональные и состоятельные воины,защитное,1180,1260,железо/сталь,цельная или сегментная тулья с полями,по европейскому типу,точно не установлена; не нормировать без конкретной находки,"вмятины, царапины, ремонт, масло",D,Спорно. Хранится только как исследовательская гипотеза и не должно автоматически попадать в генерацию.,"[""SRC036"",""SRC037"",""SRC008"",""SRC051""]",критический: не использовать автоматически,поздними этнографическими и неосредневековыми формами той же функции,research_only
HLM0014,Западноевропейский шлем-«горшок» раннего типа — чужеземный и редкий,helmets,шлемы и защита головы,"Закрывающий лицо цилиндрический/коробчатый шлем начала XIII в.; мог появиться с западным воином, но не является новгородской нормой.",профессиональные воины; редкие формы — элита,редкий западный приезжий/наёмник,защитное,1180,1260,"железные пластины, заклёпки, подкладка",несколько пластин с прорезями для глаз и дыхания,по западноевропейскому экземпляру 1200–1250,точно не установлена; не нормировать без конкретной находки,"вмятины, царапины, ремонт, масло",D,Спорно. Хранится только как исследовательская гипотеза и не должно автоматически попадать в генерацию.,"[""SRC024"",""SRC080"",""SRC036"",""SRC037"",""SRC008"",""SRC051""]",критический: не использовать автоматически,поздними этнографическими и неосредневековыми формами той же функции,research_only
HLM0015,Кольчужная бармица шлема,helmets,шлемы и защита головы,"Сетка из мелких колец, закреплённая по нижнему краю тульи и закрывающая шею/уши.",профессиональные воины; редкие формы — элита,профессиональные и состоятельные воины,защитное,1180,1260,"железные кольца, кожаный шнур/кант","плетение четыре-в-одно, подвес через ряд отверстий",до плеч или короче,точно не установлена; не нормировать без конкретной находки,"вмятины, царапины, ремонт, масло",B,Хорошая реконструкция по новгородским данным и нескольким близким древнерусским аналогиям XII–XIII вв.,"[""SRC036"",""SRC037"",""SRC008""]",средне-высокий: без референса генератор часто подменяет форму позднесредневековой или этнографической,поздними этнографическими и неосредневековыми формами той же функции,safe_with_constraints
