npt_id,g4_ref,g4_short,layer,season_period,condition,requires,channel,clear_text,partial_text,loudness,member_ref,layer_class,source_refs,confidence,status
npt_north_exposed_turn__weather__autumn__wx_precip_steady__sleet,g4v3__gn_nov_g3_xp017_yp026_r2_north_exposed_turn,north_exposed_turn,weather,autumn,wx_precip_steady,weather_state=wx_precip_steady; precipitation_phase=sleet,visual,Льёт холодная мокрая каша из снега и дождя. Над водой всё скрыто серой завесой.,Льёт и метёт.,,,water_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_north_exposed_turn/weather|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/realized_weather_matrix.csv#wxr_precip_steady__sleet|game-base-v1/nature-materials-weather/weather_climate/local_landscape_modifiers.csv,C,candidate
npt_north_exposed_turn__weather__autumn__wx_precip_steady__rain,g4v3__gn_nov_g3_xp017_yp026_r2_north_exposed_turn,north_exposed_turn,weather,autumn,wx_precip_steady,weather_state=wx_precip_steady; precipitation_phase=rain,visual,"Идёт затяжной дождь, ровный и холодный. Над водой всё скрыто серой завесой.",Идёт дождь.,,,water_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_north_exposed_turn/weather|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/realized_weather_matrix.csv#wxr_precip_steady__rain|game-base-v1/nature-materials-weather/weather_climate/local_landscape_modifiers.csv,C,candidate
npt_north_exposed_turn__weather__autumn__wx_convective_storm__rain,g4v3__gn_nov_g3_xp017_yp026_r2_north_exposed_turn,north_exposed_turn,weather,autumn,wx_convective_storm,weather_state=wx_convective_storm; precipitation_phase=rain,visual,"Налетела гроза: гремит, хлещет ливень, небо то и дело рвут вспышки. Над водой всё скрыто серой завесой.",Гроза и ливень.,,,water_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_north_exposed_turn/weather|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/realized_weather_matrix.csv#wxr_convective_storm__rain|game-base-v1/nature-materials-weather/weather_climate/local_landscape_modifiers.csv,C,candidate
npt_north_exposed_turn__weather__autumn__wx_windy_dry__none,g4v3__gn_nov_g3_xp017_yp026_r2_north_exposed_turn,north_exposed_turn,weather,autumn,wx_windy_dry,weather_state=wx_windy_dry; precipitation_phase=none,visual,"Дует сильный ветер, гнёт траву и рвёт одежду. Над открытой водой ветер сильнее, гонит рябь.",Сильный ветер.,,,water_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_north_exposed_turn/weather|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/realized_weather_matrix.csv#wxr_windy_dry__none|game-base-v1/nature-materials-weather/weather_climate/local_landscape_modifiers.csv,C,candidate
npt_north_exposed_turn__weather__autumn__wx_windy_precip__snow,g4v3__gn_nov_g3_xp017_yp026_r2_north_exposed_turn,north_exposed_turn,weather,autumn,wx_windy_precip,weather_state=wx_windy_precip; precipitation_phase=snow,visual,"Метёт метель: снег несёт сбоку, следы заметает на глазах. Над открытой водой ветер сильнее, гонит рябь.","Метель, ничего не видно.",,,water_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_north_exposed_turn/weather|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/realized_weather_matrix.csv#wxr_windy_precip__snow|game-base-v1/nature-materials-weather/weather_climate/local_landscape_modifiers.csv,C,candidate
npt_north_exposed_turn__weather__autumn__wx_windy_precip__sleet,g4v3__gn_nov_g3_xp017_yp026_r2_north_exposed_turn,north_exposed_turn,weather,autumn,wx_windy_precip,weather_state=wx_windy_precip; precipitation_phase=sleet,visual,"Ветер швыряет мокрый снег с дождём прямо в лицо. Над открытой водой ветер сильнее, гонит рябь.",Мокрая буря.,,,water_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_north_exposed_turn/weather|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/realized_weather_matrix.csv#wxr_windy_precip__sleet|game-base-v1/nature-materials-weather/weather_climate/local_landscape_modifiers.csv,C,candidate
npt_north_exposed_turn__weather__autumn__wx_windy_precip__rain,g4v3__gn_nov_g3_xp017_yp026_r2_north_exposed_turn,north_exposed_turn,weather,autumn,wx_windy_precip,weather_state=wx_windy_precip; precipitation_phase=rain,visual,"Ветер гонит косой дождь, вода бьёт в лицо. Над открытой водой ветер сильнее, гонит рябь.",Ветер и дождь.,,,water_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_north_exposed_turn/weather|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/realized_weather_matrix.csv#wxr_windy_precip__rain|game-base-v1/nature-materials-weather/weather_climate/local_landscape_modifiers.csv,C,candidate
npt_north_exposed_turn__audible_context__autumn__open,g4v3__gn_nov_g3_xp017_yp026_r2_north_exposed_turn,north_exposed_turn,audible_context,autumn,open,water_condition=open,acoustic,"Вода плещет о берег, ветер шуршит сухими стеблями.",Доносится неясный шум.,1,,water_movement_wind_and_cover,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_north_exposed_turn/audible_context|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|pr98:data/world-catalogs/novgorod/m2c-acoustic/approved/spatial_v3_g6_acoustic_baselines.json|pr98:data/world-catalogs/novgorod/m2c-natural-presentation/candidate.json,C,candidate
npt_north_exposed_turn__audible_context__autumn__ice_forming,g4v3__gn_nov_g3_xp017_yp026_r2_north_exposed_turn,north_exposed_turn,audible_context,autumn,ice_forming,water_condition=ice_forming,acoustic,"Слышно, как шуршит и позванивает шуга у берега.",Доносится шорох.,1,,water_movement_wind_and_cover,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_north_exposed_turn/audible_context|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|pr98:data/world-catalogs/novgorod/m2c-acoustic/approved/spatial_v3_g6_acoustic_baselines.json|pr98:data/world-catalogs/novgorod/m2c-natural-presentation/candidate.json,C,candidate
npt_north_outflow_reach__surface__winter__snow,g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach,north_outflow_reach,surface,winter,snow,ground_state=snow,visual,Низкий берег занесён ровным снегом; у самой воды из-под него проступает смёрзшийся ил.,Под ногами снег.,,,alluvial_silt_mud,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach/surface|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/seasonal_phenomena.csv,C,candidate
npt_north_outflow_reach__surface__winter__no_snow,g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach,north_outflow_reach,surface,winter,no_snow,ground_state!=snow and season=winter,visual,"Ил у воды схвачен морозом, серые кочки грязи затвердели и хрустят.",Под ногами мёрзлая земля.,,,alluvial_silt_mud,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach/surface|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/seasonal_phenomena.csv,C,candidate
npt_north_outflow_reach__relief__winter__snow,g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach,north_outflow_reach,relief,winter,snow,ground_state=snow,visual,"Низкий берег под снегом сливается со льдом реки, граница угадывается с трудом.",Берег едва различим.,,,bank_low,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach/relief|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial),C,candidate
npt_north_outflow_reach__relief__winter__no_snow,g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach,north_outflow_reach,relief,winter,no_snow,ground_state!=snow and season=winter,visual,"Берег низкий, почти вровень с водой.",Берег низкий.,,,bank_low,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach/relief|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial),C,candidate
npt_north_outflow_reach__water_body__winter__ice,g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach,north_outflow_reach,water_body,winter,ice,water_condition=ice,visual,"Протока стоит подо льдом; снег на нём ровный, только у стремнины лёд темнее.",Впереди лёд.,,,channel,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach/water_body|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/seasonal_phenomena.csv,C,candidate
npt_north_outflow_reach__bank_structure__winter__snow,g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach,north_outflow_reach,bank_structure,winter,snow,ground_state=snow,visual,"Кромка берега вмёрзла в лёд, под снегом её не отличить от реки.",Различима кромка берега.,,,alluvial_silt_mud,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach/bank_structure|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial),C,candidate
npt_north_outflow_reach__bank_structure__winter__no_snow,g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach,north_outflow_reach,bank_structure,winter,no_snow,ground_state!=snow and season=winter,visual,"Кромка берега вмёрзла в лёд, голая и мёрзлая; граница с рекой видна отчётливо.",Различима кромка берега.,,,alluvial_silt_mud,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach/bank_structure|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial),C,candidate
npt_north_outflow_reach__tree_layer__winter__snow,g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach,north_outflow_reach,tree_layer,winter,snow,ground_state=snow,visual,Редкие деревья стоят по берегу; ивы стоят без листа.,Различимы очертания деревьев.,,,scattered_tree_cover,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach/tree_layer|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|wk:claim:macro-b19-dried-willow-rods-can-be-moistened-for-flexible-basket-work|pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json,C,candidate
npt_north_outflow_reach__shrub_layer__winter__snow,g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach,north_outflow_reach,shrub_layer,winter,snow,ground_state=snow,visual,Из снега торчат голые прутья кустарника.,Различим кустарник.,,,shrub_or_understory,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach/shrub_layer|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial),C,candidate
npt_north_outflow_reach__shrub_layer__winter__no_snow,g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach,north_outflow_reach,shrub_layer,winter,no_snow,ground_state!=snow and season=winter,visual,Голые прутья кустарника чернеют на мёрзлой бесснежной земле.,Различим кустарник.,,,shrub_or_understory,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach/shrub_layer|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial),C,candidate
npt_north_outflow_reach__ground_cover__winter__snow,g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach,north_outflow_reach,ground_cover,winter,snow,ground_state=snow,visual,"Трава и осока спрятаны под снегом, над ним качаются сухие метёлки.",Различим сухой травостой.,,,grass_sedge_and_shrub_cover,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach/ground_cover|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial),C,candidate
npt_north_outflow_reach__ground_cover__winter__no_snow,g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach,north_outflow_reach,ground_cover,winter,no_snow,ground_state!=snow and season=winter,visual,"Сухая трава и осока побурели и полегли на мёрзлой голой земле, метёлки торчат над ней.",Различим сухой травостой.,,,grass_sedge_and_shrub_cover,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach/ground_cover|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial),C,candidate
npt_north_outflow_reach__riparian_vegetation__winter__snow,g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach,north_outflow_reach,riparian_vegetation,winter,snow,ground_state=snow,visual,У воды из-под снега торчат сухие стебли и прутья. Над снегом видны голые ивовые прутья.,У воды различимы сухие стебли.,,,generic_riparian_or_wetland_cover,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach/riparian_vegetation|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial),C,candidate
npt_north_outflow_reach__riparian_vegetation__winter__no_snow,g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach,north_outflow_reach,riparian_vegetation,winter,no_snow,ground_state!=snow and season=winter,visual,"У воды стоят голые сухие стебли и прутья, земля вокруг мёрзлая. На мёрзлой земле стоят ивовые кусты.",У воды различимы сухие стебли.,,,generic_riparian_or_wetland_cover,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach/riparian_vegetation|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial),C,candidate
npt_north_outflow_reach__natural_materials__winter__snow,g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach,north_outflow_reach,natural_materials,winter,snow,ground_state=snow,visual,"Из-под снега проступают смёрзшийся ил, сухие стебли травы и занесённые сучья.",Из-под снега что-то проступает.,,,alluvial_silt_mud+grass_sedge_litter+small_woody_debris,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach/natural_materials|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial),C,candidate
npt_north_outflow_reach__natural_materials__winter__no_snow,g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach,north_outflow_reach,natural_materials,winter,no_snow,ground_state!=snow and season=winter,visual,"На мёрзлой голой земле видны смёрзшийся ил, сухие стебли травы и занесённые сучья.",На земле что-то лежит.,,,alluvial_silt_mud+grass_sedge_litter+small_woody_debris,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach/natural_materials|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial),C,candidate
npt_north_outflow_reach__seasonal_state__winter__snow,g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach,north_outflow_reach,seasonal_state,winter,snow,ground_state=snow,visual,Зима: вода и берега под снегом и льдом.,Зимнее место.,,,water,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach/seasonal_state|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/seasonal_phenomena.csv,C,candidate
npt_north_outflow_reach__seasonal_state__winter__no_snow,g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach,north_outflow_reach,seasonal_state,winter,no_snow,ground_state!=snow and season=winter,visual,"Предзимье: земля голая и мёрзлая, вода уже схватывается.",Холодно и голо.,,,water,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach/seasonal_state|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/seasonal_phenomena.csv,C,candidate
npt_north_outflow_reach__light__winter__snow__civil_dawn,g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach,north_outflow_reach,light,winter,snow,light_phase=civil_dawn; ground_state=snow,visual,Долго светает; серый свет медленно проступает над снегом.,Сумеречно.,,,semi_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach/light|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|main:data/world-catalogs/novgorod/temporal-v4/datasets/calendar_daylight_light_profiles.json|game-base-v1/nature-materials-weather/weather_climate/light_profile_by_month.csv,C,candidate
npt_north_outflow_reach__light__winter__no_snow__civil_dawn,g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach,north_outflow_reach,light,winter,no_snow,light_phase=civil_dawn; ground_state!=snow and season=winter,visual,Долго светает; серый свет медленно проступает над мёрзлой голой землёй.,Сумеречно.,,,semi_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach/light|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|main:data/world-catalogs/novgorod/temporal-v4/datasets/calendar_daylight_light_profiles.json|game-base-v1/nature-materials-weather/weather_climate/light_profile_by_month.csv,C,candidate
npt_north_outflow_reach__light__winter__default__daylight,g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach,north_outflow_reach,light,winter,default,light_phase=daylight,visual,"Солнце стоит низко, свет косой и короткий; тени длинные даже в полдень. Свет пятнами пробивается между деревьями.",Светло.,,,semi_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach/light|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|main:data/world-catalogs/novgorod/temporal-v4/datasets/calendar_daylight_light_profiles.json|game-base-v1/nature-materials-weather/weather_climate/light_profile_by_month.csv,C,candidate
npt_north_outflow_reach__light__winter__snow__civil_dusk,g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach,north_outflow_reach,light,winter,snow,light_phase=civil_dusk; ground_state=snow,visual,Рано смеркается; снег синеет и темнеет.,Сумеречно.,,,semi_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach/light|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|main:data/world-catalogs/novgorod/temporal-v4/datasets/calendar_daylight_light_profiles.json|game-base-v1/nature-materials-weather/weather_climate/light_profile_by_month.csv,C,candidate
npt_north_outflow_reach__light__winter__no_snow__civil_dusk,g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach,north_outflow_reach,light,winter,no_snow,light_phase=civil_dusk; ground_state!=snow and season=winter,visual,Рано смеркается; голая земля быстро темнеет.,Сумеречно.,,,semi_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach/light|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|main:data/world-catalogs/novgorod/temporal-v4/datasets/calendar_daylight_light_profiles.json|game-base-v1/nature-materials-weather/weather_climate/light_profile_by_month.csv,C,candidate
npt_north_outflow_reach__light__winter__snow__night,g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach,north_outflow_reach,light,winter,snow,light_phase=night; ground_state=snow,visual,Ночь длинная и тёмная; только снег чуть отсвечивает.,Темно.,,,semi_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach/light|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|main:data/world-catalogs/novgorod/temporal-v4/datasets/calendar_daylight_light_profiles.json|game-base-v1/nature-materials-weather/weather_climate/light_profile_by_month.csv,C,candidate
npt_north_outflow_reach__light__winter__no_snow__night,g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach,north_outflow_reach,light,winter,no_snow,light_phase=night; ground_state!=snow and season=winter,visual,Ночь длинная и тёмная; мёрзлая земля почти не различима.,Темно.,,,semi_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach/light|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|main:data/world-catalogs/novgorod/temporal-v4/datasets/calendar_daylight_light_profiles.json|game-base-v1/nature-materials-weather/weather_climate/light_profile_by_month.csv,C,candidate
npt_north_outflow_reach__weather__winter__wx_clear__none,g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach,north_outflow_reach,weather,winter,wx_clear,weather_state=wx_clear; precipitation_phase=none,visual,"Небо чистое, ветра почти нет.",Ясно.,,,water_ice,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach/weather|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/realized_weather_matrix.csv#wxr_clear__none|game-base-v1/nature-materials-weather/weather_climate/local_landscape_modifiers.csv,C,candidate
npt_north_outflow_reach__weather__winter__wx_partly_cloudy__none,g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach,north_outflow_reach,weather,winter,wx_partly_cloudy,weather_state=wx_partly_cloudy; precipitation_phase=none,visual,"По небу идут облака, солнце то прячется, то выходит.",Облачно.,,,water_ice,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach/weather|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/realized_weather_matrix.csv#wxr_partly_cloudy__none|game-base-v1/nature-materials-weather/weather_climate/local_landscape_modifiers.csv,C,candidate
npt_north_outflow_reach__weather__winter__wx_overcast__none,g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach,north_outflow_reach,weather,winter,wx_overcast,weather_state=wx_overcast; precipitation_phase=none,visual,"Небо затянуто ровной серой пеленой, но сухо.",Пасмурно.,,,water_ice,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach/weather|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/realized_weather_matrix.csv#wxr_overcast__none|game-base-v1/nature-materials-weather/weather_climate/local_landscape_modifiers.csv,C,candidate
npt_north_outflow_reach__weather__winter__wx_fog__none,g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach,north_outflow_reach,weather,winter,wx_fog,weather_state=wx_fog; precipitation_phase=none,visual,Лёг туман; в нескольких шагах всё расплывается. Над льдом висит морозная дымка.,"Туман, почти ничего не видно.",,,water_ice,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach/weather|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/realized_weather_matrix.csv#wxr_fog__none|game-base-v1/nature-materials-weather/weather_climate/local_landscape_modifiers.csv,C,candidate
npt_north_outflow_reach__weather__winter__wx_precip_light__snow,g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach,north_outflow_reach,weather,winter,wx_precip_light,weather_state=wx_precip_light; precipitation_phase=snow,visual,Сыплет мелкий редкий снег. Над замёрзшей водой всё тонет в белой мгле.,Идёт снег.,,,water_ice,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach/weather|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/realized_weather_matrix.csv#wxr_precip_light__snow|game-base-v1/nature-materials-weather/weather_climate/local_landscape_modifiers.csv,C,candidate
npt_north_outflow_reach__weather__winter__wx_precip_light__sleet,g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach,north_outflow_reach,weather,winter,wx_precip_light,weather_state=wx_precip_light; precipitation_phase=sleet,visual,"Сеет мокрый снег пополам с дождём, всё блестит от сырости. Над замёрзшей водой всё тонет в белой мгле.",Мокро и мутно.,,,water_ice,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach/weather|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/realized_weather_matrix.csv#wxr_precip_light__sleet|game-base-v1/nature-materials-weather/weather_climate/local_landscape_modifiers.csv,C,candidate
npt_north_outflow_reach__weather__winter__wx_precip_steady__snow,g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach,north_outflow_reach,weather,winter,wx_precip_steady,weather_state=wx_precip_steady; precipitation_phase=snow,visual,"Валит густой снег, дальнего берега не видно. Над замёрзшей водой всё тонет в белой мгле.",Снег застилает всё.,,,water_ice,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_north_outflow_reach/weather|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/realized_weather_matrix.csv#wxr_precip_steady__snow|game-base-v1/nature-materials-weather/weather_climate/local_landscape_modifiers.csv,C,candidate
