step_id,ds_id,step_no,action_ru,input_fd_ids,tool_ids,vessel_ids,duration,heat,result_state,source_refs,confidence,status
st_rst000571,ds_dry_apple_local,3,"Сушить в проветриваемом месте или мягком остаточном тепле, защищая от дождя и животных.","[""fd_apple_local""]",[],"[""INT0011""]",1–5 days,air_or_gentle_heat,dried,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000571""]",C,candidate
st_rst000572,ds_dry_apple_local,4,Убрать в сухую тару только после полного остывания и высыхания.,[],[],"[""HOU0015"", ""HOU0021""]",5–15 min,none,stored,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000572""]",C,candidate
st_rst000573,ds_dry_raspberry,1,"Перебрать ягоды и удалить листья, мусор и испорченные плоды.","[""fd_raspberry""]","[""POT0028""]","[""HOU0016"", ""POT0010""]",10–60 min,none,prepared,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000573""]",C,candidate
st_rst000574,ds_dry_raspberry,2,Разложить одним слоем на чистой деревянной или плетёной поверхности.,"[""fd_raspberry""]",[],"[""POT0007"", ""HOU0016""]",5–20 min,none,spread,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000574""]",C,candidate
st_rst000575,ds_dry_raspberry,3,"Сушить в проветриваемом месте или мягком остаточном тепле, защищая от дождя и животных.","[""fd_raspberry""]",[],"[""INT0011""]",1–5 days,air_or_gentle_heat,dried,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000575""]",C,candidate
st_rst000576,ds_dry_raspberry,4,Убрать в сухую тару только после полного остывания и высыхания.,[],[],"[""HOU0015"", ""HOU0021""]",5–15 min,none,stored,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000576""]",C,candidate
st_rst000577,ds_dry_bilberry,1,"Перебрать ягоды и удалить листья, мусор и испорченные плоды.","[""fd_bilberry""]","[""POT0028""]","[""HOU0016"", ""POT0010""]",10–60 min,none,prepared,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000577""]",C,candidate
st_rst000578,ds_dry_bilberry,2,Разложить одним слоем на чистой деревянной или плетёной поверхности.,"[""fd_bilberry""]",[],"[""POT0007"", ""HOU0016""]",5–20 min,none,spread,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000578""]",C,candidate
st_rst000579,ds_dry_bilberry,3,"Сушить в проветриваемом месте или мягком остаточном тепле, защищая от дождя и животных.","[""fd_bilberry""]",[],"[""INT0011""]",1–5 days,air_or_gentle_heat,dried,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000579""]",C,candidate
st_rst000580,ds_dry_bilberry,4,Убрать в сухую тару только после полного остывания и высыхания.,[],[],"[""HOU0015"", ""HOU0021""]",5–15 min,none,stored,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000580""]",C,candidate
st_rst000581,ds_dry_lingonberry,1,"Перебрать ягоды и удалить листья, мусор и испорченные плоды.","[""fd_lingonberry""]","[""POT0028""]","[""HOU0016"", ""POT0010""]",10–60 min,none,prepared,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000581""]",C,candidate
st_rst000582,ds_dry_lingonberry,2,Разложить одним слоем на чистой деревянной или плетёной поверхности.,"[""fd_lingonberry""]",[],"[""POT0007"", ""HOU0016""]",5–20 min,none,spread,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000582""]",C,candidate
st_rst000583,ds_dry_lingonberry,3,"Сушить в проветриваемом месте или мягком остаточном тепле, защищая от дождя и животных.","[""fd_lingonberry""]",[],"[""INT0011""]",1–5 days,air_or_gentle_heat,dried,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000583""]",C,candidate
st_rst000584,ds_dry_lingonberry,4,Убрать в сухую тару только после полного остывания и высыхания.,[],[],"[""HOU0015"", ""HOU0021""]",5–15 min,none,stored,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000584""]",C,candidate
st_rst000585,ds_dry_cranberry,1,"Перебрать ягоды и удалить листья, мусор и испорченные плоды.","[""fd_cranberry""]","[""POT0028""]","[""HOU0016"", ""POT0010""]",10–60 min,none,prepared,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000585""]",C,candidate
st_rst000586,ds_dry_cranberry,2,Разложить одним слоем на чистой деревянной или плетёной поверхности.,"[""fd_cranberry""]",[],"[""POT0007"", ""HOU0016""]",5–20 min,none,spread,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000586""]",C,candidate
st_rst000587,ds_dry_cranberry,3,"Сушить в проветриваемом месте или мягком остаточном тепле, защищая от дождя и животных.","[""fd_cranberry""]",[],"[""INT0011""]",1–5 days,air_or_gentle_heat,dried,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000587""]",C,candidate
st_rst000588,ds_dry_cranberry,4,Убрать в сухую тару только после полного остывания и высыхания.,[],[],"[""HOU0015"", ""HOU0021""]",5–15 min,none,stored,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000588""]",C,candidate
st_rst000589,ds_dry_rowan_berry,1,"Перебрать ягоды и удалить листья, мусор и испорченные плоды.","[""fd_rowan_berry""]","[""POT0028""]","[""HOU0016"", ""POT0010""]",10–60 min,none,prepared,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000589""]",C,candidate
st_rst000590,ds_dry_rowan_berry,2,Разложить одним слоем на чистой деревянной или плетёной поверхности.,"[""fd_rowan_berry""]",[],"[""POT0007"", ""HOU0016""]",5–20 min,none,spread,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000590""]",C,candidate
st_rst000591,ds_dry_rowan_berry,3,"Сушить в проветриваемом месте или мягком остаточном тепле, защищая от дождя и животных.","[""fd_rowan_berry""]",[],"[""INT0011""]",1–5 days,air_or_gentle_heat,dried,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000591""]",C,candidate
st_rst000592,ds_dry_rowan_berry,4,Убрать в сухую тару только после полного остывания и высыхания.,[],[],"[""HOU0015"", ""HOU0021""]",5–15 min,none,stored,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000592""]",C,candidate
st_rst000593,ds_dry_cherry,1,"Перебрать ягоды и удалить листья, мусор и испорченные плоды.","[""fd_cherry""]","[""POT0028""]","[""HOU0016"", ""POT0010""]",10–60 min,none,prepared,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000593""]",C,candidate
st_rst000594,ds_dry_cherry,2,Разложить одним слоем на чистой деревянной или плетёной поверхности.,"[""fd_cherry""]",[],"[""POT0007"", ""HOU0016""]",5–20 min,none,spread,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000594""]",C,candidate
st_rst000595,ds_dry_cherry,3,"Сушить в проветриваемом месте или мягком остаточном тепле, защищая от дождя и животных.","[""fd_cherry""]",[],"[""INT0011""]",1–5 days,air_or_gentle_heat,dried,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000595""]",C,candidate
st_rst000596,ds_dry_cherry,4,Убрать в сухую тару только после полного остывания и высыхания.,[],[],"[""HOU0015"", ""HOU0021""]",5–15 min,none,stored,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000596""]",C,candidate
st_rst000597,ds_berry_drink_raspberry,1,Перебрать и раздавить ягоды деревянной ложкой или пестом.,"[""fd_raspberry""]","[""POT0029"", ""POT0002""]","[""POT0032""]",5–15 min,none,crushed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000597""]",C,candidate
st_rst000598,ds_berry_drink_raspberry,2,Смешать с чистой доступной водой; кипячение не считается автоматически исторической нормой.,"[""fd_raspberry"", ""fd_water_well""]","[""POT0002""]","[""POT0020""]",1–5 min,none,mixed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000598""]",C,candidate
st_rst000599,ds_berry_drink_raspberry,3,При желании процедить и употребить сразу; мёд — дорогой отдельный вариант.,"[""fd_raspberry"", ""fd_honey_liquid""]","[""POT0030""]","[""POT0006""]",1–10 min,none,ready_to_drink,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000599""]",C,candidate
st_rst000600,ds_berry_drink_bilberry,1,Перебрать и раздавить ягоды деревянной ложкой или пестом.,"[""fd_bilberry""]","[""POT0029"", ""POT0002""]","[""POT0032""]",5–15 min,none,crushed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000600""]",C,candidate
st_rst000601,ds_berry_drink_bilberry,2,Смешать с чистой доступной водой; кипячение не считается автоматически исторической нормой.,"[""fd_bilberry"", ""fd_water_well""]","[""POT0002""]","[""POT0020""]",1–5 min,none,mixed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000601""]",C,candidate
st_rst000602,ds_berry_drink_bilberry,3,При желании процедить и употребить сразу; мёд — дорогой отдельный вариант.,"[""fd_bilberry"", ""fd_honey_liquid""]","[""POT0030""]","[""POT0006""]",1–10 min,none,ready_to_drink,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000602""]",C,candidate
st_rst000603,ds_berry_drink_lingonberry,1,Перебрать и раздавить ягоды деревянной ложкой или пестом.,"[""fd_lingonberry""]","[""POT0029"", ""POT0002""]","[""POT0032""]",5–15 min,none,crushed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000603""]",C,candidate
st_rst000604,ds_berry_drink_lingonberry,2,Смешать с чистой доступной водой; кипячение не считается автоматически исторической нормой.,"[""fd_lingonberry"", ""fd_water_well""]","[""POT0002""]","[""POT0020""]",1–5 min,none,mixed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000604""]",C,candidate
st_rst000605,ds_berry_drink_lingonberry,3,При желании процедить и употребить сразу; мёд — дорогой отдельный вариант.,"[""fd_lingonberry"", ""fd_honey_liquid""]","[""POT0030""]","[""POT0006""]",1–10 min,none,ready_to_drink,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000605""]",C,candidate
st_rst000606,ds_berry_drink_cranberry,1,Перебрать и раздавить ягоды деревянной ложкой или пестом.,"[""fd_cranberry""]","[""POT0029"", ""POT0002""]","[""POT0032""]",5–15 min,none,crushed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000606""]",C,candidate
st_rst000607,ds_berry_drink_cranberry,2,Смешать с чистой доступной водой; кипячение не считается автоматически исторической нормой.,"[""fd_cranberry"", ""fd_water_well""]","[""POT0002""]","[""POT0020""]",1–5 min,none,mixed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000607""]",C,candidate
st_rst000608,ds_berry_drink_cranberry,3,При желании процедить и употребить сразу; мёд — дорогой отдельный вариант.,"[""fd_cranberry"", ""fd_honey_liquid""]","[""POT0030""]","[""POT0006""]",1–10 min,none,ready_to_drink,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000608""]",C,candidate
st_rst000609,ds_berry_drink_forest_berries_generic,1,Перебрать и раздавить ягоды деревянной ложкой или пестом.,"[""fd_forest_berries_generic""]","[""POT0029"", ""POT0002""]","[""POT0032""]",5–15 min,none,crushed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000609""]",C,candidate
st_rst000610,ds_berry_drink_forest_berries_generic,2,Смешать с чистой доступной водой; кипячение не считается автоматически исторической нормой.,"[""fd_forest_berries_generic"", ""fd_water_well""]","[""POT0002""]","[""POT0020""]",1–5 min,none,mixed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000610""]",C,candidate
st_rst000611,ds_berry_drink_forest_berries_generic,3,При желании процедить и употребить сразу; мёд — дорогой отдельный вариант.,"[""fd_forest_berries_generic"", ""fd_honey_liquid""]","[""POT0030""]","[""POT0006""]",1–10 min,none,ready_to_drink,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000611""]",C,candidate
st_rst000612,ds_honey_on_bread,1,Отрезать или отломить кусок хлеба.,"[""fd_bread_rye""]","[""POT0028""]","[""POT0007""]",1–5 min,none,portioned,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000612""]",C,candidate
st_rst000613,ds_honey_on_bread,2,Нанести небольшое количество мёда или есть вприкуску с сотом.,"[""fd_honey_liquid""]","[""POT0002""]","[""POT0007""]",1–5 min,none,ready_to_eat,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000613""]",C,candidate
st_rst000614,ds_berries_with_honey_uncertain,1,Перебрать свежие ягоды.,"[""fd_forest_berries_generic""]",[],"[""HOU0016""]",5–15 min,none,cleaned,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000614""]",C,candidate
st_rst000615,ds_berries_with_honey_uncertain,2,Смешать с небольшим количеством мёда непосредственно перед едой.,"[""fd_forest_berries_generic"", ""fd_honey_liquid""]","[""POT0002""]","[""POT0004""]",1–5 min,none,ready_to_eat,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000615""]",C,candidate
st_rst000616,ds_crush_hazelnuts,1,Расколоть скорлупу и выбрать ядра.,"[""fd_hazelnut_whole""]","[""POT0029""]","[""POT0032""]",10–30 min,none,shelled,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000616""]",C,candidate
st_rst000617,ds_crush_hazelnuts,2,Истолочь ядра до крупной крошки.,"[""fd_hazelnut_kernel""]","[""POT0029""]","[""POT0032""]",5–20 min,none,crushed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000617""]",C,candidate
st_rst000618,ds_sour_milk_natural,1,Налить свежее молоко в чистый сосуд.,"[""fd_milk_cow""]",[],"[""POT0018""]",1–5 min,none,fresh,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000618""]",C,candidate
st_rst000619,ds_sour_milk_natural,2,Оставить в умеренно прохладном или тёплом месте до естественного скисания; точный режим неизвестен.,"[""fd_milk_cow""]",[],"[""POT0018""]",8–48 h,ambient_fermentation,soured,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000619""]",C,candidate
st_rst000620,ds_sour_milk_natural,3,Отделить допустимое кислое молоко от явно гнилого или плесневого.,"[""fd_sour_milk""]","[""POT0002""]","[""POT0018""]",1–5 min,none,ready_to_eat,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000620""]",C,candidate
st_rst000621,ds_make_fresh_curd,1,Взять кислое молоко без признаков гнили или плесени.,"[""fd_sour_milk""]",[],"[""POT0018""]",1–5 min,none,soured,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000621""]",C,candidate
st_rst000622,ds_make_fresh_curd,2,Осторожно нагреть или дать сгустку отделиться; точный исторический режим не установлен.,"[""fd_sour_milk""]",[],"[""POT0021""]",20–90 min,gentle_heat,curdled,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000622""]",C,candidate
st_rst000623,ds_make_fresh_curd,3,Перелить в ткань и дать стечь сыворотке.,"[""fd_milk_curd""]",[],"[""HOU0013""]",1–12 h,none,strained,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000623""]",C,candidate
st_rst000624,ds_make_fresh_curd,4,Использовать свежим или кратко хранить в холоде.,"[""fd_fresh_curd""]",[],"[""POT0015""]",same day,none,ready_to_eat,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000624""]",C,candidate
st_rst000625,ds_make_fresh_pressed_cheese,1,Собрать свежий сгусток в ткань.,"[""fd_fresh_curd""]",[],"[""HOU0013""]",5–10 min,none,wrapped,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000625""]",C,candidate
st_rst000626,ds_make_fresh_pressed_cheese,2,При необходимости слегка посолить; историческая норма неизвестна.,"[""fd_fresh_curd"", ""fd_salt_coarse""]","[""POT0002""]","[""HOU0013""]",1–5 min,none,salted,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000626""]",C,candidate
st_rst000627,ds_make_fresh_pressed_cheese,3,"Прижать грузом, чтобы удалить часть сыворотки.","[""fd_fresh_curd""]",[],"[""TRD0024""]",2–24 h,none,pressed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000627""]",C,candidate
st_rst000628,ds_make_fresh_pressed_cheese,4,Снять с ткани и употребить свежим.,"[""fd_pressed_fresh_cheese""]",[],"[""POT0007""]",same day,none,ready_to_eat,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000628""]",C,candidate
st_rst000629,ds_age_cheese_uncertain,1,Использовать плотный свежий сырный круг без загрязнения.,"[""fd_pressed_fresh_cheese""]",[],"[""POT0007""]",1–5 min,none,fresh,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000629""]",C,candidate
st_rst000630,ds_age_cheese_uncertain,2,Слегка посолить поверхность только в реконструктивном варианте.,"[""fd_salt_coarse""]","[""POT0002""]","[""POT0007""]",1–5 min,none,salted,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000630""]",C,candidate
st_rst000631,ds_age_cheese_uncertain,3,"Держать в прохладном проветриваемом месте, переворачивая и осматривая.","[""fd_pressed_fresh_cheese""]",[],"[""ARC0026""]",days to weeks,cool_air,aged,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000631""]",C,candidate
st_rst000632,ds_age_cheese_uncertain,4,Не считать любую плесень допустимой; историческая форма сыра не определена точно.,"[""fd_aged_cheese_uncertain""]",[],"[""POT0007""]",inspection,none,ready_or_rejected,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000632""]",C,candidate
st_rst000633,ds_churn_butter,1,Снять сливочный слой с отстоявшегося молока.,"[""fd_cream""]","[""POT0008""]","[""AGR0001""]",5–15 min,none,separated,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000633""]",C,candidate
st_rst000634,ds_churn_butter,2,Сбивать сливки в подходящей деревянной таре до отделения масляного зерна.,"[""fd_cream""]",[],"[""HOU0036""]",20–120 min,none,churned,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000634""]",C,candidate
st_rst000635,ds_churn_butter,3,Собрать масляное зерно и слить пахту.,"[""fd_butter_fresh""]","[""POT0002""]","[""HOU0036""]",5–20 min,none,separated,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000635""]",C,candidate
st_rst000636,ds_churn_butter,4,Промыть прохладной водой и собрать в ком.,"[""fd_butter_fresh"", ""fd_water_well""]","[""POT0002""]","[""HOU0036""]",5–20 min,none,washed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000636""]",C,candidate
st_rst000637,ds_drink_whey,1,Слить свежую сыворотку после отделения сгустка.,"[""fd_whey""]",[],"[""POT0020""]",1–5 min,none,strained,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000637""]",C,candidate
st_rst000638,ds_drink_whey,2,Употребить свежей; длительное хранение не предполагается.,"[""fd_whey""]",[],"[""POT0006""]",same day,none,ready_to_drink,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000638""]",C,candidate
st_rst000639,ds_boil_egg_chicken,1,Осмотреть яйцо и исключить треснувшее или испорченное.,"[""fd_egg_chicken""]",[],"[""HOU0016""]",1–5 min,none,checked,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000639""]",C,candidate
st_rst000640,ds_boil_egg_chicken,2,Положить в воду и довести до кипения.,"[""fd_egg_chicken"", ""fd_water_well""]",[],"[""POT0021""]",10–30 min,boiling,boiling,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000640""]",C,candidate
st_rst000641,ds_boil_egg_chicken,3,Варить до полной готовности; историческая предпочтительная степень не известна.,"[""fd_egg_chicken""]",[],"[""POT0021""]",modern safety time,boiling,boiled,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000641""]",C,candidate
st_rst000642,ds_boil_egg_goose,1,Осмотреть яйцо и исключить треснувшее или испорченное.,"[""fd_egg_goose""]",[],"[""HOU0016""]",1–5 min,none,checked,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000642""]",C,candidate
st_rst000643,ds_boil_egg_goose,2,Положить в воду и довести до кипения.,"[""fd_egg_goose"", ""fd_water_well""]",[],"[""POT0021""]",10–30 min,boiling,boiling,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000643""]",C,candidate
st_rst000644,ds_boil_egg_goose,3,Варить до полной готовности; историческая предпочтительная степень не известна.,"[""fd_egg_goose""]",[],"[""POT0021""]",modern safety time,boiling,boiled,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000644""]",C,candidate
st_rst000645,ds_boil_egg_duck,1,Осмотреть яйцо и исключить треснувшее или испорченное.,"[""fd_egg_duck""]",[],"[""HOU0016""]",1–5 min,none,checked,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000645""]",C,candidate
st_rst000646,ds_boil_egg_duck,2,Положить в воду и довести до кипения.,"[""fd_egg_duck"", ""fd_water_well""]",[],"[""POT0021""]",10–30 min,boiling,boiling,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000646""]",C,candidate
st_rst000647,ds_boil_egg_duck,3,Варить до полной готовности; историческая предпочтительная степень не известна.,"[""fd_egg_duck""]",[],"[""POT0021""]",modern safety time,boiling,boiled,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000647""]",C,candidate
st_rst000648,ds_bake_egg_shell_uncertain,1,Осмотреть целое яйцо.,"[""fd_egg_chicken""]",[],"[""HOU0016""]",1–5 min,none,checked,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000648""]",C,candidate
st_rst000649,ds_bake_egg_shell_uncertain,2,"Разместить в золе или мягком остаточном жаре так, чтобы скорлупа не лопнула от резкого нагрева.","[""fd_egg_chicken""]",[],"[""INT0001""]",10–30 min,residual_heat,baked,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000649""]",C,candidate
st_rst000650,ds_bake_egg_shell_uncertain,3,Убедиться в полной готовности перед едой.,"[""fd_egg_chicken""]",[],"[""POT0007""]",1–5 min,none,ready_to_eat,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000650""]",C,candidate
st_rst000651,ds_boil_beef,1,Осмотреть мясо и удалить загрязнённые или явно испорченные части.,"[""fd_beef""]","[""POT0028""]","[""POT0010""]",10–30 min,none,prepared,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000651""]",C,candidate
st_rst000652,ds_boil_beef,2,"Разделить на куски, соответствующие сосуду.","[""fd_beef""]","[""POT0028""]","[""POT0010""]",10–30 min,none,chopped,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000652""]",C,candidate
st_rst000653,ds_boil_beef,3,Залить водой и довести до кипения.,"[""fd_beef"", ""fd_water_well""]",[],"[""POT0021""]",20–60 min,boiling,boiling,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000653""]",C,candidate
st_rst000654,ds_boil_beef,4,Варить или томить до мягкости и безопасной готовности.,"[""fd_beef""]","[""POT0009""]","[""POT0021""]",60–300 min,gentle_heat,boiled,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000654""]",C,candidate
st_rst000655,ds_boil_beef,5,Подать мясо; отвар использовать как часть блюда или отдельный полуфабрикат.,"[""fd_beef""]",[],"[""POT0015""]",1–5 min,none,ready_to_eat,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000655""]",C,candidate
st_rst000656,ds_roast_beef_cautious,1,"Подготовить подходящий кусок мяса и надёжно закрепить на вертеле или решении, подтверждённом сценой.","[""fd_beef""]","[""POT0028""]","[""POT0010""]",10–30 min,none,prepared,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000656""]",C,candidate
st_rst000657,ds_roast_beef_cautious,2,Развести устойчивый жар без прямого загрязнения пищи золой.,[],[],"[""INT0010""]",20–60 min,direct_heat,fire_ready,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000657""]",C,candidate
st_rst000658,ds_roast_beef_cautious,3,"Готовить, постепенно поворачивая и не оставляя сырой середины.","[""fd_beef""]",[],"[""INT0010""]",45–240 min,radiant_heat,roasted,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000658""]",C,candidate
st_rst000659,ds_roast_beef_cautious,4,Дать кратко отдохнуть и разделить для подачи.,"[""fd_beef""]","[""POT0028""]","[""POT0007""]",5–20 min,none,ready_to_eat,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000659""]",C,candidate
st_rst000660,ds_boil_pork,1,Осмотреть мясо и удалить загрязнённые или явно испорченные части.,"[""fd_pork""]","[""POT0028""]","[""POT0010""]",10–30 min,none,prepared,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000660""]",C,candidate
st_rst000661,ds_boil_pork,2,"Разделить на куски, соответствующие сосуду.","[""fd_pork""]","[""POT0028""]","[""POT0010""]",10–30 min,none,chopped,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000661""]",C,candidate
st_rst000662,ds_boil_pork,3,Залить водой и довести до кипения.,"[""fd_pork"", ""fd_water_well""]",[],"[""POT0021""]",20–60 min,boiling,boiling,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000662""]",C,candidate
st_rst000663,ds_boil_pork,4,Варить или томить до мягкости и безопасной готовности.,"[""fd_pork""]","[""POT0009""]","[""POT0021""]",60–300 min,gentle_heat,boiled,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000663""]",C,candidate
st_rst000664,ds_boil_pork,5,Подать мясо; отвар использовать как часть блюда или отдельный полуфабрикат.,"[""fd_pork""]",[],"[""POT0015""]",1–5 min,none,ready_to_eat,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000664""]",C,candidate
st_rst000665,ds_roast_pork_cautious,1,"Подготовить подходящий кусок мяса и надёжно закрепить на вертеле или решении, подтверждённом сценой.","[""fd_pork""]","[""POT0028""]","[""POT0010""]",10–30 min,none,prepared,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000665""]",C,candidate
st_rst000666,ds_roast_pork_cautious,2,Развести устойчивый жар без прямого загрязнения пищи золой.,[],[],"[""INT0010""]",20–60 min,direct_heat,fire_ready,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000666""]",C,candidate
st_rst000667,ds_roast_pork_cautious,3,"Готовить, постепенно поворачивая и не оставляя сырой середины.","[""fd_pork""]",[],"[""INT0010""]",45–240 min,radiant_heat,roasted,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000667""]",C,candidate
st_rst000668,ds_roast_pork_cautious,4,Дать кратко отдохнуть и разделить для подачи.,"[""fd_pork""]","[""POT0028""]","[""POT0007""]",5–20 min,none,ready_to_eat,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000668""]",C,candidate
